MAIN_ID,TIC_ID,OTYPES,V__vartyp,V__LoVmax,V__Vmax,V__R_Vmax,V__magtyp,V__UpVmin,V__Vmin,V__R_Vmin,V__UpPeriod,V__period,V__R_period,V__epoch,V__R_epoch,V__D_rt,V__R_D_rt,V__bibcode,RA,DEC,PLX_VALUE,PMRA,PMDEC,FLUX_B,FLUX_V,FLUX_R,FLUX_G,FLUX_J,IDS,angDist,Match_Method,Match_Score,Match_Mag,Match_PM,Match_Plx,Match_Aliases,Match_Mag_Band,Match_Mag_Diff,Match_PMRA_DiffPct,Match_PMDEC_DiffPct,Match_Plx_DiffPct,Match_Aliases_NumMatch
,386627236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,387356770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
CPD-62   293,388105183,*|IR,,,,,,,,,,,,,,,,,55.8515251956,-62.33329767035,0.892,0.965,4.734,11.942,10.989,,10.746026,9.306,CPD-62   293|GSC 08867-01146|2MASS J03432436-6219598|PPM 775543|RAVE J034324.4-622000|TIC 388105180|TYC 8867-1146-1|Gaia DR2 4674328773569672960|Gaia EDR3 4674328773569672960|Gaia DR1 4674328769274790784,154.057454,co,-5,F,F,F,F,Vmag,1.2489999999999988,97.08373753033366,67.50367248314777,89.31444753777079,0
TYC 9376-544-1,388199112,*|IR,,,,,,,,,,,,,,,,,61.6449056961,-80.76767730295,3.8638,12.127,38.671,12.006,11.416,,11.309882,10.352,GSC 09376-00544|2MASS J04063477-8046036|RAVE J040634.8-804604|TIC 302966637|TYC 9376-544-1|Gaia DR2 4622231747983651456|Gaia EDR3 4622231747983651456|Gaia DR1 4622231743688110976,46.710345,co,-1,T,F,F,F,Vmag,0.7010000000000005,673.7061216766014,182.9081651315741,203.19057110124132,0
,389191008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,389305559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,389305560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,389330590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 4039-1095-1,389696073,*|IR,,,,,,,,,,,,,,,,,23.08085497631,65.0656443138,1.7676,-21.677,0.835,11.4,10.0,,9.656854,7.779,GSC 04039-01095|2MASS J01321942+6503562|TIC 389696082|TYC 4039-1095-1|Gaia DR2 513192143126092928|Gaia EDR3 513192143126092928|Gaia DR1 513192138824218752,139.337276,co,-4,F,F,-,F,Vmag,4.058,342.3435449213728,89.36086738616237,,0
G 253-33,389773940,PM*|PM*|PM*|*|IR,,,,,,,,,,,,,,,,,151.26243776745,87.00461418585,9.9529,-142.563,-241.72,,,11.4,11.461722,9.971,ASCC   30733|G 253-33|LP    1-285|LSPM J1005+8700|2MASS J10050298+8700165|NLTT 22879|TIC 389773936|TYC 4640-416-1|USNO-B1.0 1770-00015482|WISEA J100501.04+870014.1|Gaia DR2 1151557633447102208|Gaia EDR3 1151557633447102208,40.033415,co,-1,T,F,F,F,Tmag,0.5100999999999996,872.8739303115914,5170.008350211807,222.2974570206372,0
ATO J277.2990+56.5119,389968719,*|EB?,EW:,,13.070017,,o,,13.221614,,,,,,,,,2018AJ....156..241H,277.29907,56.51198,,,,,,,,,ATO J277.2990+56.5119|Gaia EDR3 2151062253407605120,1.55746,co,-1,-,-,-,F,,,,,,0
,390020415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,390950556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
ATO J070.5739+41.8921,391202234,*|EB?,EW:,,13.808839,,o,,14.156657,,,,,,,,,2018AJ....156..241H,70.57395,41.89216,,,,,,,,,ATO J070.5739+41.8921|Gaia EDR3 203601623296468352,155.334387,co,-1,-,-,-,F,,,,,,0
HD 336340,392531346,*|IR,,,,,,,,,,,,,,,,,277.98409254565,26.55584067996,1.7461,8.895,2.645,10.46,10.38,,10.281002,9.954,BD+26  3285|GSC 02114-01744|HD 336340|2MASS J18315618+2633210|TIC 392531349|TYC 2114-1744-1|Gaia DR2 4537326326220954496|Gaia EDR3 4537326326220954496|Gaia DR1 4537326321918807424,155.25326,co,-3,F,F,T,F,Vmag,4.199999999999999,168.44255672768404,82.82712859201932,23.824605947971605,0
TYC 9341-1313-1,392813675,*|IR,,,,,,,,,,,,,,,,,345.9441622614099,-72.32289856639,0.6975,3.525,-3.374,13.015,11.864,,11.58814,10.161,2MASS J23034660-7219223|RAVE J230346.6-721922|TIC 392813662|TYC 9341-1313-1|Gaia DR2 6380853558129486080|Gaia EDR3 6380853558129486080|Gaia DR1 6380853553833570304,150.820225,co,-1,T,F,F,F,Vmag,0.6439999999999984,81.31787177435169,57.04427978509408,63.640060052545984,0
HD  49260,393272120,*|IR|UV,,,,,,,,,,,,,,,,,101.2936955011,-47.22272301989,1.466,-2.161,4.189,7.051,7.204,,7.188081,7.535,ALS 16226|CD-47  2561|CEL   1377|CPC  0  3862|CPD-47   939|GC  8854|GCRV 58009|GEN# +1.00049260|GSC 08121-01085|HD  49260|HIC  32354|HIP  32354|2MASS J06451048-4713217|PPM 311071|SAO 218170|SKY# 11860|TD1  8119|TIC 393272087|TYC 8121-1085-1|UBV    6729|UBV M  12438|uvby98 100049260|WEB  6526|[CS62] E3  89|Gaia DR2 5551767880357841792|Gaia EDR3 5551767880357841792,125.1613,co,-5,F,F,F,F,Vmag,4.857,133.9205997400624,140.25330078988335,49.38159920999386,0
Gaia DR2 5329833519893909888,393340631,*,,,,,,,,,,,,,,,,,130.6910935462663,-46.2581205845394,0.7262,-4.988,4.583,,,,12.7834,,Gaia DR2 5329833519893909888,173.898769,co,-1,T,F,F,F,GAIAmag,0.7475000000000005,39.566638313112776,16.26078132927448,76.66707364876588,0
TYC  303-36-1,393672471,V*|*|IR,,,,,,,,,,,,,,,,,200.37820144315,2.6269734018,1.7055,-28.249,17.312,11.53,10.92,,10.86784,10.017,GSC 00303-00036|2MASS J13213077+0237371|TIC 393672467|TYC  303-36-1|V* V636 Vir|Gaia EDR3 3712487340304856576|Gaia DR1 3712487336010365312|Gaia DR2 3712487340304856576,102.705551,co,-5,F,F,F,F,Vmag,1.1769999999999996,59.28418339917759,218.7730263383577,79.72606713043314,0
TYC 9490-644-1,394722677,*|IR,,,,,,,,,,,,,,,,,20.53419509368,-84.14809399804,2.034,-7.809,-3.419,12.76,11.884,,11.704626,10.388,2MASS J01220820-8408533|RAVE J012208.2-840853|TIC 394722676|TYC 9490-644-1|Gaia DR2 4617505531611461376|Gaia EDR3 4617505531611461376|Gaia DR1 4617505527315646720,21.154807,co,-1,T,F,F,F,Vmag,0.6429999999999989,278.81308777160285,5785.583161620283,59.63458278395176,0
TYC 4495-1269-1,395943466,*|IR,,,,,,,,,,,,,,,,,36.13312935297,76.74048460443,1.0473,2.952,-0.493,13.59,11.84,,11.370402,9.261,2MASS J02243193+7644257|TIC 395943443|TYC 4495-1269-1|Gaia DR2 560917373035515776|Gaia EDR3 560917373035515776|Gaia DR1 560917368739106304,111.878256,co,-4,F,F,-,F,Vmag,2.7029999999999994,91.80229991030296,98.14372745551348,,0
,396697136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,396902326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
HD   9222,397985531,*|IR,,,,,,,,,,,,,,,,,23.34794531743,71.55450671126,10.6423,33.575,-23.972,8.96,8.52,,8.43437,7.717,AG+71   41|AGKR  1310|BD+70   112|GEN# +1.00009222|GSC 04305-01804|HD   9222|HIC   7248|HIP   7248|2MASS J01332349+7133161|PPM   4728|SAO   4430|TIC 397985500|TYC 4305-1804-1|uvby98 100009222|Gaia DR2 534133166705984256|Gaia EDR3 534133166705984256|Gaia DR1 534133162407918208,79.611768,co,-4,F,F,-,F,Vmag,6.606,35.12262655043909,21.027919422426432,,0
,398221405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
2MASS J18462617-3005309,398340721,*|IR,,,,,,,,,,,,,,,,,281.609051,-30.091932,,,,,,,,11.959,2MASS J18462617-3005309|TIC 398340915,132.101987,co,-1,-,-,-,F,,,,,,0
TYC 9215-2455-1,398363472,*|IR,,,,,,,,,,,,,,,,,161.19267458091,-70.09602294545,2.6116,-11.258,13.401,12.01,11.67,,11.524515,10.518,2MASS J10444622-7005455|TIC 398363481|TYC 9215-2455-1|Gaia DR2 5231439392546208000|Gaia EDR3 5231439392546208000|Gaia DR1 5231439388241404160,24.435892,co,-5,F,F,F,F,Vmag,7.24,91.70944010368724,60.44615766047627,60.85367645074932,0
V* R Vir,399118541,Mi*|Mi*|V*|*|IR|LP?,LPV,,6.77,,V,,11.0,,,144.85,,2452727.3,,,,2016ApJS..227....6V,189.6247241831999,6.98861891121,2.1959,-32.303,4.336,9.04,7.48,5.62,7.234438,3.13,AG+07 1658|ASAS J123830+0659.3|BD+07  2561|DO  3264|GC 17212|GCRV  7596|GEN# +1.00109914|GSC 00295-00002|HD 109914|HIC  61667|HIP  61667|HR  4808|IRAS 12359+0715|IRC +10256|JP11  2255|2MASS J12382993+0659190|PLX 2913|PLX 2913.00|PPM 159033|RAFGL 4157|SAO 119509|SKY# 23591|TIC 399118541|TYC  295-2-1|UBV   11347|V* R Vir|WEB 10970|YZ   7  6184|AAVSO 1233+07|Gaia EDR3 3709971554622524800|Gaia DR2 3709971554622524800,,tic,-1,F,T,F,T,Vmag,1.0839299999999987,4.71091445427729,9.666666666666657,56.85000000000001,2
,399271789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
IRAS 10539-6756,399421408,*|IR,,,,,,,,,,,,,,,,,163.94626867603,-68.21336109583,0.1535,-3.789,3.304,,,,11.924199,7.92,AKARI-IRC-V1 J1055471-681247|IRAS 10539-6756|2MASS J10554712-6812481|TIC 399421348|Gaia DR2 5237995088882303744|Gaia EDR3 5237995088882303744,48.682407,co,-5,F,F,F,F,GAIAmag,3.323001,97.7583462997036,94.0290955091714,99.20861603184096,0
StKM 1-367A,399948127,PM*|*,,,,,,,,,,,,,,,,,51.90886529841,9.93490910923,23.3423,78.048,-24.132,,,,10.562929,,GJ  3226 A|StKM 1-367A|Gaia DR2 12828899810152704|Gaia EDR3 12828899810152704,89.303315,co,-2,F,T,-,F,GAIAmag,2.7678709999999995,12.54217736121126,14.090423638305442,,0
,400175528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 4041-1512-1,400675528,*|IR,,,,,,,,,,,,,,,,,30.48851484218,64.10798740311,1.546,-4.924,-2.701,10.58,10.28,,10.173761,9.448,GSC 04041-01512|2MASS J02015723+6406286|TIC 373961404|TYC 4041-1512-1|Gaia DR2 517959350665991424|Gaia EDR3 517959350665991424|Gaia DR1 517959346365855104,95.240126,co,-5,F,F,F,F,Vmag,7.85,121.27613607393933,95.91943412930304,88.71911620915604,0
,401621633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
V* NT Aps,402227264,EB*|PM*|V*|*|IR|X,EC,,8.179,,V,,8.597,,,0.294765,,,,,,2012AcA....62...67K,220.67740125574,-74.31154671538,18.4941,112.806,-12.531,9.06,8.43,,8.300643,7.268,ASAS J144243-7418.7|ASAS J144244-7418.5|CD-73   994|CPC 21.2  2224|CPD-73  1329|GEN# +1.00128575|GSC 09269-00122|HD 128575|HIC  71929|HIP  71929|2MASS J14424257-7418414|NSV  6757|PPM 786352|1RXS J144244.4-741835|SV* BV   742|TIC 402227266|TYC 9269-122-1|uvby98 100128575|V* NT Aps|Gaia DR2 5793290899490805888|Gaia EDR3 5793290899490805888|Gaia DR1 5793290895184905856,5.87421,co,-3,F,-,-,F,Vmag,8.9802,,,,0
,402330440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
UCAC4 124-154898,402588351,*|*|IR,,,,,,,,,,,,,,,,,248.0811252143434,-65.2634866930336,0.2562,-4.302,0.561,14.914,,13.627,13.6046,11.9,GALAH 140412002801177|2MASS J16321947-6515485|UCAC4 124-154898|WISEA J163219.44-651548.5|WISE J163219.45-651548.5|Gaia DR2 5827814430742183680,159.885673,co,-5,F,F,F,F,Tmag,1.3661000000000012,28.699874868446138,105.1928096710295,69.67605935538546,0
UCAC2    554980,402850557,*|IR,,,,,,,,,,,,,,,,,225.08712592452,-77.10058798475,0.5454,-6.579,0.655,12.829,11.484,11.15,11.04791,9.187,DENIS J150020.9-770602|2MASS J15002092-7706021|PPMX J150020.9-770602|RAVE J150020.9-770602|TIC 402808542|UCAC2    554980|UCAC3 26-44955|UCAC4 065-020775|USNO-B1.0 0128-00122185|Gaia DR2 5791761891129644800|Gaia EDR3 5791761891129644800,165.633188,co,-5,F,F,F,F,Vmag,1.1479999999999997,49.98631636562671,107.3906911142454,50.832086255702,0
UCAC2   1050647,402857166,*|IR,,,,,,,,,,,,,,,,,225.1466897978899,-73.29531375863,0.577,-6.007,-5.805,13.574,12.117,11.69,11.608152,9.535,DENIS J150035.2-731742|DENIS J150035.2-731743|2MASS J15003521-7317430|PPMX J150035.2-731743|RAVE J150035.2-731743|TIC 402802155|UCAC2   1050647|UCAC3 34-98018|UCAC4 084-043845|USNO-B1.0 0167-00248791|Gaia DR2 5793770320919576064|Gaia EDR3 5793770320919576064,88.556252,co,-1,T,F,F,F,Vmag,0.0989999999999984,211.11275530777507,661.390275037716,70.29356343379635,0
,402897917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,402967151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
ATO J059.0309+49.6003,403090999,V*|*|IR,SIN,,13.429183,,o,,13.4477,,,,,,,,,2018AJ....156..241H,59.0309640019613,49.6003450165833,0.2899,-0.135,-2.055,14.643,,13.735,13.568389,12.029,ATO J059.0309+49.6003|2MASS J03560742+4936011|UCAC4 699-027689|WISE J035607.42+493601.2|Gaia EDR3 250123472096150144,87.833384,co,-4,F,F,-,F,Tmag,1.7707999999999997,98.99964431797972,15.29580518447377,,0
,403151961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,403280963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
UCAC4 209-066450,403907386,*|*|IR,,,,,,,,,,,,,,,,,188.5056014656649,-48.3229104864039,2.6167,7.583,-17.806,14.527,13.689,13.604,13.4896,12.137,GALAH 170412003901290|2MASS J12340134-4819224|UCAC4 209-066450|WISEA J123401.34-481922.6|WISE J123401.35-481922.6|Gaia DR2 6128446198530806400,110.350956,co,-1,T,F,F,F,Vmag,0.5020000000000007,156.3490176262521,269.6537635926543,27.66731442756089,0
Cl* NGC 2070     MH     494,404768904,*,,,,,,,,,,,,,,,,,84.67667,-69.10086,,,,,16.69,,,,Cl* NGC 2070     MH     494,0.102393,co,-3,F,-,-,F,Vmag,5.811000000000002,,,,0
Gaia EDR3 6385116738372041344,405412976,*,,,,,,,,,,,,,,,,,337.36673380021,-69.55009549051,0.1846,1.6,-2.04,,,,20.331816,,Gaia DR2 6385116738372041344|Gaia EDR3 6385116738372041344,51.746371,co,-5,F,F,F,F,GAIAmag,7.871916000000001,98.05341904778126,97.57750211968563,89.84793906563644,0
LP  772-45,406474856,PM*|*|IR,,,,,,,,,,,,,,,,,50.489612,-16.605488,,-46.0,-248.0,19.3,,15.7,,11.678,LP  772-45|2MASS J03215750-1636197|NLTT 10724|TIC 406474856|USNO-B1.0 0733-00054461|WISEA J032157.49-163622.0|WISE J032157.47-163621.9,,tic,-2,F,F,-,T,Tmag,1.9499999999999993,119.04761904761905,1.639344262295082,,3
,406731362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
EROS2-star lm071-6m-15537,407661994,LP*|V*,LPV,,14.89,,R,,15.01,,,57.517,,,,,,2011A&A...536A..60S,83.1355,-73.01014,,,,,,14.95,,,EROS2-star lm071-6m-15537,98.887935,co,-3,F,-,-,F,Tmag,3.5335,,,,0
,408474216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 5403-2426-1,409264661,*|IR,,,,,,,,,,,,,,,,,109.67560376253,-12.94723338463,0.8893,-1.255,-1.836,12.43,12.06,,11.926689,11.471,2MASS J07184214-1256500|TIC 409264527|TYC 5403-2426-1|Gaia DR2 3033054128612558592|Gaia EDR3 3033054128612558592|Gaia DR1 3033054124311846144,165.988016,co,-5,F,F,F,F,Vmag,3.205,108.83914862447352,94.86993210204253,85.3761453406916,0
Gaia EDR3 3031381732773186688,409469477,*,,,,,,,,,,,,,,,,,110.05773519547,-15.29355587247,1.8818,-2.093,6.377,,,,19.64899,,Gaia DR2 3031381732773186688|Gaia EDR3 3031381732773186688,51.17728,co,-5,F,F,F,F,GAIAmag,4.302490000000001,88.18708763453908,109.40910190808384,72.29848390947913,0
Gaia EDR3 5721905549430390528,409797086,blu|*,,,,,,,,,,,,,,,,,126.50488163901,-16.3370536406,0.4795,-4.47,-0.296,,,,15.780068,,Gaia DR2 5721905549430390528|Gaia EDR3 5721905549430390528,113.143295,co,-5,F,F,F,F,GAIAmag,3.658368,77.3305879847045,90.13060280010804,88.1465037748256,0
UCAC4 363-055359,409900613,*|IR,,,,,,,,,,,,,,,,,144.87650371147,-17.5942312684519,0.9674,-7.861,3.15,13.104,12.658,12.682,12.5992,11.875,GALAH 150101004001346|2MASS J09393035-1735391|UCAC4 363-055359|WISEA J093930.35-173539.1|WISE J093930.35-173539.1|Gaia DR2 5684726976780360064,57.179234,co,-5,F,F,F,F,Vmag,3.682,64.38716107549776,106.6675980136908,93.54799983993384,0
UCAC2   1714267,412229587,*|IR,,,,,,,,,,,,,,,,,180.79048135151,-69.96859852405,0.4196,-9.419,-1.154,14.308,12.727,12.34,12.204389,9.961,DENIS J120309.7-695807|2MASS J12030968-6958069|PPMX J120309.7-695806|RAVE J120309.7-695807|TIC 412229492|UCAC2   1714267|UCAC3 41-100908|UCAC4 101-045733|USNO-B1.0 0200-00290400|Gaia DR2 5856089884081402880|Gaia EDR3 5856089884081402880,111.871677,co,-1,T,F,F,F,Vmag,0.927999999999999,80.77947307310085,95.76213611842516,92.84887714077794,0
V* BW CMa,412345587,Pu*|V*|RR*|*|IR|RR?,RRab,,12.615704,,G,,13.21548,,,0.526816,,2456921.8547,,,,2018yCat.1345....0G,110.53346445326,-18.63862583455,0.4334,-1.272,-8.045,,,,12.977776,11.705,AN  114.1943|ATO J110.5334-18.6386|2MASS J07220802-1838190|SV* SON  3441|TIC 412345582|V* BW CMa|Gaia DR2 2931430288948669952|Gaia EDR3 2931430288948669952,11.468942,co,-5,F,F,F,F,GAIAmag,2.452824,98.54036543649612,109.12629222966268,93.76314933616538,0
,412494825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
HD  58173,412576689,*|IR,,,,,,,,,,,,,,,,,110.91313953927,-21.39954312217,2.5272,2.72,-13.897,9.72,9.58,,9.545871,9.245,BD-21  1913|CPD-21  2121|GSC 05978-02364|HD  58173|2MASS J07233915-2123583|PPM 252293|SAO 173624|TIC 412576693|TYC 5978-2364-1|YZ 111  2946|Gaia DR2 5619869946966547200|Gaia EDR3 5619869946969184000|Gaia DR1 5619869942660973184,103.435903,co,-3,F,F,T,F,Vmag,2.2829999999999995,123.05143351102149,1656.041962036033,14.830804072430212,0
TYC 5974-1759-1,412782773,*|IR,,,,,,,,,,,,,,,,,111.24748885195,-19.31121260631,0.9138,-3.135,4.142,10.83,10.7,,10.87008,10.783,GSC 05974-01759|2MASS J07245939-1918403|TIC 412782665|TYC 5974-1759-1|Gaia DR2 2930579713626190848|Gaia EDR3 2930579713626190848,131.928431,co,-1,F,T,T,F,Vmag,1.4400000000000013,2.961413280872812,0.5808532131478841,20.69911135795613,0
ATO J127.3896-23.5161,413024324,*|EB?|IR,EW:,,15.926605,,o,,16.149094,,,,,,,,,2018AJ....156..241H,127.3896531197321,-23.5161585132678,0.8204,-3.442,1.649,,,16.16,16.184824,14.544,ATO J127.3896-23.5161|2MASS J08293351-2330581|UCAC4 333-050387|WISE J082933.51-233058.0|Gaia EDR3 5696660079559531136,104.232061,co,-3,F,F,T,F,Tmag,2.2545,31.383142022143986,32.88918372247296,19.8843825895845,0
2MASS J22262921+5721237,413738130,*|IR|LP?,LPV?,,,,G,,,,,394.79,,,,,,2018A&A...618A..58M,336.6217368453587,57.3566362847519,0.3252,-7.095,-1.446,,,12.994,11.703927,7.933,2MASS J22262921+5721237|UCAC4 737-085645|WISE J222629.20+572123.8|Gaia DR2 2007818359591011840|Gaia EDR3 2007818359591011840,36.415707,co,-1,T,F,F,F,Tmag,0.3490000000000002,5.842601087515933,93.97999159030635,95.71691043311624,0
,414579577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
BD+13   121,414807623,*|IR,,,,,,,,,,,,,,,,,13.21928275384,14.04321146547,1.1303,-7.794,-9.628,10.94,9.56,,9.023065,6.937,AG+13   75|BD+13   121|GSC 00611-00565|2MASS J00525261+1402356|PPM 116849|TIC 414807619|TYC  611-565-1|Gaia DR2 2777741824918884224|Gaia EDR3 2777741824918884224|Gaia DR1 2777741820623542016,122.347862,co,-5,F,F,F,F,Vmag,3.33,959.4832073257876,1516.8845904235202,34.00709965202363,0
TYC 5984-229-1,415045920,*|IR,,,,,,,,,,,,,,,,,114.6525861813,-18.21733573173,0.5222,-3.885,1.088,11.69,11.38,,11.503081,10.969,GSC 05984-00229|2MASS J07383662-1813024|TIC 415045947|TYC 5984-229-1|Gaia DR2 5717096633470555264|Gaia EDR3 5717096633470555264|Gaia DR1 5717096629167588352,27.15167,co,-5,F,F,F,F,Vmag,5.9499999999999975,107.86953386431588,101.41584997195626,95.63717176443066,0
CD-60  4274,415097626,*|IR,,,,,,,,,,,,,,,,,188.94677794665,-60.80044240426,0.8045,-6.45,0.507,10.03,9.97,,9.918016,9.763,CD-60  4274|CPD-60  4171|GSC 08988-03014|LLNS  8603|2MASS J12354723-6048016|TIC 415097557|TYC 8988-3014-1|Gaia DR2 6055066854126168320|Gaia EDR3 6055066854126168320|Gaia DR1 6055066849773641344,38.968873,co,-3,F,-,-,F,Vmag,5.365,,,,0
,415345299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC  689-1672-1,415442401,*|IR,,,,,,,,,,,,,,,,,75.78624981424,10.1340887117,0.8247,4.217,-8.343,12.96,11.45,,10.992193,9.136,2MASS J05030869+1008027|TIC 415442364|TYC  689-1672-1|Gaia DR2 3291648474501182976|Gaia EDR3 3291648474501182976|Gaia DR1 3291648470205228288,147.2292,co,-5,F,F,F,F,Vmag,5.350000000000001,106.96499828228642,120.10414733884512,95.8720211429401,0
TYC 3991-1028-1,415469752,*|IR,,,,,,,,,,,,,,,,,337.42134455832,57.36457257587,1.0311,-3.497,-2.573,12.15,11.45,,11.138887,9.273,2MASS J22294113+5721524|TIC 415461924|TYC 3991-1028-1|Gaia DR2 2007807742432479232|Gaia EDR3 2007807742432479232|Gaia DR1 2007807738127460608,72.000508,co,-5,F,F,F,F,Vmag,2.7090000000000014,104.13027430832372,111.86616551755944,90.56218650459488,0
,415973046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 3920-1032-1,416269516,*|IR,,,,,,,,,,,,,,,,,289.52855073985,53.69481896128,1.8161,4.038,8.572,12.34,12.04,,11.722503,10.971,2MASS J19180685+5341414|TIC 416269484|TYC 3920-1032-1|Gaia DR2 2139698074883940736|Gaia EDR3 2139698074883940736|Gaia DR1 2139698074883940736,146.318519,co,-5,F,F,F,F,Vmag,2.088000000000001,161.53321010436872,194.3849125078727,33.22768986410965,0
TYC  660-1035-1,416839099,*|IR,,,,,,,,,,,,,,,,,55.73716957298,10.50331153843,2.4041,11.683,-5.976,12.26,11.5,,11.187835,9.846,2MASS J03425692+1030118|TIC 416836727|TYC  660-1035-1|Gaia DR2 36322714517978112|Gaia EDR3 36322714517978112|Gaia DR1 36322710221428224,78.330855,co,-5,F,F,F,F,Vmag,1.3010000000000002,558.7947377621392,94.98076632342811,73.33870085913682,0
ATO J088.9320+52.9010,416947584,*|EB?|IR,EA:,,15.988741,,o,,16.12565,,,,,,,,,2018AJ....156..241H,88.9320122033813,52.901016791475,0.2791,-1.118,-2.382,,,,16.15608,15.089,ATO J088.9320+52.9010|2MASS J05554368+5254037|Gaia EDR3 215837847679287680,17.142982,co,-5,F,F,F,F,GAIAmag,3.6533799999999994,97.94483782968992,96.33306598479965,92.21610827725269,0
2MASX J13163602+4451571,417119788,*|G,,,,,,,,,,,,,,,,,199.15019556619,44.86597754521,,,,,,,19.562267,13.434,LEDA 2253789|2MASX J13163602+4451571|Gaia DR2 1550688531949470464|Gaia EDR3 1550688531949470464,173.253382,co,-3,F,-,-,F,GAIAmag,7.090266999999999,,,,0
V* V537 Cyg,417497545,EB*|V*|*|IR,E,,,,,,,,,4.75851,,,,,,2004AcA....54..207K,323.50499239054,49.93317877176,0.5892,-1.387,-2.55,12.48,11.93,,10.301297,8.536,ALS 11900|CSI+49-21322|GSC 03599-00780|LS III +49   28|2MASS J21340119+4955597|SV* SVS   978|SV* SON  4555|TIC 417497545|TYC 3599-780-1|V* V537 Cyg|Gaia DR2 2171301960385231488|Gaia EDR3 2171301960385231488|Gaia DR1 2171301956075699840,,tic,-3,F,F,F,T,Vmag,1.2970000000000006,143.93932998466366,3.58148206821754,58.08834380190123,3
,418292123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 9434-390-1,418532689,*|IR,,,,,,,,,,,,,,,,,206.55029834463,-78.81935225792,0.4397,-6.794,-4.905,12.843,11.191,,10.590979,8.335,2MASS J13461202-7849097|RAVE J134612.0-784910|TIC 418532703|TYC 9434-390-1|Gaia DR2 5786122839586305920|Gaia EDR3 5786122839586305920|Gaia DR1 5786122835289126400,67.515744,co,-5,F,F,F,F,Vmag,3.286,49.98454040842768,87.67442386412466,87.39092157824253,0
TYC 9438-727-1,418658225,PM*|*|IR,,,,,,,,,,,,,,,,,209.25359977659,-80.90181904119,5.0126,-51.734,-86.498,12.43,11.55,,11.443024,10.174,2MASS J13570086-8054064|TIC 418658202|TYC 9438-727-1|Gaia DR2 5784895922048831488|Gaia EDR3 5784895922049626240|Gaia DR1 5784895917750535808,76.363403,co,-1,T,F,F,F,Vmag,0.2959999999999994,243.5877000730557,2632.6002002900104,265.4084474186823,0
,418794892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
,420051025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tic,-1,-,-,-,F,,,,,,0
TYC 4456-522-1,420114776,*|IR,,,,,,,,,,,,,,,,,290.42982059714,74.76263095847,1.1548,-3.002,-8.244,10.81,10.47,,10.429002,9.598,GSC 04456-00522|2MASS J19214317+7445454|TIC 420114772|TYC 4456-522-1|Gaia DR2 2265234097725564800|Gaia EDR3 2265234097728669056,19.883766,co,-5,F,F,F,F,Vmag,3.539999999999999,140.0294239933476,581.3786263327547,45.44157457845726,0
