TIC,m_TIC,BJD0,e_BJD0,Per,e_Per,Morph,Wp-pf,Dp-pf,Phip-pf,Ws-pf,Ds-pf,Phis-pf,Wp-2g,Dp-2g,Phip-2g,Ws-2g,Ds-2g,Phis-2g,Sectors,UpDate,tesseb_source
274238240,1,1961.353365,0.001467966,6.2062535,0.00022267718,0.371,0.04,0.009,0.9999,,,,0.07332,0.019,0.000112,,,,"24,25",2021-09-16T17:40:14,J/ApJS/258/16/tess-ebs
274347939,1,1683.146053,0.0002457754,4.8534171,1.7067071e-05,0.291,0.04,0.435,0.9999,0.049,0.256,0.298,0.05676,0.473,0.9999,0.072,0.278,0.2978,"14,15",2021-09-16T17:37:07,J/ApJS/258/16/tess-ebs
274348764,1,1684.335186,0.01063842,0.8320495,6.2908868e-06,0.828,0.237,0.034,1.002,,,,,,,,,,"14,15",2021-09-16T17:37:14,J/ApJS/258/16/tess-ebs
274509791,1,1930.203224,0.001232606,1.1988499,1.8114222e-05,0.604,0.142,0.39,0.9994,0.134,0.073,0.499,0.2321,0.458,0.0004731,0.203,0.125,0.5003,"23,24,25,26",2021-09-16T17:39:06,J/ApJS/258/16/tess-ebs
274575202,1,1740.303928,0.001402238,9.2035894,5.586997e-05,0.091,0.014,0.332,0.9999,0.02,0.104,0.279,0.0201,0.359,0.9998,0.029,0.118,0.2788,"16,20,23,24,25,26",2021-09-16T17:37:52,J/ApJS/258/16/tess-ebs
274602479,1,1819.923543,0.0004525633,3.9538363,0.00013119424,0.361,0.045,0.386,1.0,0.047,0.205,0.5,0.06886,0.407,0.9999,0.068,0.227,0.4999,19,2021-09-16T17:38:28,J/ApJS/258/16/tess-ebs
274645120,1,1712.146815,0.001155291,0.9009169,4.0576348e-05,0.763,0.162,0.245,0.9974,,,,,,,,,,15,2021-09-16T17:37:40,J/ApJS/258/16/tess-ebs
274676647,1,1955.847593,5.797413e-07,0.354332,2.5346149e-06,0.782,0.164,0.207,1.0,0.175,0.203,0.499,0.352,0.354,0.001928,0.367,0.351,0.5,"24,25,26",2021-09-16T17:41:29,J/ApJS/258/16/tess-ebs
274700641,1,1817.025933,0.03727355,1.1813646,2.3751717e-05,0.963,0.265,0.007,1.003,0.265,0.006,0.501,,,,,,,19,2021-09-16T17:38:35,J/ApJS/258/16/tess-ebs
274945059,1,1959.887788,0.0005857593,17.3600805,0.00017600962,0.263,0.031,0.094,1.0,,,,0.04591,0.091,2.236e-05,0.154,0.008,0.5,24,2021-09-16T17:40:12,J/ApJS/258/16/tess-ebs
275051466,1,1747.504527,0.0006889529,4.7850357,0.00040143324,0.277,0.033,0.056,1.0,0.034,0.049,0.491,0.04846,0.063,0.9999,0.051,0.053,0.4909,16,2021-09-16T17:37:47,J/ApJS/258/16/tess-ebs
275083922,1,1546.45193,0.03279856,2.9241644,0.0012405186,0.204,,,,,,,0.1525,0.002,0.01301,,,,"9,10",2021-09-16T17:38:55,J/ApJS/258/16/tess-ebs
275119073,1,1711.958007,0.00110289,0.7430297,1.5620264e-05,0.619,0.155,0.002,1.022,,,,0.2403,0.003,0.02294,0.21,0.001,0.5199,"15,16",2021-09-16T17:37:43,J/ApJS/258/16/tess-ebs
275259749,1,1820.167827,0.0004713286,4.4672314,8.6300891e-06,0.448,0.06,0.28,1.0,0.061,0.12,0.5,0.08671,0.3,0.9999,0.091,0.128,0.4998,"18,19,24,25",2021-09-16T17:38:24,J/ApJS/258/16/tess-ebs
275367529,1,1793.940155,0.03953153,2.5798079,0.00020701274,0.398,,,,,,,0.107,0.002,0.9985,0.106,0.001,0.498,"18,19,24",2021-09-16T17:38:19,J/ApJS/258/16/tess-ebs
275423476,1,1956.205888,0.0005046961,2.9289407,0.00011017379,0.373,0.051,0.114,0.9997,0.058,0.087,0.481,0.07176,0.124,0.9999,0.083,0.097,0.4811,24,2021-09-16T17:40:09,J/ApJS/258/16/tess-ebs
275537496,1,1711.386952,0.0003906244,0.8562521,1.1896111e-06,0.644,0.157,0.367,1.0,0.087,0.059,0.503,0.2838,0.502,0.9996,0.25,0.184,0.5039,15,2021-09-16T17:37:37,J/ApJS/258/16/tess-ebs
275575030,1,1684.125168,0.001792899,1.045879,1.0918731e-05,0.755,0.139,0.077,1.001,,,,0.3925,0.122,0.5045,,,,"14,15",2021-09-16T17:37:32,J/ApJS/258/16/tess-ebs
275576176,1,1690.831863,0.006230492,15.6440504,0.016491516,0.19,0.009,0.009,0.3753,0.012,0.008,0.997,0.02194,0.011,0.0004644,,,,"14,15",2021-09-16T17:37:20,J/ApJS/258/16/tess-ebs
275658545,1,1683.78349,0.007315038,2.9846113,1.1840569e-05,0.987,0.282,0.023,0.9843,0.258,0.017,0.483,,,,,,,"14,15",2021-09-16T17:37:22,J/ApJS/258/16/tess-ebs
275860377,1,1816.489607,0.007504249,8.8470804,0.011504319,0.258,0.227,0.002,0.09929,,,,0.0009117,0.016,0.6722,,,,19,2021-09-16T17:38:27,J/ApJS/258/16/tess-ebs
275911914,1,1817.256168,0.0001708179,0.3856278,1.8548773e-07,0.509,0.072,0.114,1.004,,,,0.1328,0.178,0.003495,,,,"19,25",2021-09-16T17:38:28,J/ApJS/258/16/tess-ebs
276105676,1,1764.932649,0.002835635,0.6586383,0.0001318845,0.619,,,0.9816,,,0.003,0.3805,0.068,0.9889,,,,17,2021-09-16T17:37:59,J/ApJS/258/16/tess-ebs
276119305,1,1740.805914,0.0001446228,2.5784859,1.2093232e-05,0.6,0.117,0.192,1.0,0.115,0.164,0.5,0.1823,0.23,1.0,0.178,0.201,0.4995,"16,17",2021-09-16T17:37:50,J/ApJS/258/16/tess-ebs
276162169,1,1713.572178,5.982929e-05,2.5500664,7.3720514e-05,0.514,0.08,0.444,1.0,0.082,0.381,0.5,0.1187,0.497,1.0,0.121,0.425,0.4995,15,2021-09-16T17:37:39,J/ApJS/258/16/tess-ebs
276252961,1,1842.638352,4.069392e-05,0.1558772,2.9049946e-07,0.542,,,1.007,,,0.48,0.2037,0.948,0.9996,,,,20,2021-09-16T17:38:39,J/ApJS/258/16/tess-ebs
276315375,1,1656.066363,8.950553e-05,2.0486948,9.3333955e-06,0.496,0.069,0.129,1.0,0.064,0.007,0.499,0.1052,0.144,1.195e-05,0.12,0.012,0.5,13,2021-09-16T17:37:00,J/ApJS/258/16/tess-ebs
276914715,1,1712.224367,0.0006333518,1.052049,3.9766265e-05,0.691,0.221,0.246,1.001,,,,,,,,,,"15,16",2021-09-16T17:37:40,J/ApJS/258/16/tess-ebs
276935987,1,1324.401216,0.006205808,4.2507272,8.194242e-05,0.663,0.109,0.249,1.0,0.08,0.126,0.5,0.2565,0.479,0.999,0.23,0.365,0.5008,"1,2,3 ,5 ,6 ,8 ,9 ,10,11,12,13,27,28,29,30,31,32,33,35,36,37",2021-09-16T17:36:21,J/ApJS/258/16/tess-ebs
276935996,1,1324.403191,0.009333163,4.2508447,9.105871e-06,0.655,0.134,0.058,1.004,0.131,0.041,0.504,0.1518,0.074,0.00642,,,,"1,2,3 ,5 ,6 ,8 ,9 ,10,11,12,13,27,28,29,30,31,32,33,35,36,37",2021-09-16T17:40:18,J/ApJS/258/16/tess-ebs
277069829,1,1627.417864,0.09715345,2.0260091,0.00088246312,0.724,0.034,0.011,1.038,,,,0.0003096,0.02,0.4999,,,,27,2021-09-16T17:41:22,J/ApJS/258/16/tess-ebs
277104322,1,1411.103663,0.0001020035,0.2821634,2.5641047e-07,0.926,0.231,0.073,0.9996,0.226,0.053,0.503,,,,,,,"4,6,7",2021-09-16T17:40:33,J/ApJS/258/16/tess-ebs
277373390,1,1657.168219,3.384112e-05,1.1678694,2.7867063e-06,0.528,0.091,0.312,0.9994,0.092,0.241,0.5,0.136,0.357,1.0,0.137,0.279,0.5003,13,2021-09-16T17:37:02,J/ApJS/258/16/tess-ebs
277565268,1,1711.591659,0.002897299,1.0960589,2.5563089e-05,0.739,0.087,0.01,0.9961,,,,0.3663,0.295,0.9992,,,,"15,16",2021-09-16T17:37:43,J/ApJS/258/16/tess-ebs
277649549,1,1329.101682,0.0004844292,14.4904608,1.0519282e-05,0.063,0.012,0.118,1.0,0.012,0.037,0.819,0.01706,0.127,2.578e-06,0.017,0.042,0.8189,"1,27,28",2021-09-16T17:39:55,J/ApJS/258/16/tess-ebs
277712294,1,1518.378027,0.009457234,2.892281,2.6143615e-05,0.409,0.035,0.018,1.003,,,,0.06658,0.081,0.9998,,,,"8,35",2021-09-16T17:39:50,J/ApJS/258/16/tess-ebs
277848666,1,1712.732226,0.2399187,1.4276145,3.3172617e-05,0.893,0.261,0.014,0.996,0.266,0.012,0.474,0.1818,0.022,0.4811,,,,"15,16",2021-09-16T17:37:40,J/ApJS/258/16/tess-ebs
278068108,1,1711.759898,0.0003575972,1.6259226,1.3524209e-05,0.64,0.152,0.416,0.9999,,,,0.2709,0.56,0.0001375,0.257,0.201,0.5003,"15,16",2021-09-16T17:37:42,J/ApJS/258/16/tess-ebs
278075650,1,1711.963919,0.0001776298,0.7603524,2.3870058e-06,0.68,0.164,0.566,1.0,0.157,0.122,0.501,0.308,0.75,0.9998,0.291,0.294,0.5012,"15,16",2021-09-16T17:37:37,J/ApJS/258/16/tess-ebs
278076037,1,1711.565101,0.006521425,1.2337008,3.3532338e-06,0.712,0.084,0.033,0.9949,,,,0.3586,0.124,0.0002525,0.254,0.076,0.4983,"15,16",2021-09-16T17:37:45,J/ApJS/258/16/tess-ebs
278289141,1,1601.096723,0.001165323,5.8672921,0.00028526867,0.375,0.043,0.025,0.999,,,,0.07024,0.03,0.9993,,,,"11,12,13",2021-09-16T17:36:40,J/ApJS/258/16/tess-ebs
278296621,1,1600.276722,7.387873e-05,2.500483,1.1467034e-06,0.489,0.06,0.051,0.9999,,,,0.1032,0.071,0.9999,0.125,0.004,0.4909,"11,12,13,27",2021-09-16T17:36:42,J/ApJS/258/16/tess-ebs
278413303,1,1598.428212,0.4167239,1.842653,0.00083143595,0.899,0.236,0.004,1.002,0.231,0.003,0.528,0.2153,0.01,0.5,,,,"11,12,13",2021-09-16T17:36:43,J/ApJS/258/16/tess-ebs
278678404,1,1714.170962,9.187373e-05,4.5662046,1.3184033e-05,0.331,0.041,0.477,1.0,0.041,0.417,0.5,0.05919,0.521,1.0,0.06,0.461,0.5,"15,16",2021-09-16T17:37:33,J/ApJS/258/16/tess-ebs
278683641,1,1329.039325,1.5077e-05,4.2418211,2.2401863e-07,0.314,0.042,0.142,0.9999,0.043,0.015,0.5,0.06142,0.153,0.9999,0.072,0.017,0.5,"1,2,3 ,4 ,5 ,6 ,8 ,9 ,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37",2021-09-16T17:36:31,J/ApJS/258/16/tess-ebs
278706358,1,1331.339464,0.0009721035,6.9025229,0.00040314575,0.225,0.026,0.347,0.9999,0.026,0.23,0.503,0.03761,0.374,2.004e-05,0.037,0.247,0.5027,1,2021-09-16T17:39:58,J/ApJS/258/16/tess-ebs
278784173,1,1325.710734,9.231473e-05,1.4948338,1.1060022e-05,0.196,0.016,0.118,0.5004,0.017,0.105,1.0,0.02275,0.119,0.5004,0.024,0.109,0.0002607,1,2021-09-16T17:39:56,J/ApJS/258/16/tess-ebs
278822321,1,1545.340289,0.004221387,0.6391327,9.6504393e-07,0.806,0.187,0.072,0.9979,0.23,0.033,0.514,0.2836,0.153,0.004716,,,,"9,10,11,12",2021-09-16T17:36:21,J/ApJS/258/16/tess-ebs
278826516,1,1494.522701,0.0003027318,14.0836051,4.3226514e-05,0.082,0.008,0.113,0.5,0.009,0.09,1.0,0.01217,0.11,1.354e-06,0.012,0.108,0.5,"7,9,12",2021-09-16T17:36:52,J/ApJS/258/16/tess-ebs
278826996,1,1468.402282,0.0003216476,19.1689746,0.00013592321,0.088,0.013,0.343,1.0,0.013,0.218,0.226,0.01875,0.36,9.797e-07,0.019,0.252,0.2259,"6,7",2021-09-16T17:39:43,J/ApJS/258/16/tess-ebs
278829112,1,2062.138205,0.001429835,0.2457785,4.7352821e-07,0.792,0.111,0.036,1.001,0.135,0.021,0.505,0.3221,0.077,0.9954,0.282,0.064,0.5065,28,2021-09-16T17:41:22,J/ApJS/258/16/tess-ebs
278861826,1,1544.635262,7.253608e-05,1.0676262,3.4821639e-07,0.533,0.074,0.033,1.0,0.074,0.028,0.5,0.1127,0.037,7.12e-05,0.106,0.033,0.4998,"4,5,6 ,7 ,8 ,9 ,10,13",2021-09-16T17:36:24,J/ApJS/258/16/tess-ebs
278866211,1,1600.493245,0.0002739972,2.1940517,1.4289252e-05,0.238,0.023,0.003,1.007,,,,8.332e-05,0.026,0.4915,0.05,0.006,0.003336,"1,2,3 ,5 ,6 ,8 ,9 ,11,12,13",2021-09-16T17:36:55,J/ApJS/258/16/tess-ebs
278895603,1,1545.180309,0.001504103,0.7409491,1.7010524e-06,0.757,0.149,0.075,1.001,,,,,,,,,,"9,11,12,13",2021-09-16T17:36:38,J/ApJS/258/16/tess-ebs
278956474,1,1327.960807,0.0002631206,5.4880499,1.1506024e-05,0.314,0.037,0.082,1.007,,,,0.05886,0.1,0.007243,0.083,0.01,0.5,"1,2,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10,11,12,13",2021-09-16T17:36:29,J/ApJS/258/16/tess-ebs
278988794,1,1328.479532,0.001008147,7.5923552,7.6017389e-05,0.173,0.02,0.085,0.9999,0.021,0.037,0.501,0.02731,0.092,0.9999,0.031,0.038,0.5,"1,2,3 ,5 ,6 ,7 ,8 ,9 ,10,11,12,13",2021-09-16T17:36:23,J/ApJS/258/16/tess-ebs
279081935,1,1791.520659,0.0004776737,2.8568997,6.2777647e-06,0.378,0.052,0.029,0.9999,0.064,0.006,0.5,0.07272,0.03,3.728e-05,0.08,0.005,0.5005,"18,24,25",2021-09-16T17:38:21,J/ApJS/258/16/tess-ebs
279087522,1,1494.032056,0.0001686827,4.2407153,8.7454012e-06,0.373,0.043,0.215,1.001,0.043,0.2,0.501,0.06298,0.23,0.0008762,0.062,0.217,0.5006,"7,8,12",2021-09-16T17:36:45,J/ApJS/258/16/tess-ebs
279089927,1,1599.206338,0.0002840716,1.9059241,7.6780628e-06,0.772,0.226,0.156,1.0,0.235,0.137,0.501,,,,,,,"9,10,11,12,13",2021-09-16T17:36:28,J/ApJS/258/16/tess-ebs
279097963,1,1414.498384,0.0004614816,10.5242227,0.0002437948,0.104,0.021,0.281,0.9999,0.036,0.124,0.605,0.03029,0.306,1.0,0.052,0.137,0.6052,4,2021-09-16T17:39:26,J/ApJS/258/16/tess-ebs
279156705,1,1491.815004,0.0007622806,0.7228749,6.2844013e-08,0.885,0.174,0.094,0.9971,0.13,0.06,0.507,,,,,,,"7,8,9 ,12,13",2021-09-16T17:36:52,J/ApJS/258/16/tess-ebs
279181220,1,1411.504068,0.02110661,0.8232815,1.3955313e-05,0.631,,,0.9754,,,0.474,0.2269,0.546,0.001611,,,,"4,31",2021-09-16T17:40:33,J/ApJS/258/16/tess-ebs
279186939,1,1775.122612,0.003184896,18.3557648,0.00048829508,0.231,0.023,0.033,1.0,,,,0.03318,0.038,9.236e-05,0.031,0.033,0.4999,"17,18,24",2021-09-16T17:38:13,J/ApJS/258/16/tess-ebs
279202406,1,1819.07931,0.0001618672,4.9216633,9.739242e-06,0.534,0.086,0.493,1.0,0.076,0.038,0.5,0.1319,0.574,1.96e-06,0.113,0.09,0.5001,"18,19,24,25",2021-09-16T17:38:12,J/ApJS/258/16/tess-ebs
279204281,1,1792.309777,0.001230232,2.3741383,1.8316802e-05,0.368,0.049,0.02,1.001,0.045,0.006,0.501,0.07112,0.019,0.9999,0.072,0.01,0.5,"18,24,25",2021-09-16T17:38:16,J/ApJS/258/16/tess-ebs
279217728,1,1630.062738,0.0009741804,8.730563,0.00026826573,0.345,0.042,0.063,1.0,0.027,0.007,0.492,0.0659,0.076,2.902e-05,0.079,0.015,0.4926,"12,13",2021-09-16T17:36:46,J/ApJS/258/16/tess-ebs
279224984,1,1411.391424,0.001329211,1.0642167,3.4567067e-06,0.797,0.149,0.109,0.999,,,,,,,,,,4,2021-09-16T17:40:33,J/ApJS/258/16/tess-ebs
279254042,1,1325.878017,2.879874e-05,0.5968517,8.5740635e-07,0.624,0.099,0.102,0.9843,0.101,0.071,0.477,0.1846,0.123,0.9867,0.148,0.096,0.4757,1,2021-09-16T17:40:18,J/ApJS/258/16/tess-ebs
279314488,1,1326.416184,0.0001814782,1.8325567,4.2238612e-05,0.53,0.066,0.05,1.0,0.066,0.011,0.499,0.09975,0.06,1.952e-05,0.094,0.018,0.5009,1,2021-09-16T17:39:54,J/ApJS/258/16/tess-ebs
279322914,1,1601.805774,0.001613843,18.8676842,0.00025041082,0.118,0.012,0.024,1.0,,,,0.02158,0.043,4.282e-07,,,,"9,10,11,12,13",2021-09-16T17:36:55,J/ApJS/258/16/tess-ebs
279323519,1,1626.127486,0.0003987591,4.0927845,5.7306209e-05,0.332,0.043,0.054,1.0,0.045,0.003,0.503,0.06641,0.06,2.153e-05,0.071,0.006,0.4999,"12,13",2021-09-16T17:36:48,J/ApJS/258/16/tess-ebs
279323859,1,1544.899636,4.768677e-05,1.0799812,4.3537042e-07,0.572,0.103,0.206,1.0,0.103,0.203,0.5,0.1557,0.241,2.886e-05,0.156,0.238,0.5,"9,10,11,12",2021-09-16T17:36:34,J/ApJS/258/16/tess-ebs
279401848,1,1411.134599,0.003432411,0.3521565,1.2979612e-06,0.724,0.084,0.081,1.008,,,,0.3284,0.279,0.9984,0.279,0.225,0.5014,"4,31",2021-09-16T17:40:33,J/ApJS/258/16/tess-ebs
279454212,1,1411.223237,0.0001694123,11.761213,3.1980736e-06,0.075,0.012,0.04,0.9999,,,,0.01638,0.043,0.9999,0.02,0.003,0.5025,"4,5,31",2021-09-16T17:39:28,J/ApJS/258/16/tess-ebs
279462605,1,1817.066659,0.002082429,4.8024494,0.0015471452,0.322,0.028,0.008,1.001,,,,0.05877,0.019,0.0004393,,,,19,2021-09-16T17:38:27,J/ApJS/258/16/tess-ebs
279481568,1,1491.76882,0.0005070088,0.3165456,4.7550455e-07,0.771,0.174,0.223,1.0,0.148,0.197,0.503,0.3394,0.372,0.9983,0.335,0.34,0.5049,7,2021-09-16T17:40:48,J/ApJS/258/16/tess-ebs
279484342,1,1411.486125,0.0004261636,0.6322016,1.5137841e-07,0.671,0.161,0.299,1.0,0.126,0.064,0.499,0.3056,0.427,0.0008889,0.266,0.187,0.4976,"4,5",2021-09-16T17:40:33,J/ApJS/258/16/tess-ebs
279509403,1,1791.964981,0.00353629,1.7402138,1.0953273e-05,0.858,0.251,0.011,0.9982,,,,0.1397,0.003,0.7262,,,,"18,19,25",2021-09-16T17:38:17,J/ApJS/258/16/tess-ebs
279537689,1,1441.055617,0.0001968817,11.5527497,0.016162833,0.1,,,0.4291,,,0.474,0.01702,0.078,0.4338,0.015,0.018,0.6719,5,2021-09-16T17:40:02,J/ApJS/258/16/tess-ebs
279569707,1,1356.107177,2.386874e-05,3.9794091,1.0807436e-06,0.384,0.05,0.08,1.0,0.052,0.013,0.5,0.07422,0.087,1.0,0.078,0.015,0.5001,"2,3,4 ,5 ,6 ,7 ,8 ,9 ,10,12,13",2021-09-16T17:36:31,J/ApJS/258/16/tess-ebs
279569718,1,1356.108277,0.0007142731,3.9794037,1.682812e-05,0.353,0.047,0.007,1.005,,,,0.07283,0.008,0.005736,0.087,0.001,0.5,"2,3,4 ,5 ,6 ,7 ,8 ,9 ,10,12,13",2021-09-16T17:36:22,J/ApJS/258/16/tess-ebs
279605117,1,1767.179842,0.0002315106,2.5779104,7.3683528e-06,0.578,0.105,0.26,1.001,0.106,0.26,0.5,0.1593,0.302,0.0005148,0.158,0.301,0.5,"17,18,24,25",2021-09-16T17:38:02,J/ApJS/258/16/tess-ebs
279615979,1,1544.610916,8.834197e-05,0.2407307,1.8484817e-07,0.777,0.251,0.037,1.018,,,,,,,,,,"9,10,11",2021-09-16T17:36:25,J/ApJS/258/16/tess-ebs
279640088,1,1471.079752,0.003381309,5.9268456,0.0020060999,0.369,0.053,0.001,0.9994,0.056,0.001,0.518,0.06333,0.001,0.0001578,0.081,0.001,0.519,6,2021-09-16T17:39:34,J/ApJS/258/16/tess-ebs
279692257,1,1630.074491,0.0003576272,2.6168348,7.8244221e-05,0.419,0.043,0.016,1.0,0.035,0.002,0.498,0.06625,0.019,1.642e-05,0.056,0.005,0.4981,12,2021-09-16T17:36:46,J/ApJS/258/16/tess-ebs
279741942,1,1357.761253,0.0007460459,14.2160823,1.6234418e-05,0.091,0.018,0.369,1.0,0.019,0.357,0.728,0.02489,0.405,1.0,0.027,0.391,0.7275,"2,3,4 ,28,29,30",2021-09-16T17:39:16,J/ApJS/258/16/tess-ebs
279855551,1,2063.853865,0.0009445978,3.6873415,3.4374411e-05,0.254,0.017,0.021,0.1577,,,,,,,,,,"28,29,30",2021-09-16T17:41:22,J/ApJS/258/16/tess-ebs
279871974,1,1765.839631,0.0002375772,6.5619449,1.3134624e-05,0.438,0.057,0.482,1.0,0.057,0.333,0.499,0.08193,0.528,1.0,0.086,0.366,0.4994,"17,18",2021-09-16T17:38:01,J/ApJS/258/16/tess-ebs
279918206,1,1684.348796,0.0004501347,1.0837379,1.331595e-06,0.398,0.048,0.016,1.001,0.046,0.015,0.5,0.07584,0.019,0.0009727,0.074,0.016,0.4999,"14,15,26",2021-09-16T17:37:19,J/ApJS/258/16/tess-ebs
279949020,1,1354.602452,0.02797979,13.0987154,0.00032051794,0.1,0.015,0.122,1.002,,,,0.02246,0.167,0.9998,,,,"2,3,28,29,30",2021-09-16T17:39:15,J/ApJS/258/16/tess-ebs
279955276,1,1326.275208,4.924709e-05,0.5768497,2.2224993e-07,0.636,0.101,0.059,0.9999,,,,0.196,0.099,0.9998,0.109,0.032,0.5,"1,2,3 ,4 ,5 ,6 ,7 ,9 ,10,12,13",2021-09-16T17:36:18,J/ApJS/258/16/tess-ebs
280033918,1,1683.501992,0.000285763,0.2787728,1.5865694e-07,0.799,0.109,0.002,0.9972,,,,0.2376,0.006,0.9961,,,,"14,15,16,19,20,21,22,23,25,26",2021-09-16T17:37:24,J/ApJS/258/16/tess-ebs
280033934,1,1683.502263,9.690072e-05,0.2787725,1.9493041e-08,0.761,0.108,0.087,0.9996,,,,0.3287,0.292,0.9993,0.307,0.225,0.5033,"14,15,16,18,19,20,21,22,23,25,26",2021-09-16T17:37:03,J/ApJS/258/16/tess-ebs
280052690,1,1325.59848,0.000122284,2.8504361,3.5052234e-05,0.433,,,0.9955,,,0.959,0.1061,0.045,0.0008579,,,,"1,2,13,29",2021-09-16T17:36:55,J/ApJS/258/16/tess-ebs
280055342,1,1628.462248,3.505808e-05,0.7865936,4.2755785e-06,0.628,0.107,0.079,1.0,0.103,0.051,0.5,0.1664,0.103,7.819e-05,0.166,0.073,0.5,12,2021-09-16T17:36:48,J/ApJS/258/16/tess-ebs
280095254,1,1373.043437,0.2027027,10.2930439,0.20228717,0.515,,,,,,,,,,,,,"2,6,13,27,28,29,36",2021-09-16T17:36:56,J/ApJS/258/16/tess-ebs
280206394,1,1547.474698,0.0009632125,11.2366232,5.8082791e-05,0.087,0.008,0.003,1.0,,,,0.01511,0.01,0.9999,,,,"9,10,35,36",2021-09-16T17:40:54,J/ApJS/258/16/tess-ebs
280321964,1,1792.732946,0.0001770649,2.1733723,4.1059422e-06,0.339,0.048,0.034,1.0,0.049,0.004,0.496,0.06983,0.036,0.9999,0.086,0.005,0.4958,"18,19,25",2021-09-16T17:38:14,J/ApJS/258/16/tess-ebs
280564453,1,1791.089889,0.02067504,6.9149552,0.0091682167,0.316,0.026,0.042,1.005,,,,0.04076,0.045,0.001317,,,,18,2021-09-16T17:38:19,J/ApJS/258/16/tess-ebs
280626089,1,1791.04174,0.0002971474,2.8054245,4.3715677e-05,0.532,0.081,0.044,1.0,0.098,0.007,0.5,0.1254,0.052,0.0001653,0.124,0.013,0.4999,"18,19",2021-09-16T17:38:13,J/ApJS/258/16/tess-ebs
280667311,1,1569.781957,0.01530632,1.627885,2.8441996e-05,0.935,0.285,0.023,1.001,0.251,0.009,0.493,0.3755,0.012,0.1246,,,,10,2021-09-16T17:36:30,J/ApJS/258/16/tess-ebs
280685089,1,1654.163875,0.0005509701,3.385219,0.00017268551,0.377,0.036,0.016,0.9999,,,,0.05177,0.018,0.0001663,0.045,0.003,0.4943,13,2021-09-16T17:36:58,J/ApJS/258/16/tess-ebs
280738935,1,1544.614344,0.0004670286,1.5132067,4.1445648e-05,0.541,0.091,0.009,1.0,0.092,0.007,0.502,0.1455,0.011,0.0005222,0.147,0.009,0.4999,"9,10",2021-09-16T17:36:23,J/ApJS/258/16/tess-ebs
280909668,1,1597.861198,9.802018e-06,1.9379919,5.9582814e-06,0.536,0.075,0.007,0.9989,0.076,0.006,0.499,0.1117,0.008,0.9996,0.111,0.008,0.5,"11,12,13,27,31,34",2021-09-16T17:36:38,J/ApJS/258/16/tess-ebs
281114303,1,1819.134458,0.00062405,2.9657396,1.3747038e-05,0.334,0.025,0.012,0.9972,0.024,0.003,0.535,0.03164,0.021,0.9975,,,,"19,25,26",2021-09-16T17:38:32,J/ApJS/258/16/tess-ebs
281341249,1,1493.758922,0.01034762,4.3811449,0.0040490635,0.467,0.042,0.017,0.9998,0.2,0.005,0.461,0.05729,0.017,0.00229,,,,7,2021-09-16T17:39:43,J/ApJS/258/16/tess-ebs
281486906,1,1816.169551,9.545842e-05,3.462772,3.3212236e-06,0.287,0.038,0.042,1.0,0.033,0.005,0.499,0.05456,0.044,1.0,0.054,0.005,0.5002,"19,25,26",2021-09-16T17:38:35,J/ApJS/258/16/tess-ebs
281494100,1,1493.632887,0.0001134475,2.3073972,9.5640993e-06,0.418,0.059,0.414,1.0,0.059,0.178,0.5,0.08495,0.452,1.0,0.083,0.197,0.5,"7,9",2021-09-16T17:38:54,J/ApJS/258/16/tess-ebs
281498280,1,1325.47449,0.0003354505,0.7506328,7.1462531e-06,0.427,0.05,0.335,1.001,0.051,0.303,0.5,0.07849,0.358,1.696e-05,0.07,0.337,0.5,"1,2",2021-09-16T17:39:22,J/ApJS/258/16/tess-ebs
281666783,1,2062.33646,0.0001109838,8.5137427,2.97148e-05,0.153,0.021,0.044,1.0,,,,0.0301,0.049,2.29e-06,,,,"28,29",2021-09-16T17:41:22,J/ApJS/258/16/tess-ebs
281728276,1,1354.210186,0.0001200537,0.2733184,1.2216139e-07,0.75,0.072,0.067,1.018,,,,0.3058,0.443,0.998,0.269,0.391,0.5,"2,29",2021-09-16T17:40:23,J/ApJS/258/16/tess-ebs
281731203,1,1552.13218,0.6424934,11.6335179,0.00015615379,0.23,,,,,,,,,,,,,"9,35",2021-09-16T17:39:01,J/ApJS/258/16/tess-ebs
281924357,1,1584.453903,0.000436144,15.0403573,0.0022022203,0.044,,,0.9978,,,0.419,0.007723,0.016,0.9999,,,,"10,11,12,33,36,37",2021-09-16T17:36:33,J/ApJS/258/16/tess-ebs
281948821,1,1683.411821,0.0001358654,0.1121159,1.9177944e-06,0.507,0.092,3.169,0.9978,,,,0.1429,4.673,0.9969,,,,14,2021-09-16T17:37:05,J/ApJS/258/16/tess-ebs
282051803,1,1570.565355,9.771699e-05,2.4636031,4.8238846e-06,0.414,0.058,0.074,1.0,0.063,0.01,0.5,0.08548,0.078,0.9999,0.094,0.01,0.5001,"10,11,12",2021-09-16T17:36:30,J/ApJS/258/16/tess-ebs
282270717,1,1470.401917,0.06144117,2.7405123,9.7619888e-05,0.636,0.108,0.053,0.9921,,,,0.1425,0.07,0.006226,,,,"6,33",2021-09-16T17:39:33,J/ApJS/258/16/tess-ebs
