TIC,m_TIC,BJD0,e_BJD0,Per,e_Per,Morph,Wp-pf,Dp-pf,Phip-pf,Ws-pf,Ds-pf,Phis-pf,Wp-2g,Dp-2g,Phip-2g,Ws-2g,Ds-2g,Phis-2g,Sectors,UpDate,tesseb_source
282368998,1,1683.756521,0.0002827058,0.5689828,6.4307579e-07,0.627,0.168,0.484,0.9977,,,,0.298,0.625,0.9972,0.283,0.125,0.5109,"14,15",2021-09-16T17:37:26,J/ApJS/258/16/tess-ebs
282925798,1,1713.266965,0.0001076753,2.4440191,3.1116729e-06,0.571,0.078,0.081,1.0,0.076,0.047,0.5,0.1166,0.1,0.9999,0.117,0.063,0.5,"15,16,21,22,23",2021-09-16T17:37:33,J/ApJS/258/16/tess-ebs
283193372,1,1688.46014,0.0009595022,12.0307122,0.0010613507,0.206,0.026,0.02,1.0,0.029,0.009,0.525,0.03546,0.021,1.0,0.032,0.01,0.5249,14,2021-09-16T17:37:14,J/ApJS/258/16/tess-ebs
283308831,1,1517.414906,0.00107491,3.0336765,0.00022809,0.288,0.04,0.019,1.004,,,,0.05884,0.02,0.003187,,,,8,2021-09-16T17:40:51,J/ApJS/258/16/tess-ebs
283390331,1,1765.366353,0.0337539,1.7802353,0.00012966587,0.552,0.072,0.003,0.9799,,,,0.07158,0.012,0.9597,,,,17,2021-09-16T17:38:11,J/ApJS/258/16/tess-ebs
283476365,1,1764.783572,0.0002021526,2.6647007,0.00021087875,0.74,0.036,0.009,1.0,0.038,0.008,0.5,0.07056,0.016,0.9999,0.061,0.016,0.5001,17,2021-09-16T17:38:05,J/ApJS/258/16/tess-ebs
283640314,1,1765.251915,0.0001485706,5.5054613,1.0090071e-05,0.422,0.051,0.371,1.0,0.053,0.299,0.5,0.07605,0.397,1.0,0.077,0.33,0.5,"17,24",2021-09-16T17:38:05,J/ApJS/258/16/tess-ebs
283677584,1,1438.275534,0.03003411,1.8592369,4.5312002e-06,0.554,0.089,0.066,1.016,,,,0.1633,0.137,0.9995,0.158,0.039,0.5029,"5,32",2021-09-16T17:40:04,J/ApJS/258/16/tess-ebs
283698250,1,1517.706711,0.0007102321,1.0036573,0.00019049784,0.48,0.06,0.059,0.9991,,,,0.06513,0.12,0.01069,,,,8,2021-09-16T17:39:48,J/ApJS/258/16/tess-ebs
283819432,1,1738.737253,0.0007908243,0.2678155,5.3789118e-07,0.75,0.099,0.118,1.001,0.103,0.061,0.498,0.3042,0.32,0.003595,0.275,0.27,0.5,"16,23,24",2021-09-16T17:37:57,J/ApJS/258/16/tess-ebs
283939331,1,1956.787227,0.0004027123,3.5200155,6.2522333e-05,0.235,0.032,0.314,1.0,0.036,0.302,0.511,0.04307,0.486,0.0002466,0.052,0.162,0.5108,24,2021-09-16T17:40:09,J/ApJS/258/16/tess-ebs
284050381,1,1790.674302,0.0002096874,1.3590618,0.00013675393,0.538,,,-0.04744,,,0.571,0.003388,0.037,0.5427,0.189,0.014,0.003369,"18,24",2021-09-16T17:38:13,J/ApJS/258/16/tess-ebs
284350181,1,1976.677118,0.0006198633,18.8944038,0.016855581,0.039,0.009,0.309,1.005,0.014,0.112,0.263,0.01272,0.325,0.004838,0.019,0.11,0.2631,24,2021-09-16T17:40:10,J/ApJS/258/16/tess-ebs
284364590,1,1739.640097,4.262269e-05,1.2174657,6.6798506e-08,0.621,0.132,0.212,1.0,0.135,0.102,0.5,0.2094,0.257,1.0,0.225,0.139,0.5005,"14,15,16,20,23,26",2021-09-16T17:37:13,J/ApJS/258/16/tess-ebs
284457791,1,1956.085696,0.0006323714,2.3588246,3.061196e-05,0.397,0.051,0.496,0.9996,0.054,0.183,0.499,0.07631,0.546,0.9999,0.081,0.205,0.5,"24,26",2021-09-16T17:40:13,J/ApJS/258/16/tess-ebs
284461108,1,1738.893075,0.0002035985,0.3495299,4.1545401e-07,0.644,0.162,0.004,0.989,,,,0.2584,0.004,0.9876,,,,"14,15,16,20,23,26",2021-09-16T17:37:23,J/ApJS/258/16/tess-ebs
284595199,1,1740.826259,0.0002915149,3.4727638,4.050832e-07,0.498,0.069,0.221,1.0,0.065,0.1,0.499,0.1014,0.267,0.9999,0.348,0.088,0.4934,"16,22",2021-09-16T17:37:53,J/ApJS/258/16/tess-ebs
284611896,1,1778.503328,0.0004688338,16.3676063,4.1899758e-05,0.201,0.017,0.088,1.0,0.017,0.086,0.5,0.02416,0.088,1.0,0.023,0.086,0.5001,"17,18,24",2021-09-16T17:38:05,J/ApJS/258/16/tess-ebs
284613090,1,1503.423955,0.004396468,11.5548386,7.5604932e-05,0.14,0.023,0.295,0.9996,0.031,0.236,0.582,0.0334,0.319,7.553e-06,0.044,0.259,0.5827,"7,33",2021-09-16T17:39:44,J/ApJS/258/16/tess-ebs
284660677,1,1713.26144,0.01616464,1.5806939,8.1383823e-05,0.627,0.175,0.011,0.4814,0.174,0.011,0.981,0.3642,0.018,0.4716,0.378,0.018,0.9723,"15,21,22",2021-09-16T17:38:51,J/ApJS/258/16/tess-ebs
284703623,1,1438.303674,9.917416e-06,0.3879463,4.779606e-06,0.831,0.158,0.09,0.9998,0.152,0.09,0.502,0.2728,0.158,0.000403,0.287,0.158,0.5,5,2021-09-16T17:41:02,J/ApJS/258/16/tess-ebs
284783117,1,1626.308866,0.00125725,11.243486,0.0013394234,0.219,0.033,1.738,0.9999,0.038,1.61,0.324,0.04587,1.839,0.9998,0.052,1.721,0.3241,12,2021-09-16T17:36:46,J/ApJS/258/16/tess-ebs
284863911,1,1438.136851,6.122343e-05,0.3427999,5.1082949e-06,0.887,0.182,0.081,1.002,0.149,0.078,0.504,0.3219,0.138,0.002382,0.292,0.136,0.5,5,2021-09-16T17:41:02,J/ApJS/258/16/tess-ebs
284891601,1,1929.803732,0.0003645594,0.3102838,3.1581717e-07,0.823,0.181,0.001,0.9744,,,,0.2839,0.004,0.9728,,,,"14,15,16,17,18,19,20,21,22,23,24,25,26",2021-09-16T17:37:35,J/ApJS/258/16/tess-ebs
284892951,1,1871.108294,0.000291891,1.4609218,9.6248889e-06,0.517,0.072,0.061,1.0,,,,0.1266,0.095,1.552e-05,0.154,0.008,0.5025,21,2021-09-16T17:38:51,J/ApJS/258/16/tess-ebs
284909275,1,1470.145721,0.0007084376,4.5972204,0.00062581188,0.385,0.04,0.014,1.0,,,,0.07411,0.03,0.0001203,,,,6,2021-09-16T17:39:37,J/ApJS/258/16/tess-ebs
284925600,1,1765.250614,0.0003723985,1.2457081,2.7458244e-06,0.532,0.096,0.454,0.9997,0.097,0.304,0.5,0.1428,0.521,4.207e-05,0.146,0.359,0.5,"17,18,24",2021-09-16T17:38:05,J/ApJS/258/16/tess-ebs
285019418,1,1870.573316,0.004099365,0.1366069,2.76592e-07,0.554,0.141,0.626,1.001,,,,0.1949,0.7,0.01203,,,,21,2021-09-16T17:38:45,J/ApJS/258/16/tess-ebs
285161229,1,1790.910644,0.002464573,1.4976793,0.00018167305,0.578,0.118,0.003,1.001,0.075,0.001,0.495,0.178,0.003,0.9986,0.184,0.001,0.4971,18,2021-09-16T17:38:12,J/ApJS/258/16/tess-ebs
285181196,1,1790.685658,0.0006789573,0.1926343,7.493057e-06,0.527,0.139,0.092,0.9992,0.085,0.058,0.498,0.2227,0.171,0.00291,0.229,0.127,0.5,18,2021-09-16T17:38:25,J/ApJS/258/16/tess-ebs
285339013,1,1792.52328,0.0006648397,1.9163685,5.8392068e-07,0.672,0.082,0.007,1.0,,,,0.1491,0.012,1.347e-05,0.099,0.005,0.5009,"18,24,25",2021-09-16T17:38:17,J/ApJS/258/16/tess-ebs
285392907,1,2012.369586,0.002070962,8.4647572,0.0016323107,0.589,0.101,0.419,1.0,0.093,0.203,0.5,0.1546,0.53,0.000328,0.162,0.293,0.5,26,2021-09-16T17:41:36,J/ApJS/258/16/tess-ebs
286036831,1,1930.003093,0.01354244,0.6319581,4.9749811e-06,0.944,0.262,0.028,0.9986,0.305,0.019,0.503,0.000177,0.024,0.5029,,,,23,2021-09-16T17:39:10,J/ApJS/258/16/tess-ebs
286169068,1,1738.828001,4.843192e-05,0.4146188,1.0748156e-07,0.803,0.116,0.11,1.001,0.165,0.102,0.502,0.283,0.227,0.0006823,0.311,0.217,0.5047,"16,22,24",2021-09-16T17:37:46,J/ApJS/258/16/tess-ebs
286169292,1,1739.059778,1.084015e-05,0.4404348,2.2449872e-08,0.823,0.14,0.082,0.4983,0.137,0.082,1.001,0.3053,0.192,0.003371,0.319,0.191,0.4981,"16,22,24",2021-09-16T17:37:49,J/ApJS/258/16/tess-ebs
286191384,1,1569.363122,0.001145465,3.6118208,0.00029587418,0.449,0.058,0.258,0.9996,0.058,0.253,0.499,0.08381,0.282,0.9993,0.083,0.276,0.499,10,2021-09-16T17:36:33,J/ApJS/258/16/tess-ebs
286310830,1,1545.836155,7.822111e-05,8.3685918,7.2862454e-05,0.316,0.047,0.386,1.0,0.056,0.363,0.572,0.06679,0.42,1.0,0.082,0.398,0.5724,9,2021-09-16T17:38:53,J/ApJS/258/16/tess-ebs
286310836,1,1545.836063,0.001460848,8.3748025,0.005884755,0.32,0.048,0.008,0.5711,,,,0.06806,0.009,8.892e-07,0.075,0.008,0.5721,9,2021-09-16T17:38:59,J/ApJS/258/16/tess-ebs
286338346,1,1987.50803,0.0003063568,0.3732684,1.8194263e-07,0.763,0.091,0.09,1.0,0.1,0.055,0.5,0.3292,0.306,0.9994,0.294,0.273,0.4999,"25,26",2021-09-16T17:41:30,J/ApJS/258/16/tess-ebs
286355915,1,1793.114088,0.002723888,4.0760526,0.00050410785,0.41,0.041,0.005,1.001,,,,0.07584,0.012,0.002362,,,,18,2021-09-16T17:38:25,J/ApJS/258/16/tess-ebs
286358203,1,1791.279618,0.003293456,4.6699278,0.001175935,0.488,0.02,0.015,0.2361,0.27,0.007,0.974,0.02937,0.026,0.2352,,,,18,2021-09-16T17:38:16,J/ApJS/258/16/tess-ebs
286380389,1,1987.133294,6.170016e-05,1.2752055,2.9780563e-05,0.545,0.1,0.204,1.0,0.102,0.036,0.501,0.154,0.223,0.9999,0.157,0.047,0.5,"25,26",2021-09-16T17:41:30,J/ApJS/258/16/tess-ebs
286396160,1,1545.308898,1.689527,7.4284966,0.0050830728,0.336,,,,,,,0.06002,0.006,0.0001249,,,,9,2021-09-16T17:38:57,J/ApJS/258/16/tess-ebs
286566392,1,1791.828375,0.0004732663,1.4467198,1.0292183e-05,0.552,0.102,0.325,0.9997,0.095,0.301,0.474,0.1567,0.376,1.034e-05,0.145,0.349,0.4737,"18,19",2021-09-16T17:38:20,J/ApJS/258/16/tess-ebs
286900208,1,1900.36219,0.05705054,0.5399899,0.0003859964,0.598,0.084,0.009,1.002,,,,,,,,,,"16,22,23,24",2021-09-16T17:37:51,J/ApJS/258/16/tess-ebs
286923464,1,1712.658514,0.001316423,6.1351002,9.4968501e-05,0.33,0.038,0.003,0.9995,,,,0.06648,0.004,0.9996,,,,"15,16,22",2021-09-16T17:37:38,J/ApJS/258/16/tess-ebs
287085893,1,1765.119064,3.144007e-05,0.9350152,2.9991694e-05,0.791,,,0.9754,,,0.511,0.1438,0.091,0.98,,,,"17,19,20,21,22,23,24,25,26",2021-09-16T17:38:06,J/ApJS/258/16/tess-ebs
287095354,1,1871.220493,3.408977e-05,0.4789819,1.9774928e-06,0.635,0.145,0.24,0.9998,0.123,0.106,0.499,0.2269,0.322,0.9998,0.302,0.168,0.4997,21,2021-09-16T17:38:51,J/ApJS/258/16/tess-ebs
287151976,1,1683.740749,0.0008745008,1.5709936,5.8812579e-06,0.612,,,,,,,,,,,,,"14,15,16,17,18,19,20,21,22,23,24,25,26",2021-09-16T17:37:21,J/ApJS/258/16/tess-ebs
287174076,1,1386.295242,0.0005503705,0.3247485,5.1664837e-07,0.748,0.133,0.153,1.0,0.111,0.082,0.503,0.305,0.32,0.9984,0.282,0.251,0.5063,3,2021-09-16T17:40:27,J/ApJS/258/16/tess-ebs
287175225,1,1385.998645,0.0005340399,0.4859539,2.0121749e-07,0.683,0.155,0.315,1.0,0.135,0.062,0.5,0.2989,0.463,0.9992,0.298,0.207,0.5047,3,2021-09-16T17:40:07,J/ApJS/258/16/tess-ebs
287196418,1,1684.207427,0.003075059,3.6950194,7.1931645e-05,0.418,0.005,0.005,0.9793,,,,0.08662,0.009,0.9999,,,,"14,16,17,21,26",2021-09-16T17:38:46,J/ApJS/258/16/tess-ebs
287234729,1,1714.469207,0.002484061,4.2904944,0.0012100803,0.357,0.047,0.029,0.9993,,,,0.06866,0.03,0.9998,0.077,0.008,0.4996,15,2021-09-16T17:37:35,J/ApJS/258/16/tess-ebs
287321618,1,2014.520783,0.0004101613,18.4363656,0.00025046924,0.058,0.012,0.439,0.8624,0.014,0.377,1.0,0.0167,0.439,0.8624,0.02,0.438,5.549e-05,"25,26",2021-09-16T17:41:32,J/ApJS/258/16/tess-ebs
287328866,1,1598.809076,0.0001973325,2.0767992,2.1727218e-06,0.4,0.041,0.022,1.0,0.045,0.017,0.5,0.06511,0.024,3.63e-05,0.058,0.019,0.5,"1,2,3 ,4 ,5 ,6 ,7 ,8 ,9 ,10,11,12,13",2021-09-16T17:36:29,J/ApJS/258/16/tess-ebs
287351976,1,1354.979228,0.0001674195,1.9219583,1.0009959e-05,0.555,0.113,0.43,0.9998,0.106,0.052,0.499,0.1787,0.489,0.9999,0.151,0.091,0.5,"2,5",2021-09-16T17:39:21,J/ApJS/258/16/tess-ebs
287669537,1,1599.393178,5.36585e-05,1.2950907,9.1162881e-06,0.579,0.111,0.135,1.0,0.133,0.013,0.501,0.1732,0.151,1.0,0.19,0.024,0.5005,11,2021-09-16T17:36:41,J/ApJS/258/16/tess-ebs
287841093,1,1462.267454,0.000140637,17.7032481,5.3422804e-06,0.083,0.013,0.203,1.0,0.017,0.033,0.385,0.01996,0.194,1.0,0.026,0.032,0.3853,"6,32",2021-09-16T17:39:34,J/ApJS/258/16/tess-ebs
288027491,1,1580.468391,0.0002457438,32.2082685,0.00011644408,0.116,0.015,0.16,1.0,0.013,0.109,0.653,0.02185,0.17,1.0,0.02,0.115,0.6526,"10,11,12",2021-09-16T17:36:26,J/ApJS/258/16/tess-ebs
288296337,1,1765.001982,0.001462553,0.559184,5.2429297e-05,0.528,0.076,0.021,0.987,,,,0.1248,0.032,0.9871,,,,17,2021-09-16T17:38:00,J/ApJS/258/16/tess-ebs
288312840,1,1683.85273,3.564473e-05,0.7592418,3.2232788e-06,0.733,,,-0.006303,,,0.876,,,,,,,"14,15,17,18,19,20,21,22,25,26",2021-09-16T17:37:07,J/ApJS/258/16/tess-ebs
288391801,1,1683.521842,0.000414616,0.3905846,4.4525482e-08,0.784,0.099,0.097,1.001,0.127,0.066,0.501,0.3047,0.263,0.9997,0.293,0.234,0.5017,"14,15,16,17,18,19,20,21,22,23,25,26",2021-09-16T17:37:18,J/ApJS/258/16/tess-ebs
288434140,1,1739.354078,0.000880902,2.710042,1.0879065e-05,0.506,0.062,0.014,0.9994,,,,0.112,0.03,0.9998,,,,"16,22,23",2021-09-16T17:37:49,J/ApJS/258/16/tess-ebs
288434781,1,1740.639676,2.962792e-05,6.3345861,2.2255406e-06,0.2,0.028,0.444,1.0,0.028,0.409,0.513,0.03959,0.482,5.633e-07,0.041,0.45,0.5131,"16,22,23",2021-09-16T17:37:50,J/ApJS/258/16/tess-ebs
288471108,1,1933.162116,0.0001198517,3.1325803,4.6818799e-06,0.421,0.037,0.026,1.0,,,,0.05513,0.032,1.0,0.058,0.006,0.4999,"14,15,16,17,18,19,20,21,22,23,24,25,26",2021-09-16T17:37:24,J/ApJS/258/16/tess-ebs
288507910,1,1873.584841,0.0002972337,16.6954722,4.5712528e-05,0.078,0.009,0.044,0.5,0.009,0.044,1.0,0.01254,0.046,3.204e-06,0.013,0.046,0.5,"14,18,19,20,21,24,25,26",2021-09-16T17:37:27,J/ApJS/258/16/tess-ebs
288735205,1,1871.03142,0.0003746149,3.477984,3.0312319e-06,0.252,,,,,,,0.04688,0.03,1.609e-05,,,,"14,17,18,19,20,21,24,25,26",2021-09-16T17:37:03,J/ApJS/258/16/tess-ebs
288778712,1,1711.472405,0.0005824918,0.4988917,2.9904918e-06,0.78,0.151,0.069,1.002,,,,0.3249,0.122,0.5,,,,"15,16",2021-09-16T17:37:33,J/ApJS/258/16/tess-ebs
288882010,1,2010.408597,8.503527e-05,2.5924356,2.8114152e-05,0.513,0.077,0.146,1.0,0.077,0.042,0.5,0.1172,0.162,2.679e-05,0.122,0.051,0.4999,26,2021-09-16T17:41:36,J/ApJS/258/16/tess-ebs
288979840,1,1816.928459,0.002044206,1.5286973,3.8000522e-05,0.382,0.055,0.066,1.001,0.034,0.024,0.5,0.07296,0.085,6.283e-05,,,,"19,20,26",2021-09-16T17:38:33,J/ApJS/258/16/tess-ebs
289044378,1,1809.248888,9.917845e-05,24.8495338,4.8542971e-05,0.074,0.011,0.318,1.0,0.026,0.119,0.706,0.01613,0.352,1.0,0.035,0.117,0.7059,"18,19,25",2021-09-16T17:38:13,J/ApJS/258/16/tess-ebs
289166536,1,2010.907683,0.001561593,0.4688123,5.1384982e-06,0.834,0.117,0.061,0.996,0.1,0.04,0.502,0.4063,0.34,0.9995,,,,26,2021-09-16T17:41:36,J/ApJS/258/16/tess-ebs
289370888,1,2010.906486,2.061978e-05,0.8607976,2.7393329e-06,0.703,0.119,0.234,0.5008,,,,0.3194,0.555,0.9994,0.254,0.451,0.5013,26,2021-09-16T17:41:36,J/ApJS/258/16/tess-ebs
289379110,1,2010.548571,4.979575e-05,1.9487604,8.3366078e-06,0.531,0.101,0.737,1.0,0.089,0.091,0.501,0.1547,0.842,1.0,0.147,0.147,0.5,26,2021-09-16T17:41:36,J/ApJS/258/16/tess-ebs
289564387,1,1816.592857,0.0003577672,0.9125527,5.1719665e-07,0.561,0.098,0.082,0.9999,,,,0.158,0.099,0.9995,0.124,0.01,0.5026,"19,25,26",2021-09-16T17:38:36,J/ApJS/258/16/tess-ebs
289596375,1,1519.064993,0.0001738487,7.2599752,3.8930815e-06,0.206,0.027,0.026,1.0,0.023,0.003,0.516,0.03923,0.029,4.11e-05,0.027,0.006,0.5157,"8,34",2021-09-16T17:39:48,J/ApJS/258/16/tess-ebs
289597948,1,1519.309699,0.000225289,5.5129009,5.6612738e-05,0.241,0.03,0.085,1.0,0.035,0.004,0.572,0.04525,0.09,1.0,0.052,0.005,0.5727,8,2021-09-16T17:39:51,J/ApJS/258/16/tess-ebs
289670788,1,1518.893527,0.0004531025,1.9557549,2.0493573e-06,0.56,0.09,0.032,1.0,,,,0.1555,0.046,0.9999,0.185,0.009,0.5,"8,35",2021-09-16T17:39:47,J/ApJS/258/16/tess-ebs
289716926,1,1870.839335,0.002801141,0.5909092,5.2068122e-05,0.647,0.094,0.053,1.0,0.097,0.048,0.503,0.1399,0.073,0.5,0.228,0.07,0.9952,21,2021-09-16T17:38:46,J/ApJS/258/16/tess-ebs
289722957,1,1684.991259,1.665219e-05,2.2183026,3.5768301e-07,0.536,0.096,0.687,1.0,0.086,0.117,0.5,0.1445,0.797,1.833e-05,0.144,0.184,0.4994,"14,15,18,21,25,26",2021-09-16T17:37:30,J/ApJS/258/16/tess-ebs
289801742,1,1545.778843,5.37094e-05,1.3896275,9.0214003e-06,0.63,0.117,0.15,1.0,0.12,0.077,0.5,0.1829,0.186,1.0,0.193,0.108,0.5,9,2021-09-16T17:36:19,J/ApJS/258/16/tess-ebs
289969374,1,1842.573094,0.0006534026,0.2558883,2.554134e-07,0.738,0.096,0.072,0.9978,,,,0.3971,0.314,0.0003602,0.323,0.227,0.4996,"20,26",2021-09-16T17:38:39,J/ApJS/258/16/tess-ebs
290003896,1,1684.776002,0.005406462,1.4430769,0.00016687209,0.405,0.063,0.004,0.9971,,,,0.1069,0.006,0.001387,,,,"14,15,16",2021-09-16T17:37:57,J/ApJS/258/16/tess-ebs
290032774,1,1683.884458,0.0001693706,0.5778514,1.2410043e-06,0.673,0.164,0.149,1.0,0.154,0.029,0.501,0.308,0.198,0.9997,0.253,0.075,0.501,"14,15",2021-09-16T17:37:23,J/ApJS/258/16/tess-ebs
290034099,1,1711.635169,9.150444e-05,0.5921833,2.0060195e-05,0.782,0.107,0.115,0.9978,,,,0.3151,0.358,0.9957,0.355,0.312,0.5,15,2021-09-16T17:37:39,J/ApJS/258/16/tess-ebs
290035575,1,1683.417634,2.524636e-05,0.9523769,9.7338368e-07,0.616,0.124,0.421,1.0,0.124,0.406,0.5,0.1991,0.528,1.0,0.201,0.51,0.5,"14,15",2021-09-16T17:37:04,J/ApJS/258/16/tess-ebs
290044434,1,1469.472101,0.002856507,1.0891498,4.5771717e-06,0.371,,,,,,,0.09654,0.001,0.009737,,,,"6,33",2021-09-16T17:39:34,J/ApJS/258/16/tess-ebs
290410988,1,1625.046811,0.0003333131,0.2858823,2.7710043e-06,0.737,0.075,0.096,0.997,,,,0.3055,0.422,0.9982,0.263,0.407,0.5,"12,13",2021-09-16T17:36:52,J/ApJS/258/16/tess-ebs
290476605,1,1518.37696,1.111239,5.7442589,1.5124413e-05,0.158,,,0.9924,,,0.517,0.03105,0.029,0.0001434,0.321,0.002,0.5,"8,35",2021-09-16T17:39:47,J/ApJS/258/16/tess-ebs
290547036,1,1325.882961,0.0002171149,0.9031481,1.0788842e-05,0.604,0.144,0.492,0.9999,0.138,0.074,0.503,0.2467,0.565,0.9997,0.205,0.135,0.5039,1,2021-09-16T17:40:19,J/ApJS/258/16/tess-ebs
291145873,1,1684.030045,0.0001814079,3.2394062,5.2424758e-06,0.505,0.077,0.128,1.0,0.074,0.021,0.514,0.1199,0.136,0.9999,0.131,0.028,0.5139,"14,15",2021-09-16T17:37:31,J/ApJS/258/16/tess-ebs
291320884,1,1625.068826,5.570928e-05,0.3717522,1.3810549e-06,0.57,0.101,0.32,1.0,0.097,0.148,0.5,0.1608,0.37,0.9999,0.157,0.192,0.5002,12,2021-09-16T17:36:46,J/ApJS/258/16/tess-ebs
291385340,1,1468.065925,0.0003219034,15.7196245,8.8581186e-05,0.093,0.014,0.401,1.0,0.029,0.391,0.332,0.02125,0.467,5.379e-06,0.042,0.456,0.3316,6,2021-09-16T17:39:29,J/ApJS/258/16/tess-ebs
291466214,1,1495.535482,0.002880249,7.0505819,2.7716068e-05,0.264,0.029,0.279,1.0,0.029,0.205,0.5,0.04239,0.303,1.0,0.041,0.223,0.5,"7,8,9 ,33,34,35",2021-09-16T17:38:59,J/ApJS/258/16/tess-ebs
291651765,1,1598.858963,0.0007545074,0.8274292,2.0652885e-05,0.562,0.141,0.006,0.9984,,,,0.2571,0.008,0.998,0.259,0.002,0.4989,"11,12",2021-09-16T17:36:38,J/ApJS/258/16/tess-ebs
292013448,1,1658.335775,0.0004965822,4.3281368,5.9141417e-05,0.403,0.051,0.397,1.0,0.051,0.311,0.5,0.07415,0.441,6.169e-07,0.074,0.35,0.4997,13,2021-09-16T17:36:58,J/ApJS/258/16/tess-ebs
292115251,1,1932.38956,0.001982692,3.4926302,0.00051361843,0.346,0.041,0.008,0.9994,0.04,0.006,0.499,0.05654,0.008,0.0002348,0.057,0.006,0.5,23,2021-09-16T17:39:07,J/ApJS/258/16/tess-ebs
292317374,1,1792.330232,0.004442265,9.3202138,0.0031579199,0.211,0.028,0.006,0.9998,0.022,0.005,0.414,0.04377,0.008,0.0003099,0.036,0.006,0.413,18,2021-09-16T17:38:19,J/ApJS/258/16/tess-ebs
292474331,1,1654.268694,0.01774288,0.3666917,3.3790935e-06,0.921,0.264,0.014,1.002,0.243,0.009,0.511,,,,,,,13,2021-09-16T17:36:57,J/ApJS/258/16/tess-ebs
292607284,1,1792.912905,0.0009613347,4.1384108,0.0004399092,0.294,0.036,0.007,0.9998,0.037,0.006,0.645,0.05351,0.008,0.00011,0.053,0.007,0.6448,18,2021-09-16T17:38:23,J/ApJS/258/16/tess-ebs
293066086,1,1790.749077,0.009676273,0.4654317,3.4653696e-06,0.848,0.347,0.047,0.9986,,,,0.08959,0.046,0.4788,,,,18,2021-09-16T17:38:15,J/ApJS/258/16/tess-ebs
293081694,1,1571.575223,0.02156281,1.2561019,2.045853e-05,0.659,0.04,0.015,1.0,,,,,,,,,,10,2021-09-16T17:36:20,J/ApJS/258/16/tess-ebs
293109489,1,1571.251826,0.003869544,1.2650517,0.00019879064,0.453,0.154,0.002,0.9968,,,,0.2196,0.002,1.0,,,,10,2021-09-16T17:36:23,J/ApJS/258/16/tess-ebs
293151358,1,1626.665103,1.547033e-05,2.3129764,4.1262277e-06,0.571,0.122,0.55,1.0,0.117,0.069,0.5,0.2007,0.619,1.0,0.149,0.119,0.5004,"12,13",2021-09-16T17:36:49,J/ApJS/258/16/tess-ebs
293480903,1,1330.982929,0.0002282645,7.5694596,8.1666439e-06,0.117,0.015,0.032,0.9996,0.015,0.008,0.499,0.02146,0.035,0.9996,,,,"1,12,13",2021-09-16T17:36:52,J/ApJS/258/16/tess-ebs
293619461,1,1386.001576,0.0008138002,0.310655,5.0970997e-08,0.853,0.16,0.106,0.999,0.1,0.088,0.497,,,,,,,"3,4",2021-09-16T17:40:27,J/ApJS/258/16/tess-ebs
293689267,1,1470.216638,0.004812459,14.8056241,0.018187206,0.227,,,0.4665,,,0.815,0.02019,0.003,0.0002066,,,,"6,7",2021-09-16T17:41:10,J/ApJS/258/16/tess-ebs
293954660,1,1739.176908,8.786868e-05,2.8136869,3.4068546e-05,0.468,0.065,0.257,1.0,0.064,0.151,0.5,0.09498,0.285,6.55e-06,0.097,0.169,0.5001,16,2021-09-16T17:37:55,J/ApJS/258/16/tess-ebs
294059372,1,1625.09263,0.0001417734,0.6667438,2.4491529e-06,0.605,0.129,0.065,1.0,0.138,0.01,0.5,0.204,0.076,0.000226,0.217,0.017,0.5,"12,13",2021-09-16T17:36:53,J/ApJS/258/16/tess-ebs
294092960,1,1571.428415,8.910082e-05,0.9022575,4.4672517e-06,0.671,0.059,0.019,1.001,,,,0.3614,0.027,0.0009388,0.093,0.012,0.4989,"2,3,4 ,5 ,6 ,7 ,8 ,9 ,10,12,13",2021-09-16T17:36:21,J/ApJS/258/16/tess-ebs
294092966,1,1570.980074,0.0002674373,0.9022624,6.8653964e-08,0.673,0.056,0.018,1.002,,,,0.09402,0.047,0.002075,,,,"2,3,4 ,5 ,6 ,7 ,8 ,9 ,10,12,13,27,29,30,31,32,33,34,35,36,37",2021-09-16T17:36:23,J/ApJS/258/16/tess-ebs
294191640,1,1544.934291,0.0002901695,1.5939127,1.2865393e-06,0.511,0.055,0.029,1.0,,,,0.07662,0.034,0.9999,,,,"9,10,36",2021-09-16T17:36:24,J/ApJS/258/16/tess-ebs
294197236,1,1626.206333,0.0007664958,1.9345402,3.9899994e-05,0.607,0.074,0.046,0.9995,0.073,0.041,0.499,0.1128,0.061,1.0,0.112,0.055,0.5,"12,13",2021-09-16T17:36:53,J/ApJS/258/16/tess-ebs
294200378,1,1626.002736,0.000170123,2.9855276,1.6737385e-05,0.574,0.091,0.12,1.0,0.094,0.038,0.503,0.2362,0.129,0.9986,0.124,0.064,0.5029,"12,13",2021-09-16T17:36:45,J/ApJS/258/16/tess-ebs
294206429,1,1438.436496,6.204737e-05,1.0550702,2.557263e-05,0.633,,,0.9929,,,0.517,0.2267,0.241,0.9977,,,,"5,6,27,28,29,30,31,32,33,34,35,36,37",2021-09-16T17:40:42,J/ApJS/258/16/tess-ebs
294206967,1,1598.883659,0.0009442639,2.7580575,8.1602911e-05,0.483,0.07,0.026,0.9894,,,,0.09749,0.025,0.9892,0.107,0.007,0.4905,"9,10,11,12,13",2021-09-16T17:36:20,J/ApJS/258/16/tess-ebs
