ASASSN-V,URL,TIC_ID,Is_EB,Type,Prob,Per,angDist,Match_Score
J202100.72+491219.4,https://asas-sn.osu.edu/variables/259443,352165018,F,ROT:,0.338,NON PERIODIC,0.616779,4
J011611.58+714438.3,https://asas-sn.osu.edu/variables/134953,352284047,F,L,0.971,NON PERIODIC,1.55541,4
J010124.40+411500.7,https://asas-sn.osu.edu/variables/AP2620532,352378412,T,EW,1.0,0.6760307,0.337627,4
J200409.22-672511.9,https://asas-sn.osu.edu/variables/245025,352400977,F,ROT,0.997,0.4317777,0.891622,1
J213609.29-771813.7,https://asas-sn.osu.edu/variables/135013,352478596,F,RRAB,0.987,0.5634572,0.238247,4
J202601.80+593053.2,https://asas-sn.osu.edu/variables/94233,352619386,F,HADS,0.967,0.169751,0.477535,4
J203421.88+643840.5,https://asas-sn.osu.edu/variables/247725,352762746,F,ROT:,0.78,NON PERIODIC,0.678983,4
J205552.73+620722.8,https://asas-sn.osu.edu/variables/86065,352950603,F,ROT:,0.381,NON PERIODIC,1.116871,4
J205541.69+624434.4,https://asas-sn.osu.edu/variables/86033,352951628,-,VAR,0.274,NON PERIODIC,1.057822,4
J212551.41+393453.9,https://asas-sn.osu.edu/variables/278670,352964170,T,EA,1.0,2.4004584,1.942564,4
J204318.85+722230.7,https://asas-sn.osu.edu/variables/97503,352979549,T,EA,1.0,1.1619695,2.10067,4
J040734.55+380425.6,https://asas-sn.osu.edu/variables/304455,353129911,F,ROT:,0.313,NON PERIODIC,3.616819,4
J021344.69+700843.3,https://asas-sn.osu.edu/variables/273966,353482844,T,EW,1.0,0.5005577,0.368993,4
J022426.14+712306.4,https://asas-sn.osu.edu/variables/259888,353565609,T,EW,1.0,0.3804049,0.234006,4
J191547.53+181239.7,https://asas-sn.osu.edu/variables/205404,353650675,F,ROT:,0.456,NON PERIODIC,2.394958,4
J180433.67+582352.8,https://asas-sn.osu.edu/variables/54882,353854078,T,EA,0.997,5.1697511,2.192537,4
J220413.11+595202.0,https://asas-sn.osu.edu/variables/259297,353863850,-,VAR,0.246,NON PERIODIC,1.848479,4
J180644.67+562424.1,https://asas-sn.osu.edu/variables/55043,353894978,F,ROT:,0.384,NON PERIODIC,1.311589,4
J180736.01+561927.6,https://asas-sn.osu.edu/variables/AP14884365,353898013,F,ROT,0.99,2.5188568,0.533175,4
J040927.50+463402.0,https://asas-sn.osu.edu/variables/274169,353962058,T,EA,1.0,1.1516151,2.007041,4
J181011.14+553819.7,https://asas-sn.osu.edu/variables/AP14882884,353989471,T,EW,0.994,0.309704,0.064218,4
J215028.72+735348.9,https://asas-sn.osu.edu/variables/AP16099033,354119540,T,EA,0.992,1.7635492,0.014403,4
J230553.67+764316.0,https://asas-sn.osu.edu/variables/AP16110194,354246759,F,HADS,0.986,0.1823209,105.579884,0
J231014.16+731840.5,https://asas-sn.osu.edu/variables/AP15801809,354385277,T,EA,1.0,5.8922926,17.956423,0
J023326.79+705724.7,https://asas-sn.osu.edu/variables/259402,354696715,-,GCAS,0.293,NON PERIODIC,1.595159,4
J070937.07-160545.7,https://asas-sn.osu.edu/variables/418366,354770601,-,GCAS,0.428,NON PERIODIC,1.676946,4
J023731.35+711816.0,https://asas-sn.osu.edu/variables/259743,354922610,T,EA,1.0,1.3669006,0.833331,4
J084018.13-645016.3,https://asas-sn.osu.edu/variables/175103,355151781,-,GCAS,0.273,NON PERIODIC,1.067202,4
J084011.04-653143.6,https://asas-sn.osu.edu/variables/175146,355152640,F,ROT:,0.546,NON PERIODIC,0.771509,4
J084133.81-631504.9,https://asas-sn.osu.edu/variables/421796,355156860,T,EB,1.0,0.6638068,0.088191,4
J084053.27-613949.9,https://asas-sn.osu.edu/variables/421769,355159393,T,EA,1.0,3.4170915,0.94652,4
J194701.50-481643.8,https://asas-sn.osu.edu/variables/189989,355269641,-,VAR,0.303,NON PERIODIC,0.539982,4
J072051.75-483046.5,https://asas-sn.osu.edu/variables/171794,355450245,-,VAR,0.743,NON PERIODIC,109.696554,0
J072219.92-492038.9,https://asas-sn.osu.edu/variables/171770,355452784,F,ROT:,0.318,NON PERIODIC,1.296096,4
J212126.59-540434.2,https://asas-sn.osu.edu/variables/118150,355544723,T,EW,0.79,0.3090559,0.681045,4
J235046.06-593224.9,https://asas-sn.osu.edu/variables/107392,355601553,F,ROT:,0.385,486.7480359,4.798364,4
J235157.32-572522.4,https://asas-sn.osu.edu/variables/202390,355635441,-,VAR,0.33,NON PERIODIC,1.34938,2
J235436.54-583754.0,https://asas-sn.osu.edu/variables/202377,355650859,F,ROT:,0.548,453.4968703,2.103422,1
J235423.75-575627.5,https://asas-sn.osu.edu/variables/AP57942978,355651035,T,EW,1.0,0.5842118,0.199099,4
J000116.23-603656.2,https://asas-sn.osu.edu/variables/107311,355687188,-,VAR,0.375,NON PERIODIC,0.90724,4
J152114.68+202200.5,https://asas-sn.osu.edu/variables/84564,355792204,T,EB,0.998,1.1728108,0.266496,4
J091719.57+525444.7,https://asas-sn.osu.edu/variables/133403,355931246,F,ROT:,0.27,NON PERIODIC,1.022614,4
J085219.26-600444.0,https://asas-sn.osu.edu/variables/AP39766306,355945313,F,ROT,0.993,2.9634754,0.381249,4
J155715.06+255456.9,https://asas-sn.osu.edu/variables/58948,356000389,T,EW,0.998,0.2351168,0.773566,1
J160153.51+245217.7,https://asas-sn.osu.edu/variables/58693,356001283,T,EW,1.0,0.2687274,0.813017,4
J171130.16+231412.2,https://asas-sn.osu.edu/variables/77171,356064345,T,EA,1.0,4.1512491,2.228409,4
J172540.80+591531.5,https://asas-sn.osu.edu/variables/84861,356108440,T,EB,0.986,0.5335314,0.223286,4
J174555.38+523805.0,https://asas-sn.osu.edu/variables/93184,356150515,T,EB,1.0,0.6121404,0.541075,4
J171642.09+212306.1,https://asas-sn.osu.edu/variables/65869,356192212,-,VAR,0.364,NON PERIODIC,1.213595,4
J174731.82+505633.2,https://asas-sn.osu.edu/variables/54258,356198153,T,EW,0.984,0.4681758,1.228864,4
J172025.37+220807.5,https://asas-sn.osu.edu/variables/AP35679589,356234487,T,EA,1.0,1.17981,0.351388,1
J175050.73+500249.5,https://asas-sn.osu.edu/variables/54253,356240274,T,EA,1.0,2.347594,0.378068,4
J175327.30+522308.0,https://asas-sn.osu.edu/variables/74060,356340346,-,VAR,0.704,NON PERIODIC,1.852614,4
J165922.95+703436.8,https://asas-sn.osu.edu/variables/AP9012290,356701798,T,EB,0.999,1.0725639,0.158172,4
J175805.90+730725.6,https://asas-sn.osu.edu/variables/APO302,356820646,T,EB,1.0,0.79438,0.055842,4
J182045.72+712015.6,https://asas-sn.osu.edu/variables/85912,356822358,-,VAR,0.447,NON PERIODIC,1.686482,2
J090121.11-652814.7,https://asas-sn.osu.edu/variables/J090121.11-652814.7,356838394,F,ROT,0.995,4.3949586,115.232301,0
J181228.62+544652.4,https://asas-sn.osu.edu/variables/74271,356896550,F,ROT:,0.389,NON PERIODIC,1.329688,4
J181240.92+544605.7,https://asas-sn.osu.edu/variables/74082,356896561,-,VAR,0.284,NON PERIODIC,1.259855,2
J181616.48+541021.5,https://asas-sn.osu.edu/variables/74371,357032546,F,ROT,0.996,0.4586932,2.602879,1
J070908.61+574130.4,https://asas-sn.osu.edu/variables/J070908.61+574130.4,357111084,T,EW,0.855,0.2529001,2.232366,1
J094112.04+483608.2,https://asas-sn.osu.edu/variables/AP5855733,357154888,F,ROT,0.999,2.1713647,0.540975,4
J090717.60-653616.5,https://asas-sn.osu.edu/variables/AP38868818,357299790,T,EA,0.998,2.424652,0.05032,4
J130133.03+283753.8,https://asas-sn.osu.edu/variables/123421,357345626,T,EA,0.998,3.6424245,0.432595,4
J135609.50+255507.6,https://asas-sn.osu.edu/variables/56670,357358259,-,VAR,0.377,NON PERIODIC,0.357222,4
J143230.54+504940.6,https://asas-sn.osu.edu/variables/APO237,357372327,T,EA,1.0,0.42052,0.045615,4
J143820.74+363226.1,https://asas-sn.osu.edu/variables/102971,357398958,F,ROT:,0.509,NON PERIODIC,1.024808,4
J122654.32-783917.4,https://asas-sn.osu.edu/variables/417531,357512000,T,EB,1.0,0.8797046,0.474328,4
J091150.57-651133.9,https://asas-sn.osu.edu/variables/181650,357727232,F,ROT:,0.337,NON PERIODIC,1.353648,4
J182819.39+440923.8,https://asas-sn.osu.edu/variables/73412,357790008,T,EA,0.996,2.1681091,1.957391,4
J184855.71+240319.3,https://asas-sn.osu.edu/variables/174962,357853776,F,ROT:,0.324,NON PERIODIC,2.128227,4
J210720.71+520258.9,https://asas-sn.osu.edu/variables/273508,357979050,F,ROT:,0.34,NON PERIODIC,1.816331,4
J093453.86+721221.2,https://asas-sn.osu.edu/variables/131667,358013866,-,YSO,0.448,NON PERIODIC,1.696213,4
J082517.54+842523.7,https://asas-sn.osu.edu/variables/196487,358018764,T,EW,1.0,0.3297433,0.662389,4
J023401.03-653634.1,https://asas-sn.osu.edu/variables/166788,358069227,-,VAR,0.693,NON PERIODIC,0.525727,4
J070819.65-741327.0,https://asas-sn.osu.edu/variables/151508,358179405,T,EW,0.997,0.2917915,1.584305,4
J010823.29-551442.4,https://asas-sn.osu.edu/variables/96641,358232450,-,VAR,0.389,NON PERIODIC,2.968652,4
J034242.19-582314.9,https://asas-sn.osu.edu/variables/149139,358250091,T,EW,0.992,0.4194074,2.372838,2
J042407.59-590807.2,https://asas-sn.osu.edu/variables/152803,358290150,F,ROT:,0.433,NON PERIODIC,1.23744,4
J040058.38-775351.6,https://asas-sn.osu.edu/variables/52199,358457398,T,EA,0.999,2.2756882,1.416716,4
J075622.60-611703.4,https://asas-sn.osu.edu/variables/56662,358467700,-,VAR,0.543,552.3874186,1.410614,4
J040320.15-834157.7,https://asas-sn.osu.edu/variables/122559,358502706,F,HADS,1.0,0.08566,0.847406,4
J075638.81-654548.0,https://asas-sn.osu.edu/variables/AP39439936,358511966,T,EW,0.996,0.380861,0.071453,4
J185326.27+241641.2,https://asas-sn.osu.edu/variables/187916,358517121,-,GCAS,0.268,NON PERIODIC,0.556204,4
J022955.30-645829.3,https://asas-sn.osu.edu/variables/560581,358543427,F,ROT:,0.603,NON PERIODIC,0.378391,4
J114024.91+801409.7,https://asas-sn.osu.edu/variables/165484,358613523,-,VAR,0.344,NON PERIODIC,0.586866,4
J104506.86+162015.4,https://asas-sn.osu.edu/variables/77547,358790031,-,VAR,0.48,655.5992113,1.347228,4
J000725.34+632056.7,https://asas-sn.osu.edu/variables/202481,359132040,T,EA,0.993,11.0725241,0.172204,4
J130934.51+285902.5,https://asas-sn.osu.edu/variables/123371,359185852,-,VAR,0.55,NON PERIODIC,7.209532,2
J120718.18-720322.6,https://asas-sn.osu.edu/variables/419554,359208940,F,HADS,0.947,0.1770366,0.444696,4
J172741.39+274502.9,https://asas-sn.osu.edu/variables/51460,359390362,T,EA,0.998,4.725085,1.106274,4
J174203.71+252646.3,https://asas-sn.osu.edu/variables/53654,359478679,T,EW,0.979,0.4682501,1.397635,0
J132521.46-594652.1,https://asas-sn.osu.edu/variables/364360,359618989,-,VAR,0.213,NON PERIODIC,1.760331,4
J122021.71-740740.3,https://asas-sn.osu.edu/variables/417927,359767082,F,ROT,0.999,1.5347163,0.795067,1
J145538.27-794820.9,https://asas-sn.osu.edu/variables/89153,359987981,-,VAR,0.378,NON PERIODIC,0.632246,4
J092819.07-641511.9,https://asas-sn.osu.edu/variables/AP38913727,360205899,T,EB,0.963,0.4285529,32.743496,0
J142938.03-662441.4,https://asas-sn.osu.edu/variables/364159,360269732,-,VAR,0.415,374.1520845,0.857364,4
J172922.54-544613.8,https://asas-sn.osu.edu/variables/AP50970213,360325725,T,EA,1.0,2.1856186,0.551419,4
J160332.23-705324.9,https://asas-sn.osu.edu/variables/431508,360618578,F,RRAB,0.992,0.7285454,0.530132,4
J160959.77-660930.3,https://asas-sn.osu.edu/variables/430872,361273500,-,VAR,0.287,NON PERIODIC,1.476888,4
J130415.39-751036.7,https://asas-sn.osu.edu/variables/418595,361954427,-,VAR,0.304,NON PERIODIC,0.443787,4
J130544.06-745329.3,https://asas-sn.osu.edu/variables/418418,361962650,-,VAR,0.592,756.214559,0.264205,4
J032755.52+042251.2,https://asas-sn.osu.edu/variables/137287,361993750,F,ROT:,0.32,NON PERIODIC,2.848165,4
J042420.56+052614.7,https://asas-sn.osu.edu/variables/AP23552821,362027102,T,EW,1.0,0.3621822,0.249381,4
J035308.88+053633.7,https://asas-sn.osu.edu/variables/165107,362043085,-,VAR,0.803,577.3202258,1.225889,4
J175253.29+673725.6,https://asas-sn.osu.edu/variables/67643,362103921,T,EA,0.973,10.0799,83.274956,2
J161948.68-674542.1,https://asas-sn.osu.edu/variables/AP48084352,362115592,T,EA,1.0,1.6153107,0.442391,4
J162248.82-670847.1,https://asas-sn.osu.edu/variables/AP48096299,362384933,T,EA,1.0,1.2897203,103.611297,0
J094509.19-632726.0,https://asas-sn.osu.edu/variables/286390,362672910,F,RRAB,0.988,0.6058551,0.853669,4
J094328.07-511339.2,https://asas-sn.osu.edu/variables/383149,362970860,-,VAR,0.395,344.7428597,4.978468,4
J094909.19-654020.9,https://asas-sn.osu.edu/variables/419351,363252180,F,ROT:,0.455,192.1613171,0.965742,4
J174206.02+184723.1,https://asas-sn.osu.edu/variables/51987,363730147,T,EA,1.0,1.4877542,0.812767,4
J132137.10-442151.1,https://asas-sn.osu.edu/variables/93468,363781484,F,ROT,0.996,1.1242793,1.510413,4
J132228.59-455329.2,https://asas-sn.osu.edu/variables/93162,363852956,T,EB,1.0,0.7406554,1.21308,4
J132304.23-432055.6,https://asas-sn.osu.edu/variables/203768,363885457,T,EW,0.999,0.3517662,0.701441,4
J072154.18-493754.5,https://asas-sn.osu.edu/variables/172267,363963079,F,RRC,0.996,0.3086919,15.036683,1
J174903.69+182517.0,https://asas-sn.osu.edu/variables/51897,364028674,-,VAR,0.444,NON PERIODIC,2.558798,4
J091141.61-504407.9,https://asas-sn.osu.edu/variables/326709,364051259,F,ROT:,0.878,NON PERIODIC,1.555179,4
J202514.33+733633.2,https://asas-sn.osu.edu/variables/97521,364075921,F,ROT:,0.557,403.2669321,4.605181,4
J051254.37-614155.3,https://asas-sn.osu.edu/variables/AP36666225,364302118,-,VAR,0.658,NON PERIODIC,0.055679,0
J064641.36-613547.4,https://asas-sn.osu.edu/variables/78430,364325969,T,EW,1.0,0.4198911,0.634977,4
J074622.51-652206.5,https://asas-sn.osu.edu/variables/178815,364392434,T,EB,1.0,1.7217967,1.383075,4
J075834.48-604203.3,https://asas-sn.osu.edu/variables/56939,364398140,-,VAR,0.711,639.8307078,2.045494,4
J075902.59-613503.0,https://asas-sn.osu.edu/variables/56625,364399376,-,VAR,0.416,NON PERIODIC,2.11706,4
J043901.61-750609.9,https://asas-sn.osu.edu/variables/176691,364424408,F,ROT:,0.549,533.3540864,0.309615,4
J195728.40+533203.3,https://asas-sn.osu.edu/variables/AP14378439,364689006,-,VAR,0.469,NON PERIODIC,0.173701,4
J204510.38+480512.3,https://asas-sn.osu.edu/variables/AP15093266,365034219,T,EW,1.0,0.3776945,0.110087,4
J132812.80+042158.5,https://asas-sn.osu.edu/variables/AP26903887,365069916,T,EA,0.999,6.3131283,0.070817,4
J132947.03+010542.5,https://asas-sn.osu.edu/variables/109213,365089053,-,VAR,0.354,NON PERIODIC,1.10229,1
J030423.71+061148.2,https://asas-sn.osu.edu/variables/AP23982,365301387,T,EW,1.0,0.2753578,0.228105,4
J180934.06-521849.4,https://asas-sn.osu.edu/variables/76168,365321314,T,EA,1.0,2.5184675,0.224859,4
J181225.64-623322.0,https://asas-sn.osu.edu/variables/82867,365366508,T,EA,0.999,1.9646872,0.151342,4
J030830.89+102645.2,https://asas-sn.osu.edu/variables/APO1842,365368501,F,RRAB,0.961,0.65118,0.055831,4
J031318.78+113314.5,https://asas-sn.osu.edu/variables/121357,365427770,-,VAR,0.593,823.4142492,1.635428,4
J031400.88+112700.7,https://asas-sn.osu.edu/variables/121594,365428002,-,VAR,0.447,NON PERIODIC,1.631539,4
J031427.18+102748.0,https://asas-sn.osu.edu/variables/121682,365440703,-,VAR,0.419,NON PERIODIC,0.444399,4
J215049.81+542235.8,https://asas-sn.osu.edu/variables/AP15202863,365544575,F,ROT,0.969,0.344158,2.89713,4
J213652.37+520037.5,https://asas-sn.osu.edu/variables/207221,365787759,T,EA,1.0,0.8074499,0.480598,4
J120044.02+770501.8,https://asas-sn.osu.edu/variables/131783,365936982,-,VAR,0.45,NON PERIODIC,1.666649,4
J182411.32-635655.5,https://asas-sn.osu.edu/variables/82897,365956683,T,EA,1.0,5.7296924,0.671613,4
J001446.60+301646.6,https://asas-sn.osu.edu/variables/143361,365962806,-,VAR,0.375,NON PERIODIC,0.397053,4
J181613.06+495204.8,https://asas-sn.osu.edu/variables/51963,366122523,T,AM+E,,NON PERIODIC,1.801234,1
J072811.70+455925.2,https://asas-sn.osu.edu/variables/104415,366295304,F,L,0.415,NON PERIODIC,1.336512,1
J201500.37+765419.8,https://asas-sn.osu.edu/variables/102870,366517337,F,ROT:,0.453,NON PERIODIC,1.62591,4
J201556.81+764835.8,https://asas-sn.osu.edu/variables/102976,366517381,-,VAR,0.39,NON PERIODIC,0.067164,4
J220710.72+722223.7,https://asas-sn.osu.edu/variables/106869,366557556,-,VAR,0.308,NON PERIODIC,1.637073,4
J220816.34+724606.6,https://asas-sn.osu.edu/variables/106895,366558961,F,L,0.999,NON PERIODIC,0.483068,4
J083154.55+094851.6,https://asas-sn.osu.edu/variables/139053,366577510,-,VAR,0.541,687.4024705,1.165188,4
J084052.11+094928.5,https://asas-sn.osu.edu/variables/138590,366632312,-,VAR,0.419,NON PERIODIC,1.31449,4
J221915.00+724625.9,https://asas-sn.osu.edu/variables/AP15796552,366761761,T,EA,0.898,0.4902505,0.770678,4
J131140.92+053659.9,https://asas-sn.osu.edu/variables/135635,366786018,F,ROT:,0.906,NON PERIODIC,2.067272,4
J131222.93+023913.7,https://asas-sn.osu.edu/variables/146389,366786599,-,VAR,0.731,845.8495163,0.882486,4
J051021.77+354746.4,https://asas-sn.osu.edu/variables/AP847215,367106469,T,EA,1.0,1.4228006,0.296044,4
J171845.02-572619.5,https://asas-sn.osu.edu/variables/430849,367217076,-,GCAS,0.281,NON PERIODIC,1.255138,4
J203507.75+243052.4,https://asas-sn.osu.edu/variables/257933,367235822,T,EW,0.963,0.6772156,0.351184,4
J051331.69+353910.4,https://asas-sn.osu.edu/variables/264527,367448265,-,VAR,0.321,NON PERIODIC,1.269239,4
J162749.46+725818.4,https://asas-sn.osu.edu/variables/AP9032156,367681735,T,EW,0.755,0.2567978,0.39889,4
J121205.80+223159.2,https://asas-sn.osu.edu/variables/127153,367683204,T,EW,1.0,0.2206849,3.322711,4
J225544.84+562835.6,https://asas-sn.osu.edu/variables/257727,367691816,-,GCAS,0.419,NON PERIODIC,1.288177,4
J171025.62+485754.1,https://asas-sn.osu.edu/variables/84868,367782212,-,GCAS:,0.385,NON PERIODIC,2.127021,4
J234020.65+764210.5,https://asas-sn.osu.edu/variables/614035,367911750,-,AM:,,0.1008034,0.265012,1
J234946.22+690458.8,https://asas-sn.osu.edu/variables/277988,368108303,T,EA,0.999,0.7344167,2.641076,4
J051529.74+462421.1,https://asas-sn.osu.edu/variables/251231,368180294,-,VAR,0.346,NON PERIODIC,0.326876,4
J173930.28+184702.8,https://asas-sn.osu.edu/variables/AP35578097,368207862,T,EA,0.999,0.7274178,0.074751,4
J173944.97+175842.9,https://asas-sn.osu.edu/variables/51993,368208585,T,EW,1.0,0.2757057,0.33486,4
J174040.07+175611.7,https://asas-sn.osu.edu/variables/AP35574720,368208652,T,EA,1.0,3.2540175,0.433923,4
J235232.98+685601.6,https://asas-sn.osu.edu/variables/276945,368319105,-,VAR,0.41,NON PERIODIC,0.27305,4
J205558.26-362653.9,https://asas-sn.osu.edu/variables/123790,369218857,T,EW,1.0,0.3275177,1.684567,4
J052505.35+415103.3,https://asas-sn.osu.edu/variables/AP1006756,369334982,T,EW,0.941,0.3087844,103.851733,0
J033430.99-392442.9,https://asas-sn.osu.edu/variables/77111,369362290,-,VAR,0.384,173.3045934,0.968616,4
J035806.93-412551.6,https://asas-sn.osu.edu/variables/AP37039974,369370898,T,EA,0.994,0.8552467,0.350817,4
J204619.91-391156.3,https://asas-sn.osu.edu/variables/113927,369457005,-,VAR,0.701,505.8700293,2.109664,1
J043754.38+071902.4,https://asas-sn.osu.edu/variables/144956,369612470,-,VAR,0.265,NON PERIODIC,1.230077,4
J042422.83-715118.1,https://asas-sn.osu.edu/variables/AP36234475,370101325,T,EW,0.983,0.5090794,0.056159,4
J043932.83-714636.8,https://asas-sn.osu.edu/variables/43765,370101492,T,EB,0.997,1.63185,0.390921,4
J043943.78-682633.4,https://asas-sn.osu.edu/variables/AP36249894,370104936,T,EW,0.938,0.3843146,0.234619,4
J044039.36-714937.6,https://asas-sn.osu.edu/variables/86206,370117800,-,VAR,0.376,NON PERIODIC,1.803658,4
J215021.70-542358.3,https://asas-sn.osu.edu/variables/110285,370239669,-,VAR,0.672,649.7378178,0.870436,4
J024438.48-835124.1,https://asas-sn.osu.edu/variables/560283,370243555,T,EA,1.0,1.08286,0.712147,4
J220931.40-592719.5,https://asas-sn.osu.edu/variables/214206,370247078,T,EW,1.0,0.3625702,0.633482,4
J041800.64-801251.9,https://asas-sn.osu.edu/variables/166407,370327409,-,GCAS:,0.487,NON PERIODIC,3.766134,1
J150530.17-533153.7,https://asas-sn.osu.edu/variables/397865,370676773,-,VAR,0.404,NON PERIODIC,3.082958,4
J150450.31-532136.3,https://asas-sn.osu.edu/variables/398073,370678161,-,VAR,0.556,217.2263241,0.836205,4
J094136.89-683018.2,https://asas-sn.osu.edu/variables/409180,370881475,-,VAR,0.305,136.2730875,2.27255,4
J151217.66-333353.6,https://asas-sn.osu.edu/variables/208776,371119381,F,ROT:,0.356,NON PERIODIC,4.227966,4
J151244.36-311649.2,https://asas-sn.osu.edu/variables/121789,371122327,F,ROT,0.999,3.1153144,1.751443,4
J225129.44+570016.7,https://asas-sn.osu.edu/variables/257622,371480725,-,VAR,0.313,NON PERIODIC,1.329223,4
J225238.43+593343.5,https://asas-sn.osu.edu/variables/471342,371672675,T,EW,0.999,0.71699,80.017546,0
J095558.23-672121.7,https://asas-sn.osu.edu/variables/419297,371733347,F,ROT:,0.395,374.5419534,0.558216,4
J231625.11+543045.1,https://asas-sn.osu.edu/variables/AP13185368,371991062,T,EW,1.0,0.4203156,76.154125,0
J203826.17-693224.7,https://asas-sn.osu.edu/variables/133455,372042000,F,ROT:,0.32,NON PERIODIC,1.21408,4
J100003.60-661633.3,https://asas-sn.osu.edu/variables/419732,372096094,-,VAR,0.46,NON PERIODIC,1.323549,4
J210201.33-715000.1,https://asas-sn.osu.edu/variables/126889,372344502,-,VAR,0.769,258.7188062,0.104973,4
J220755.35+364108.3,https://asas-sn.osu.edu/variables/256405,372366518,T,EW,1.0,0.5586034,0.384222,0
J014304.34+640212.7,https://asas-sn.osu.edu/variables/284358,372724060,-,GCAS:,0.302,NON PERIODIC,0.738513,4
J014309.24+640231.8,https://asas-sn.osu.edu/variables/285716,372724095,-,VAR,0.615,979.1228583,3.074925,2
J114001.43+750921.0,https://asas-sn.osu.edu/variables/137348,372759279,T,EA,1.0,1.2383838,0.443867,4
J100921.70-673639.0,https://asas-sn.osu.edu/variables/AP38783475,372810731,F,ROT,0.91,1.8332794,1.240726,4
J042744.58-581200.7,https://asas-sn.osu.edu/variables/152870,372816629,T,EW,0.504,0.9090169,0.555333,4
J101055.71-693919.4,https://asas-sn.osu.edu/variables/415422,372894799,-,VAR,0.526,263.1480379,1.461843,4
J042345.85+062245.9,https://asas-sn.osu.edu/variables/147013,372900006,-,VAR,0.291,NON PERIODIC,1.877801,4
J075754.61-630401.3,https://asas-sn.osu.edu/variables/AP39549933,372911002,T,EA,0.973,32.7390052,83.3837,0
J075745.26-604937.0,https://asas-sn.osu.edu/variables/56804,372913367,-,VAR,0.402,NON PERIODIC,5.313883,2
J075802.56-603655.7,https://asas-sn.osu.edu/variables/56605,372913684,-,VAR,0.419,NON PERIODIC,3.535022,4
J042346.30+102022.5,https://asas-sn.osu.edu/variables/114897,372918167,T,EA,1.0,3.675177,69.725476,0
J042621.05+083525.4,https://asas-sn.osu.edu/variables/114481,372993938,-,VAR,0.3,406.6321701,0.933258,4
J042816.50+075038.8,https://asas-sn.osu.edu/variables/AP23566778,373029274,T,EB,0.994,1.0766977,0.101249,4
J043502.73+083930.7,https://asas-sn.osu.edu/variables/115123,373136578,F,ROT,0.999,11.7954132,2.538623,2
J044320.42+060930.7,https://asas-sn.osu.edu/variables/144823,373364179,T,EA,0.99,1.873782,3.260738,4
J044420.41+094103.9,https://asas-sn.osu.edu/variables/133439,373414766,F,ROT:,0.326,NON PERIODIC,0.419091,4
J052401.66-710934.2,https://asas-sn.osu.edu/variables/AP36222568,373431012,F,L,0.909,NON PERIODIC,0.36568,1
J052604.11-672956.5,https://asas-sn.osu.edu/variables/139165,373843852,-,WR,,NON PERIODIC,63.863768,0
J052604.11-672956.5,https://asas-sn.osu.edu/variables/139165,373843860,-,WR,,NON PERIODIC,95.086862,2
J110839.28-861351.5,https://asas-sn.osu.edu/variables/137495,374018378,F,L,0.992,NON PERIODIC,1.769967,4
J104004.97-531010.2,https://asas-sn.osu.edu/variables/AP41110977,374083993,T,EA,0.998,1.9885837,0.567011,4
J103943.96-485950.6,https://asas-sn.osu.edu/variables/304124,374095457,-,VAR,0.3,484.9717875,2.373914,4
J231132.22+365334.8,https://asas-sn.osu.edu/variables/110212,374265995,-,VAR,0.371,NON PERIODIC,1.607296,4
J020230.18+553726.2,https://asas-sn.osu.edu/variables/280124,374566577,-,GCAS:,0.296,NON PERIODIC,0.509379,4
J160830.68-382827.0,https://asas-sn.osu.edu/variables/AP52662126,374732772,F,ROT,0.999,6.3291672,0.268954,4
J033930.72+034734.5,https://asas-sn.osu.edu/variables/120795,374827128,-,VAR,0.553,674.8483896,0.913495,4
J033959.06+031429.7,https://asas-sn.osu.edu/variables/AP23504136,374828411,T,EW,0.999,0.2827095,0.467522,4
J055445.34-603353.3,https://asas-sn.osu.edu/variables/AP36655567,374859582,T,EA,0.736,1.3049544,0.139649,4
J055508.59-625827.4,https://asas-sn.osu.edu/variables/59707,374910314,-,VAR,0.397,NON PERIODIC,0.538937,4
J063800.04-613200.7,https://asas-sn.osu.edu/variables/79807,375034557,-,VAR,0.52,446.9369276,2.465105,4
J063950.02-612840.2,https://asas-sn.osu.edu/variables/79519,375058105,-,VAR,0.77,NON PERIODIC,1.306182,4
J055619.85-490042.6,https://asas-sn.osu.edu/variables/149445,375148300,F,RRC,0.995,0.2352117,0.354518,4
J055619.85-490042.6,https://asas-sn.osu.edu/variables/149445,375148305,F,RRC,0.995,0.2352117,25.016485,0
J210331.79+592551.2,https://asas-sn.osu.edu/variables/90348,375422201,-,GCAS,0.279,NON PERIODIC,0.950797,2
J210448.75+553514.9,https://asas-sn.osu.edu/variables/255972,375506058,F,ROT:,0.303,NON PERIODIC,1.892348,4
J221828.01+695139.6,https://asas-sn.osu.edu/variables/208734,375599392,F,ROT:,0.793,NON PERIODIC,1.029739,4
J222515.92+701434.0,https://asas-sn.osu.edu/variables/210798,375853985,T,EA,0.972,2.3337219,0.094772,1
J222459.93+701853.2,https://asas-sn.osu.edu/variables/210563,375854079,F,ROT:,0.423,NON PERIODIC,1.875306,4
J210907.82+625322.8,https://asas-sn.osu.edu/variables/86041,376023519,-,VAR,0.361,NON PERIODIC,2.790892,4
J223224.96+670902.2,https://asas-sn.osu.edu/variables/210108,376162807,T,EA,0.776,5.0969022,0.736406,4
