subject_id,eb_score,num_votes_eb,num_votes_transit,num_users,num_comments,updated_at
30943676,1,1,0,2,2,2019-03-12 11:59:44.106000+00:00
30943846,1,1,0,2,2,2019-03-03 21:32:01.067000+00:00
30944022,1,1,0,1,1,2019-03-01 01:21:28.885000+00:00
30944027,1,1,0,1,1,2019-03-13 07:35:56.739000+00:00
30944030,1,1,0,1,1,2019-03-06 16:31:07.740000+00:00
30944037,0,1,1,3,4,2019-03-05 20:16:23.576000+00:00
30944046,3,5,2,6,6,2019-03-12 11:01:54.436000+00:00
30944051,-3,1,4,7,7,2019-03-10 16:16:41.757000+00:00
30944169,1,1,0,1,1,2019-03-07 02:11:34.094000+00:00
30944177,-1,1,2,3,4,2019-03-09 17:59:58.997000+00:00
30944275,-2,1,3,4,5,2019-03-08 02:29:55.278000+00:00
30944419,1,2,1,4,4,2019-03-13 12:43:33.240000+00:00
30944426,-2,1,3,3,3,2019-03-07 16:22:53.580000+00:00
30944470,1,2,1,4,4,2019-03-12 05:03:32.257000+00:00
30944473,-2,1,3,4,4,2019-03-13 17:55:06.719000+00:00
30944478,0,2,2,5,5,2019-03-13 07:01:16.488000+00:00
30944480,0,1,1,2,2,2019-03-05 12:47:16.644000+00:00
30944634,1,1,0,1,1,2019-03-08 02:38:20.310000+00:00
30944673,1,1,0,1,1,2019-03-03 14:16:29.429000+00:00
30944675,1,2,1,3,3,2019-03-08 02:22:34.566000+00:00
30944677,-3,1,4,6,6,2019-03-10 13:29:18.023000+00:00
30944679,-2,1,3,6,6,2019-03-12 04:25:50.744000+00:00
30944950,-1,1,2,4,4,2019-03-06 23:45:27.518000+00:00
30944957,-1,1,2,3,3,2019-03-05 00:43:04.086000+00:00
30944963,0,2,2,4,4,2019-03-10 12:30:44.534000+00:00
30945136,3,4,1,4,4,2019-03-09 23:53:37.024000+00:00
30945142,2,2,0,2,2,2019-03-06 10:06:18.412000+00:00
30945147,1,1,0,2,2,2019-03-13 04:26:36.209000+00:00
30945151,1,2,1,3,3,2019-03-04 02:03:27.034000+00:00
30945153,5,5,0,5,5,2019-03-10 12:46:02.638000+00:00
30945158,4,4,0,5,5,2019-03-09 19:57:50.563000+00:00
30945289,4,4,0,6,6,2019-03-11 11:43:52.747000+00:00
30945293,3,3,0,4,4,2019-03-11 16:00:33.939000+00:00
30945297,1,1,0,2,2,2019-03-12 21:27:40.177000+00:00
30945300,3,3,0,3,3,2019-03-05 18:24:22.654000+00:00
30945373,-3,1,4,4,4,2019-03-07 13:35:44.099000+00:00
30945378,2,2,0,2,2,2019-03-04 15:16:59.277000+00:00
30945674,4,5,1,6,6,2019-03-12 19:09:15.450000+00:00
30945676,4,4,0,5,5,2019-03-12 00:19:30.409000+00:00
30945679,1,2,1,2,2,2019-03-07 21:30:18.452000+00:00
30945684,5,5,0,5,5,2019-03-14 03:48:36.174000+00:00
30945721,1,2,1,3,3,2019-03-08 10:15:56.472000+00:00
30945722,3,3,0,3,3,2019-03-13 01:20:17.187000+00:00
30945724,2,2,0,2,2,2019-03-05 21:34:49.249000+00:00
30945727,4,4,0,4,4,2019-03-09 11:20:40.424000+00:00
30945889,1,1,0,2,2,2019-03-10 21:05:49.150000+00:00
30945943,2,2,0,4,4,2022-01-23 14:40:22.539000+00:00
30945945,1,1,0,4,4,2019-03-10 14:47:39.255000+00:00
30945948,4,4,0,4,4,2019-03-11 01:13:22.520000+00:00
30945950,2,2,0,3,3,2019-03-14 11:08:35.635000+00:00
30946022,1,2,1,4,4,2019-03-13 17:59:05.820000+00:00
30946025,1,2,1,3,3,2019-03-13 10:23:07.689000+00:00
30946028,2,3,1,4,5,2019-03-12 11:42:10.163000+00:00
30946073,1,1,0,2,2,2019-03-12 16:19:57.701000+00:00
30946092,2,2,0,2,2,2019-03-12 06:20:56.680000+00:00
30946094,4,4,0,4,4,2019-03-11 16:47:19.779000+00:00
30946096,4,4,0,4,4,2019-03-08 03:59:12.368000+00:00
30946100,3,3,0,3,3,2019-03-11 10:14:12.897000+00:00
30946359,1,1,0,2,3,2019-03-05 13:48:50.820000+00:00
30946634,1,1,0,2,2,2019-03-13 05:00:03.461000+00:00
30946696,2,2,0,2,3,2019-03-05 21:12:06.110000+00:00
30946699,1,1,0,3,3,2019-03-05 16:18:46.427000+00:00
30946709,1,1,0,2,2,2019-03-08 19:27:12.198000+00:00
30946815,1,1,0,1,1,2019-03-07 10:29:26.181000+00:00
30946820,-2,2,4,5,5,2019-03-09 21:53:16.344000+00:00
30946827,-2,1,3,4,4,2019-03-08 21:00:00.866000+00:00
30946903,2,2,0,5,5,2019-03-11 13:05:13.116000+00:00
30946905,2,3,1,4,4,2019-03-14 02:57:38.305000+00:00
30946906,4,4,0,4,4,2019-03-12 01:12:02.723000+00:00
30946909,2,3,1,4,4,2019-03-10 02:34:50.743000+00:00
30947011,0,3,3,6,6,2019-03-14 11:35:11.979000+00:00
30947015,1,1,0,2,2,2019-03-06 07:30:58.414000+00:00
30947017,-2,1,3,5,5,2019-03-14 06:13:56.822000+00:00
30947020,-1,1,2,4,4,2019-03-14 00:14:55.943000+00:00
30947142,1,1,0,1,1,2019-03-12 19:24:58.500000+00:00
30947161,1,1,0,1,1,2019-03-02 00:00:34.603000+00:00
30947415,5,5,0,5,5,2019-03-14 12:37:55.329000+00:00
30947418,4,4,0,4,4,2019-03-08 16:50:02.190000+00:00
30947420,3,3,0,3,3,2019-03-13 16:46:53.481000+00:00
30947422,3,3,0,3,3,2019-03-06 20:00:53.833000+00:00
30947473,3,3,0,4,4,2019-03-13 16:39:05.927000+00:00
30947478,-1,2,3,6,6,2019-03-04 07:32:09.656000+00:00
30947480,1,2,1,4,4,2019-03-12 10:40:21.161000+00:00
30947489,1,1,0,1,1,2019-03-04 07:06:25.119000+00:00
30947490,1,1,0,1,1,2019-03-07 20:03:29.538000+00:00
30947591,0,1,1,3,5,2019-03-03 12:38:29.758000+00:00
30947665,4,4,0,4,4,2019-03-07 15:09:56.763000+00:00
30947667,2,2,0,2,2,2019-03-09 14:03:29.964000+00:00
30947668,3,3,0,3,4,2019-03-14 12:31:17.516000+00:00
30947669,3,3,0,3,3,2019-03-10 13:03:25.888000+00:00
30947692,2,2,0,4,4,2019-03-22 19:53:05.067000+00:00
30947694,1,2,1,3,3,2019-03-09 18:33:48.453000+00:00
30947696,4,4,0,5,5,2019-03-06 21:37:07.563000+00:00
30947698,3,3,0,4,4,2019-03-14 08:27:04.102000+00:00
30947827,2,2,0,2,2,2019-03-09 14:28:16.159000+00:00
30947839,1,1,0,2,2,2019-03-09 16:38:14.063000+00:00
30948029,1,1,0,1,1,2019-03-05 19:11:46.188000+00:00
30948036,2,2,0,2,2,2019-03-07 23:24:19.153000+00:00
30948114,-3,1,4,5,5,2019-03-12 14:38:38.040000+00:00
30948147,-1,1,2,3,4,2019-03-11 09:42:10.011000+00:00
30948206,-3,2,5,5,5,2019-03-14 03:51:43.325000+00:00
30948210,0,2,2,6,6,2019-03-06 13:45:49.827000+00:00
30948213,-4,1,5,6,6,2019-03-11 10:18:23.924000+00:00
30948341,2,2,0,2,2,2019-03-11 17:08:19.312000+00:00
30948347,3,3,0,3,3,2019-03-04 02:22:12.483000+00:00
30948353,2,3,1,6,6,2019-03-06 20:38:17.917000+00:00
30948361,2,3,1,4,4,2019-03-11 18:01:18.901000+00:00
30948441,1,1,0,2,2,2019-03-05 13:07:44.657000+00:00
30948444,4,4,0,4,4,2019-03-11 13:19:45.322000+00:00
30948446,1,1,0,2,2,2019-03-11 14:52:07.474000+00:00
30948451,1,1,0,3,3,2019-03-12 15:05:40.112000+00:00
30948607,2,2,0,2,2,2019-03-11 14:49:00.956000+00:00
30948611,3,3,0,3,3,2019-03-12 13:54:37.429000+00:00
30948615,3,3,0,4,4,2019-03-14 10:31:56.604000+00:00
30948619,2,2,0,2,2,2019-03-10 17:19:49.650000+00:00
30948667,1,1,0,1,1,2019-03-01 00:26:05.631000+00:00
30948671,1,1,0,2,2,2019-03-09 18:27:30.657000+00:00
30948790,0,1,1,2,2,2019-03-04 13:46:14.517000+00:00
30948887,1,1,0,4,4,2020-02-08 00:29:16.967000+00:00
30948911,0,1,1,3,3,2019-03-13 23:17:36.730000+00:00
30948969,1,1,0,1,1,2019-03-05 17:59:07.716000+00:00
30948974,2,3,1,5,5,2020-02-08 00:33:59.128000+00:00
30949056,2,2,0,2,2,2019-03-08 16:16:46.007000+00:00
30949061,2,2,0,2,2,2019-03-12 19:27:17.359000+00:00
30949070,2,2,0,2,2,2019-03-13 10:49:52.810000+00:00
30949078,1,1,0,1,1,2019-03-05 18:17:44.367000+00:00
30949085,1,1,0,1,1,2019-03-02 00:09:17.666000+00:00
30949230,4,4,0,5,5,2019-03-10 19:15:10.373000+00:00
30949236,3,3,0,3,3,2019-03-07 03:02:38.559000+00:00
30949239,3,3,0,3,3,2019-03-14 08:52:57.551000+00:00
30949442,3,3,0,4,4,2019-03-11 15:25:10.589000+00:00
30949444,1,1,0,2,2,2019-03-12 02:19:56.118000+00:00
30949446,2,2,0,3,3,2019-03-12 13:17:44.070000+00:00
30949676,1,1,0,3,3,2019-03-13 16:17:43.619000+00:00
30949680,1,1,0,1,1,2019-03-11 14:05:21.356000+00:00
30949815,0,1,1,1,1,2019-03-01 16:06:52.405000+00:00
30949851,1,3,2,5,8,2019-03-05 16:02:27.485000+00:00
30949853,3,4,1,5,8,2019-03-10 00:50:52.956000+00:00
30949856,0,1,1,3,3,2019-03-13 12:57:35.294000+00:00
30950200,0,2,2,8,12,2021-07-03 16:18:24.144000+00:00
30950403,-4,1,5,7,7,2019-03-13 20:11:49.380000+00:00
30950462,1,1,0,1,1,2019-03-01 08:54:11.256000+00:00
30950466,1,2,1,3,3,2019-03-14 12:44:50.466000+00:00
30950678,1,1,0,2,2,2019-03-07 15:55:00.689000+00:00
30950680,2,2,0,3,3,2019-03-06 17:11:27.228000+00:00
30950682,1,1,0,2,2,2019-03-05 10:45:09.443000+00:00
30950708,1,2,1,3,3,2019-03-09 17:46:49.934000+00:00
30950711,-1,1,2,3,3,2019-03-13 06:43:04.572000+00:00
30950717,0,2,2,5,5,2019-03-12 21:11:43.390000+00:00
30950720,1,1,0,3,3,2019-03-05 13:27:06.403000+00:00
30950741,1,1,0,2,2,2019-03-10 22:04:39.117000+00:00
30950815,2,2,0,8,8,2020-02-29 11:06:22.748000+00:00
30951156,0,1,1,1,1,2019-03-03 17:27:58.979000+00:00
30951227,0,1,1,2,2,2019-03-08 12:06:24.646000+00:00
30951390,-1,1,2,3,3,2019-03-09 19:03:27.672000+00:00
30951404,2,2,0,4,4,2019-03-12 01:09:28.513000+00:00
30951405,2,2,0,3,3,2019-03-09 15:00:18.612000+00:00
30951410,2,2,0,5,5,2019-03-14 13:31:22.802000+00:00
30951414,2,2,0,3,3,2019-03-07 20:12:16.005000+00:00
30951415,4,4,0,4,4,2019-03-11 02:15:22.772000+00:00
30951418,2,3,1,3,3,2019-03-12 19:22:14.427000+00:00
30951421,3,3,0,4,4,2019-03-14 11:09:03.047000+00:00
30951436,2,2,0,2,2,2019-03-05 14:13:23.747000+00:00
30951442,3,3,0,3,3,2019-03-10 06:36:40.204000+00:00
30951448,3,3,0,3,3,2019-03-14 01:35:53.709000+00:00
30951453,4,4,0,4,4,2019-03-13 18:22:26.394000+00:00
30951561,1,2,1,4,4,2019-03-12 12:27:58.222000+00:00
30951892,2,2,0,2,2,2019-03-12 01:34:36.670000+00:00
30951894,1,1,0,3,3,2019-03-14 00:00:52.510000+00:00
30951898,1,1,0,2,2,2019-03-08 11:33:01.634000+00:00
30951902,1,1,0,1,1,2019-03-09 17:22:55.100000+00:00
30952088,0,2,2,6,6,2019-03-11 19:16:56.504000+00:00
30952090,0,1,1,2,2,2019-03-08 16:51:41.177000+00:00
30952094,2,2,0,3,3,2019-03-07 20:43:51.479000+00:00
30952105,2,2,0,3,3,2019-03-13 13:59:04.063000+00:00
30952109,3,3,0,3,3,2019-03-14 04:23:39.924000+00:00
30952113,2,2,0,3,3,2019-03-14 10:58:57.270000+00:00
30952117,2,2,0,2,2,2019-03-04 23:57:01.271000+00:00
30952119,1,1,0,1,1,2019-03-03 19:34:31.319000+00:00
30952173,3,3,0,3,3,2019-03-09 13:57:25.705000+00:00
30952177,2,2,0,2,2,2019-03-10 23:32:07.362000+00:00
30952182,1,1,0,3,3,2019-03-08 20:12:20.834000+00:00
30952188,3,3,0,3,3,2019-03-13 13:19:18.119000+00:00
30952334,-2,1,3,4,8,2019-03-04 16:42:03.705000+00:00
30952336,-3,1,4,5,5,2019-03-10 03:15:40.292000+00:00
30952432,-2,1,3,5,5,2019-03-07 04:18:51.666000+00:00
30952436,1,1,0,1,1,2019-03-13 11:59:37.147000+00:00
30952637,-3,1,4,5,5,2019-03-08 19:33:33.980000+00:00
30952919,1,1,0,1,1,2019-03-11 18:37:27.491000+00:00
30953313,-2,2,4,7,7,2019-03-07 12:18:31.992000+00:00
30953314,0,1,1,2,2,2019-03-10 06:25:07.492000+00:00
30953315,-1,1,2,4,4,2019-03-10 09:32:05.036000+00:00
30953316,-2,1,3,4,4,2019-03-13 19:57:11.633000+00:00
30953361,3,3,0,5,5,2019-03-06 20:29:19.058000+00:00
30953365,2,2,0,3,3,2019-03-13 08:21:58.166000+00:00
30953372,3,3,0,4,4,2019-03-11 22:49:37.045000+00:00
30953518,-2,1,3,7,7,2019-03-14 03:05:14.017000+00:00
30953522,-2,2,4,4,4,2019-03-13 12:51:56.776000+00:00
30953530,0,2,2,5,5,2022-01-31 13:35:23.296000+00:00
30953586,0,1,1,4,5,2019-03-13 03:43:44.044000+00:00
30953588,-1,3,4,4,4,2019-03-13 20:05:04.824000+00:00
30953595,-1,1,2,3,3,2019-03-06 11:53:37.422000+00:00
30953645,2,2,0,2,2,2019-03-11 19:57:54.970000+00:00
30953647,2,2,0,3,3,2019-03-06 20:35:39.582000+00:00
30953650,2,2,0,2,2,2019-03-03 18:04:50.806000+00:00
30953653,3,3,0,3,3,2019-03-09 08:08:50.648000+00:00
30954061,1,1,0,2,2,2019-03-05 13:20:05.110000+00:00
30954077,2,2,0,3,3,2019-03-06 00:22:14.557000+00:00
30954149,1,1,0,2,2,2019-03-05 18:37:28.183000+00:00
30954537,0,1,1,1,1,2019-03-06 17:34:09.747000+00:00
30954678,3,3,0,4,4,2019-03-11 15:49:52.939000+00:00
30954680,1,1,0,1,1,2019-03-07 00:20:53.856000+00:00
30954686,2,2,0,3,3,2019-03-12 00:07:59.297000+00:00
30954841,1,1,0,2,2,2019-03-11 19:18:51.323000+00:00
30954844,4,4,0,4,4,2019-03-14 11:12:34.366000+00:00
30954846,4,4,0,4,4,2019-03-13 16:51:39.104000+00:00
30954849,2,2,0,2,2,2019-03-10 14:40:41.509000+00:00
30955061,4,4,0,5,5,2019-03-10 02:19:21.558000+00:00
30955063,4,4,0,4,4,2019-03-12 05:00:35.694000+00:00
30955066,2,2,0,2,2,2019-03-09 21:59:07.688000+00:00
30955070,5,5,0,6,6,2019-03-11 18:52:34.824000+00:00
30955205,4,5,1,5,5,2019-03-12 22:28:56.777000+00:00
30955207,2,2,0,4,4,2019-03-13 14:29:30.939000+00:00
30955209,3,3,0,3,3,2019-03-13 08:18:41.532000+00:00
30955211,2,2,0,3,3,2019-03-14 03:36:28.643000+00:00
30955286,1,1,0,1,1,2019-03-04 23:20:47.148000+00:00
30955545,1,1,0,1,1,2019-03-04 17:23:04.946000+00:00
30955549,2,2,0,2,2,2019-03-08 08:55:04.862000+00:00
30955552,3,3,0,3,3,2019-03-14 05:11:30.372000+00:00
30955555,2,2,0,2,2,2019-03-08 10:08:18.535000+00:00
30955863,2,2,0,2,2,2019-03-10 20:06:43.274000+00:00
30955923,0,1,1,2,2,2019-03-09 16:18:13.104000+00:00
30955926,1,1,0,1,1,2019-03-09 00:14:18.547000+00:00
30955928,2,2,0,2,2,2019-03-04 23:18:07.222000+00:00
30955929,1,1,0,1,2,2019-03-04 13:59:27.394000+00:00
30955934,1,1,0,1,1,2019-03-10 09:07:20.609000+00:00
30955938,1,1,0,1,1,2019-03-08 14:59:00.286000+00:00
30955989,1,1,0,4,4,2019-03-06 01:14:47.254000+00:00
30955991,2,2,0,3,3,2019-03-14 13:39:28.888000+00:00
30955993,2,2,0,3,3,2019-03-11 23:54:39.522000+00:00
30955996,3,3,0,4,4,2019-03-07 15:11:30.446000+00:00
30956113,1,1,0,3,3,2019-03-10 10:53:01.017000+00:00
30956117,1,1,0,2,2,2019-03-07 15:47:48.570000+00:00
30956121,1,1,0,1,1,2019-03-04 22:01:06.831000+00:00
30956125,3,3,0,4,4,2019-03-12 08:13:53.075000+00:00
30956293,3,3,0,3,3,2019-03-13 12:31:21.461000+00:00
30956295,1,1,0,1,1,2019-03-01 11:03:30.984000+00:00
30956297,3,3,0,4,4,2019-03-07 16:59:14.890000+00:00
30956299,4,4,0,4,5,2019-03-09 06:18:39.548000+00:00
30956535,1,1,0,3,4,2019-03-06 03:13:08.004000+00:00
30956753,2,2,0,3,3,2019-03-10 16:38:21.727000+00:00
30957246,1,1,0,1,1,2019-03-05 18:29:57.988000+00:00
30957249,2,2,0,3,3,2019-03-07 18:43:42.288000+00:00
30957252,2,2,0,3,3,2019-03-14 10:44:32.788000+00:00
30957254,1,1,0,2,2,2019-03-06 16:42:02.225000+00:00
30957353,4,4,0,4,4,2019-03-06 02:12:56.295000+00:00
30957360,2,2,0,3,3,2019-03-05 14:02:20.336000+00:00
30957364,-3,1,4,5,5,2019-03-23 11:38:38.173000+00:00
30957389,1,1,0,2,2,2019-03-04 18:26:17.124000+00:00
30957567,3,3,0,15,15,2019-10-29 19:18:00.364000+00:00
30957569,1,1,0,2,2,2019-03-11 00:10:52.672000+00:00
30957572,1,1,0,1,1,2019-03-03 19:31:13.161000+00:00
30957574,2,2,0,2,2,2019-03-10 17:35:11.256000+00:00
30957613,1,2,1,4,4,2019-03-22 20:12:10.164000+00:00
30957615,1,1,0,1,1,2019-03-02 02:28:17.191000+00:00
30958607,2,2,0,2,2,2019-03-14 02:09:25.355000+00:00
30958610,3,4,1,6,6,2019-03-10 08:43:11.609000+00:00
30958612,3,3,0,3,3,2019-03-12 01:20:44.527000+00:00
30958614,4,4,0,5,5,2019-03-05 14:10:47.013000+00:00
30958780,2,2,0,2,2,2019-03-06 20:15:16.076000+00:00
30958784,0,1,1,2,2,2019-03-09 14:00:00.461000+00:00
30958790,4,4,0,6,6,2019-03-13 12:26:41.347000+00:00
30958794,3,3,0,4,4,2019-03-11 03:17:27.019000+00:00
30959491,2,2,0,2,2,2019-03-14 11:29:57.068000+00:00
30959501,3,3,0,3,3,2019-03-12 18:56:39.855000+00:00
30959505,1,1,0,2,2,2019-03-05 01:01:28.470000+00:00
30959821,3,3,0,4,4,2019-03-14 02:11:36.773000+00:00
30959826,2,2,0,2,2,2019-03-09 13:50:06.398000+00:00
30959831,2,2,0,3,3,2019-03-08 18:46:47.224000+00:00
30959993,3,3,0,4,4,2021-05-31 22:56:28.006000+00:00
30959996,3,3,0,3,3,2019-03-11 21:05:12.908000+00:00
30960165,1,1,0,6,8,2022-03-11 22:02:46.968000+00:00
30960168,1,1,0,1,1,2019-07-13 14:17:10.885000+00:00
30960170,2,2,0,5,7,2019-03-12 20:46:42.439000+00:00
30960172,3,4,1,5,5,2020-08-09 21:43:05.032000+00:00
30960287,3,3,0,4,4,2019-03-13 06:45:52.409000+00:00
30960291,1,1,0,1,1,2019-03-05 23:49:03.411000+00:00
30960295,4,4,0,5,5,2019-03-10 16:17:14.886000+00:00
30960299,2,3,1,4,4,2019-03-06 13:58:16.850000+00:00
30960308,1,1,0,1,1,2019-03-01 22:40:55.167000+00:00
30960312,3,3,0,3,3,2019-03-14 12:01:39.526000+00:00
30960317,3,3,0,3,3,2019-03-10 15:08:01.973000+00:00
30960322,1,1,0,2,2,2019-03-06 22:49:40.681000+00:00
30960362,-2,1,3,4,4,2019-03-06 19:53:45.087000+00:00
30960364,-1,1,2,4,4,2019-03-10 16:34:34.357000+00:00
30960461,2,2,0,4,4,2019-03-22 20:20:53.298000+00:00
30960474,0,1,1,2,2,2019-03-03 21:25:22.473000+00:00
30960587,2,2,0,2,2,2019-03-10 15:02:22.792000+00:00
30960590,5,5,0,5,5,2019-03-13 06:19:34.879000+00:00
30960593,3,3,0,6,7,2019-03-13 14:59:29.744000+00:00
30960596,4,4,0,4,4,2019-03-04 18:25:56.351000+00:00
30960625,1,1,0,1,1,2019-03-14 09:23:12.460000+00:00
30960680,1,1,0,1,1,2019-03-01 22:12:28.727000+00:00
30960683,1,1,0,2,2,2019-03-08 21:40:06.081000+00:00
30960688,1,1,0,1,1,2019-03-03 20:27:37.655000+00:00
30960692,3,3,0,3,3,2019-03-12 11:55:14.117000+00:00
30960907,1,1,0,2,2,2019-03-09 17:04:20.176000+00:00
30960924,2,2,0,4,4,2019-03-12 11:46:50.291000+00:00
30960931,1,1,0,3,3,2019-03-12 18:45:09.588000+00:00
30961014,3,3,0,3,3,2019-03-08 01:45:52.630000+00:00
30961019,2,2,0,2,2,2019-03-12 08:17:04.583000+00:00
30961024,0,2,2,4,4,2019-03-07 00:29:39.178000+00:00
30961029,1,1,0,2,2,2019-03-09 10:06:56.318000+00:00
30961170,1,1,0,1,1,2019-03-04 22:14:49.205000+00:00
30961179,1,1,0,2,2,2019-03-05 10:10:00.017000+00:00
30961182,2,2,0,2,2,2019-03-08 09:10:26.083000+00:00
30961305,3,3,0,3,3,2019-03-11 14:21:50.461000+00:00
30961313,1,1,0,3,3,2019-03-09 02:19:13.611000+00:00
30961319,2,2,0,4,4,2019-03-09 00:01:11.615000+00:00
30961326,1,1,0,2,2,2019-03-11 05:15:11.967000+00:00
30961546,2,2,0,2,2,2019-03-14 03:39:26.961000+00:00
30961549,2,2,0,4,4,2019-03-13 00:00:03.257000+00:00
30961664,1,1,0,1,1,2019-03-12 12:05:11.198000+00:00
30962194,1,1,0,2,4,2019-03-05 21:02:30.107000+00:00
30962550,1,1,0,1,1,2019-03-13 10:00:47.134000+00:00
30962646,1,1,0,4,5,2019-03-10 13:40:59.481000+00:00
30962885,1,1,0,2,2,2019-03-05 00:04:17.713000+00:00
30962888,4,4,0,4,4,2019-03-10 15:36:24.589000+00:00
30962890,0,1,1,3,3,2019-03-03 17:55:18.713000+00:00
30962922,2,2,0,3,3,2019-03-12 22:52:53.392000+00:00
30962927,1,1,0,3,3,2019-03-07 14:43:00.714000+00:00
30962931,2,2,0,2,2,2019-03-11 18:04:29.954000+00:00
30962937,3,3,0,3,3,2019-03-05 21:00:13.795000+00:00
30963024,1,1,0,2,2,2019-03-03 15:16:31.574000+00:00
30963082,3,3,0,5,5,2019-03-14 13:01:51.290000+00:00
30963087,1,1,0,1,1,2019-03-04 20:55:12.749000+00:00
30963121,2,2,0,2,2,2019-03-12 09:11:04.176000+00:00
30963124,2,2,0,2,2,2019-03-09 14:27:38.971000+00:00
30963126,4,4,0,4,4,2019-03-14 13:05:49.192000+00:00
30963128,3,3,0,3,3,2019-03-14 11:57:32.545000+00:00
30963150,4,4,0,4,4,2019-03-10 19:28:27.009000+00:00
30963156,3,3,0,3,3,2019-03-08 13:52:45.101000+00:00
30963159,3,3,0,5,5,2019-03-10 01:54:01.930000+00:00
30963162,2,2,0,3,3,2019-03-10 17:36:00.303000+00:00
30969065,0,1,1,5,5,2021-02-26 16:56:52.314000+00:00
30969074,3,3,0,4,4,2021-02-26 16:56:08.182000+00:00
30969081,2,2,0,3,3,2019-03-12 10:09:21.685000+00:00
30969417,2,2,0,3,3,2019-03-12 17:59:23.039000+00:00
30969424,2,2,0,3,3,2019-03-13 16:42:40.255000+00:00
30969430,1,1,0,2,2,2019-03-12 21:08:07.870000+00:00
30969436,1,1,0,1,1,2019-03-06 00:17:10.742000+00:00
30969500,1,1,0,1,1,2019-03-02 02:40:00.852000+00:00
30969501,2,2,0,2,2,2019-03-12 01:55:04.683000+00:00
30969502,2,2,0,2,2,2019-03-12 13:45:32.653000+00:00
30969503,2,2,0,2,2,2019-03-06 15:42:23.516000+00:00
30969600,1,1,0,1,1,2019-03-06 16:11:59.300000+00:00
30969603,2,2,0,2,2,2019-03-03 17:19:05.753000+00:00
30969661,1,1,0,2,2,2019-03-12 02:14:32.532000+00:00
30969665,1,2,1,4,4,2019-03-11 13:49:29.752000+00:00
30969671,1,2,1,3,3,2019-03-07 04:21:03.406000+00:00
30969677,3,3,0,4,4,2019-03-12 00:13:28.819000+00:00
30969857,3,3,0,3,3,2019-03-11 06:18:16.268000+00:00
30969862,3,3,0,3,4,2019-03-11 14:51:16.295000+00:00
30969868,1,2,1,3,6,2019-03-10 09:42:13.799000+00:00
30969875,1,1,0,2,2,2019-03-06 23:07:24.213000+00:00
30970032,3,4,1,5,5,2019-03-12 16:32:57.186000+00:00
30970041,3,3,0,4,4,2019-03-14 04:02:17.475000+00:00
30970045,2,2,0,3,3,2019-03-14 00:01:27.573000+00:00
30970048,2,2,0,3,3,2019-03-05 03:32:55.410000+00:00
30970050,3,3,0,4,4,2019-03-08 21:02:17.896000+00:00
30970056,4,4,0,4,4,2019-03-13 02:52:55.877000+00:00
30970255,1,1,0,1,1,2019-03-03 14:19:27.744000+00:00
30970260,1,1,0,1,1,2019-03-01 19:09:43.035000+00:00
30970263,2,2,0,3,3,2019-03-11 17:47:27.618000+00:00
30970270,1,1,0,1,1,2019-03-01 22:35:05.272000+00:00
30970301,1,1,0,1,1,2019-03-12 14:12:12.594000+00:00
30970313,2,2,0,3,3,2019-03-06 01:51:00.240000+00:00
30970314,4,4,0,4,4,2019-03-11 01:12:48.059000+00:00
30970318,2,2,0,2,2,2019-03-11 15:39:23.245000+00:00
30970319,-2,1,3,4,4,2019-03-13 20:53:26.631000+00:00
30970328,3,3,0,3,3,2019-03-11 11:19:51.149000+00:00
30970331,4,4,0,4,4,2019-03-04 15:43:49.950000+00:00
30970334,3,3,0,5,5,2019-03-13 10:07:18.587000+00:00
30970335,4,4,0,5,5,2019-03-14 03:38:08.951000+00:00
30970350,2,2,0,2,2,2019-03-09 01:24:03.855000+00:00
30970352,2,2,0,3,3,2019-03-06 19:47:08.868000+00:00
30970358,2,2,0,3,3,2019-03-12 18:50:01.943000+00:00
30970489,1,1,0,2,2,2019-03-11 03:33:02.879000+00:00
30970497,1,1,0,1,1,2019-03-05 21:51:12.618000+00:00
30970777,2,2,0,4,4,2019-03-12 18:31:42.212000+00:00
30970786,2,2,0,2,2,2019-03-10 03:26:52.587000+00:00
30970791,2,2,0,3,3,2019-03-12 14:34:14.877000+00:00
30970837,1,1,0,2,2,2019-03-04 23:34:43.012000+00:00
30970846,1,1,0,1,1,2019-03-05 22:04:20.878000+00:00
30970851,2,2,0,4,4,2019-03-12 17:40:12.419000+00:00
30971028,1,1,0,2,2,2019-03-13 16:38:25.135000+00:00
30971034,3,3,0,4,4,2019-03-11 02:57:17.364000+00:00
30971064,1,1,0,1,1,2019-03-09 22:26:51.969000+00:00
30971069,3,3,0,3,3,2019-03-13 16:46:10.778000+00:00
30971073,5,5,0,5,5,2019-03-11 20:53:24.072000+00:00
30971078,1,1,0,1,1,2019-03-03 03:22:11.717000+00:00
30971184,-1,1,2,4,4,2019-03-08 11:56:52.880000+00:00
30971195,-3,2,5,6,9,2021-12-08 18:43:30.009000+00:00
30971200,-2,2,4,5,5,2019-03-11 13:13:11.781000+00:00
30971392,1,1,0,1,1,2019-03-10 11:00:39.565000+00:00
30971393,1,1,0,1,1,2019-03-11 11:33:08.257000+00:00
30971402,1,1,0,3,3,2019-03-11 15:26:48.116000+00:00
30971505,2,2,0,2,2,2019-03-14 11:34:22.981000+00:00
30971508,0,2,2,4,4,2019-03-22 20:34:30.631000+00:00
