TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
277324701,277324701.01,,,,,,,,,PC,,11.609,0.006,310.617389,58.166144,7.451,0.043,4.534,0.039,2458710.6749,.0242,3.81053,0.00204,0.875456,,806,,0.233,0.031,64.426,5.214,.943,.01,.032,0,2.185,.637,4.894,.342,,,,,,,.014,.017,,,,,,,,,,,391.293,3.6395,6279,339.591,4.28491,.100707,1.3213,.0612563,2022-10-20 09:04:15,montalto,,421209,"new CTOI, Montalto (2022)"
277649549,277649549.01,,,,,,,,,PC,,7.5194,0.006,329.04116,-60.229457,33.598,0.059,-2.031,0.075,2458326.4805,,14.48819,,3502.5482,,960282.608298775,,4.16666666666667,,,,,,,,,,41.2864647382285,,,,,,,,,,,,,,,,,,,,103.989,.451,6607,121.782,4.02762,.0839428,1.88436,.0832613,2019-05-25 09:17:28,lipponen,,3787,"sector1"
277649549,277649549.02,,,,,,,,,PC,,7.5194,0.006,329.04116,-60.229457,33.598,0.059,-2.031,0.075,2458329.1013,,14.49028,,2275.126082,,876987.408721874,,4.4,,,,,,,,,,72.6594523878149,,,,,,,,,,,,,,,,,,,,103.989,.451,6607,121.782,4.02762,.0839428,1.88436,.0832613,2019-05-25 09:17:28,lipponen,,3787,"sector1"
277735964,277735964.01,,,,,,,,,PC,,12.5324,0.008,153.840226,2.115137,-1.188,0.262,-4.315,0.362,2458518.2474,.0008,0.61481,0.00004,6.733946,,6183,,0.065,0.002,51.186,1.055,.992,.002,.124,0,1.583,.039,20.711,2.761,,,,,,,.199,.025,,,,,,,,,,,790.615,111.269,6484,127.88,4.2177,.14766,1.48071,.209849,2022-10-20 09:02:36,montalto,,420800,"new CTOI, Montalto (2022)"
277748419,277748419.01,,,,,,,,,PC,,13.9288,0.006,329.915898,-64.972141,-31.975,0.033,-20.22,0.041,2458324.681,.0096,1.46293,0.00088,5.485947,,5040,,0.144,0.017,55.064,3.519,.968,.005,.1,0,1.69,.185,8.046,1.747,,,,,,,.043,.018,,,,,,,,,,,284.797,2.3545,4036,122,4.50236,,.737095,,2022-10-20 09:04:55,montalto,,421468,"new CTOI, Montalto (2022)"
278341415,278341415.01,,,,,,,,,PC,,14.8149,0.012,324.745119,53.904895,-3.585,0.083,-3.352,0.084,2458765.16980094,.00449618,1.08813103,0.0003959,25.852737,17.368823,23530,15870,3.386,0.361,,,.524,.286,.1539,.04725,2.6,.42,17.54,5.92,,,,,,,,,,,,,,,,,,,903.02,36.596,5201,123,4.34504,,1.04413,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:A,CM,5.6e+07yr. Wrn: mean(R)=1.025. Rp=(0.67-2.48)Rj. b=0.00-0.90 (3-97HDI)."
278536652,278536652.01,,,,,,,,,PC,,10.3425,0.006,332.791343,-39.154808,30.417,0.064,28.386,0.059,2458322.0306,.0022,7.13154,0.00079,6.07319,,5578,,0.195,0.005,84.34,.72,.81,.02,.075,.002,8.23,.74,17.42,1.25,,,,,,,.21,.07,,,,,,,,,,,375.343,7.1135,6067,133.466,3.83525,.0849123,2.12787,.105422,2020-08-10 07:20:18,montalto,,29338,"new CTOI, Montalto et al. (2020)"
278661431,278661431.01,,,,,,,,,PC,,12.4856,0.007,328.816671,-66.090744,102.617,0.059,-4.594,0.069,2458343.9299,.0025,17.6317,0.0048,,,,,,,89.98,.12,,,.094,.002,46.41,.38,2.82,.11,,,1.1,.1,,,,,,,,,,,,,,,35.6143,.06375,3328,157,4.95406,.00902508,.275375,.00833466,2019-02-21 16:14:10,christiansen,,2163,"Planet candidates identified in https://arxiv.org/pdf/1812.08145.pdf"
278664649,278664649.01,,,,,,,,,PC,,11.7882,0.006,334.288091,-40.405516,22.178,0.046,-13.092,0.051,2458338.33,,18.392,,2.033174,,1870.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.857,2.169,5476,134.699,4.58513,.0798,.827188,.0464221,2021-02-17 04:53:00,chiarello,,94436,"Sector 23"
278683641,278683641.01,,,,,,,,,PC,,9.5402,0.006,99.245482,-58.459941,-10.653,0.049,52.744,0.048,2458326.9115,,4.252083,,15.43281,,14113.5995123839,,3.96666666666667,,,,,,,,,,21.2798549710583,,,,,,,,,,,,,,,,,,,,203.197,.9165,6095,131.686,4.03357,.0840987,1.70098,.0772464,2019-06-22 00:19:17,lipponen,,3787,"sector1"
278683641,278683641.02,,,,,,,,,PC,,9.5402,0.006,99.245482,-58.459941,-10.653,0.049,52.744,0.048,2458329.024,,4.259722,,161.699992,,138371.603847909,,4.33333333333333,,,,,,,,,,67.2660198105464,,,,,,,,,,,,,,,,,,,,203.197,.9165,6095,131.686,4.03357,.0840987,1.70098,.0772464,2019-06-22 00:19:17,lipponen,,3787,"sector1"
278784173,278784173.01,,,,,,,,,PC,,12.814,0.018,335.730326,-37.527463,20.379,3.1,79.368,3.1,2458325.7104,,1.497222,,34.668663,,31426.6071350209,,0.533333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-08-02 00:39:26,lipponen,,3787,"sector1"
278825345,278825345.01,,,,,,,,,PC,,13.7573,0.006,100.476903,-56.900727,3.234,0.069,18.869,0.074,2458332.214373,,7.989205,,17.943876,,16391.1,,3.1563,,,,.699,,.12249,,,,11.605846588117105,,,,,,,,,,,,,,,,,,,,376.329,5.3185,4456,122,4.44485,,.830155,,2021-02-08 16:07:01,olmschenk,,94042,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
278988794,278988794.01,,,,,,,,,PC,,13.7216,0.006,101.902378,-57.824739,-2.796,0.033,5.5,0.029,2458328.4822,,7.503472,,102.979162,,90488.2058431141,,3.96666666666667,,,,,,,,,,40.5862195141658,,,,,,,,,,,,,,,,,,,,1584.54,39.655,6079,122,3.89474,,1.9958,,2019-06-22 00:19:17,lipponen,,3787,"sector1"
278988794,278988794.02,,,,,,,,,PC,,13.7216,0.006,101.902378,-57.824739,-2.796,0.033,5.5,0.029,2458339.8767,,3.807639,,44.772669,,40398.4688921557,,3.56666666666667,,,,,,,,,,27.118462552119,,,,,,,,,,,,,,,,,,,,1584.54,39.655,6079,122,3.89474,,1.9958,,2019-06-22 00:19:17,lipponen,,3787,"sector1"
278990954,278990954.01,,,,,,,,,PC,,10.1864,0.006,102.010404,-58.137496,0.96,0.04,-20.267,0.041,2458650.02,.01,0,,1.629827,0.271468,1500,250,10.4,0.8,,,,,.033,.004,,,9.4,1.3,,,,,,,,,,,,,,,,,,,360.715,3.017,5760.57,127.034,3.63118,.076643,2.56959,.13411,2020-06-08 05:35:14,eisner,,19444,"Planet Hunters TESS candidate. Single transit event."
279070369,279070369.01,,,,,,,,,PC,,12.4466,0.007,49.886583,-1.237934,3.813,0.052,-13.775,0.057,2458416.53735,.0026,,,8.830274,0.434381,8100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.41,10.458,5872,128.233,4.25052,.0804508,1.27769,.0653065,2020-12-21 11:50:22,brahm,,92652,"WINE single transit"
279070369,279070369.02,,,,,,,,,PC,,12.4466,0.007,49.886583,-1.237934,3.813,0.052,-13.775,0.057,2459152.96,.1,,,6.206401,0.32577,5700,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.41,10.458,5872,128.233,4.25052,.0804508,1.27769,.0653065,2020-12-22 05:02:04,brahm,,92715,"WINE single transit"
279095914,279095914.01,4675.01,,,,,,,,PC,,11.0418,0.006,50.542788,-4.111673,-6.765,0.079,-22.516,0.097,2458147.63527,,3.576086,,1.033255,0.044712,951.21,41.18,2.054,0.054,,,.161,.161,,,,,2.035,.098,6.8,.4,60.71,,711,,,,.03888,,,,,,,,3.93,.23,61.629,.1918,3991,118.992,4.66599,.116412,.605668,.0595629,2021-05-10 10:54:13,spencer,,96949,"Mass and semi-amplitude estimated using the probabilistic M/R formula from Wolfgang et al 2015"
279314488,279314488.01,,,,,,,,,PC,,10.519,0.006,331.680517,-43.732979,1.295,0.061,-11.496,0.055,2458325.5048,,1.829861,,4644.006428,,986119.74550823,,2.73333333333333,,,,,,,,,,38.6463639234113,,,,,,,,,,,,,,,,,,,,490.137,13.2795,6371,134.934,3.80368,.089949,2.33937,.117249,2019-05-25 09:17:28,lipponen,,3787,"sector1"
279314488,279314488.02,,,,,,,,,PC,,10.519,0.006,331.680517,-43.732979,1.295,0.061,-11.496,0.055,2458326.4173,,1.835417,,3211.408127,,948067.796602306,,3,,,,,,,,,,74.7529437017508,,,,,,,,,,,,,,,,,,,,490.137,13.2795,6371,134.934,3.80368,.089949,2.33937,.117249,2019-05-25 09:17:28,lipponen,,3787,"sector1"
279327604,279327604.01,2489.01,,,,,,,,PC,,11.2451,0.006,332.553092,-45.049614,-26.014,0.125,12.767,0.172,2458325.2519,.0022,1.42688,0.00026,3.029083,,2786,,0.05,0.007,76.68,3.06,.95,.04,.055,.021,4.13,1.62,6.15,2.71,,,,,,,.65,.72,,,,,,,,,,,215.394,5.026,5309.5,123.992,4.37694,.087111,1.02349,.0640201,2020-08-10 07:20:18,montalto,,29476,"new CTOI, Montalto et al. (2020)"
279383896,279383896.01,3958.01,,,,,,,,PC,,11.5687,0.006,349.685957,63.250498,5.784,0.047,-1.417,0.042,2458771.670944,,12.032111,,4.831948,,4440.5,,4.8754,,,,.221,,.06211,,,,12.857953667405571,,,,,,,,,,,,,,,,,,,,436.306,6.095,6362,193.279,4.24584,.0925614,1.40388,.0664824,2021-02-08 16:07:01,olmschenk,,94043,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
279401253,279401253.01,,,,,,,,,PC,,11.2625,0.007,57.657228,-15.026225,26.853,0.049,-26.54,0.035,2459151.042,.013,,,9.574859,0.347491,8780,320,4.272,0.672,,,,,,,,,11.542,.208,,,,,,,,,,,,,,,,,,,285.584,2.764,5859,125.434,4.35954,.0799113,1.12699,.0550855,2021-01-12 08:51:48,steuer,,93137,"Found with our in-house single transit finder; transit finder output attached under 'Files'"
279514271,279514271.01,2339.01,,,,,,,,PC,,11.9507,0.006,105.762026,-55.368285,-1.137,0.04,9.054,0.043,2458351.8339,.0074,9.7723,0.00036,1.817958,,1673,,0.304,0.014,83.95,1.93,.76,.05,.041,.002,7.25,1.43,10.91,1.2,,,,,,,.07,.06,,,,,,,,,,,753.745,11.069,5636.79,117.506,3.66425,.0769155,2.43731,.12804,2020-08-10 07:20:18,montalto,,29507,"new CTOI, Montalto et al. (2020)"
279787356,279787356.01,,,,,,,,,PC,,13.8438,0.007,86.249323,-10.065534,13.667,0.068,-31.307,0.067,2458468.1408,.0073,0.85598,0.00048,2.817882,,2592,,0.069,0.01,76.846,3.551,.702,.071,.05,0,3.086,.572,3.226,.873,,,,,,,.758,.694,,,,,,,,,,,233.667,1.955,4354,122,4.7278,,.591166,,2022-10-20 09:04:55,montalto,,421502,"new CTOI, Montalto (2022)"
279856297,279856297.01,,,,,,,,,PC,,12.5931,0.006,40.417046,-62.083227,-24.094,0.029,-3.935,0.027,2458318.9523,.0005,7.71872,0.00007,38.392601,,34743,,0.065,0.001,89.337,.068,.473,.029,.175,0,40.889,1.083,16.678,1.719,,,,,,,21.706,2.564,,,,,,,,,,,179.876,.46,4004,126.998,4.35588,.121874,.872496,.0896858,2022-10-20 09:04:55,montalto,,421469,"new CTOI, Montalto (2022)"
279947414,279947414.01,4145.01,,,,,,,,PC,,11.5241,0.006,39.429743,80.267384,11.766,0.04,-13.413,0.044,2458791.689611,,4.06645,,20.081557,,18325.8,,2.1552,,,,.728,,.13358,,,,13.148804754468918,,,,,,,,,,,,,,,,,,,,205.387,1.1905,5421,155.122,4.54354,.0823734,.860501,.0466734,2021-02-08 16:07:01,olmschenk,,94044,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
280031353,280031353.03,,,,,,,,,PC,,11.8231,0.006,297.416187,68.883354,17.488,0.038,2.292,0.046,2459398.736,.003,,,10.802349,0.543004,9900,500,17.4,0.3,,,,,,,,,8.6,.6,,,,,,,,,,,,,,,,,,,221.705,1.0125,5607,158.447,4.63178,.076559,.796892,.0411759,2021-09-16 06:48:29,eisner,,99942,"Identified via PHT. Single transit event."
280613644,280613644.01,,,,,,,,,PC,,13.7124,0.007,115.803954,1.738686,-7.005,0.044,-1.168,0.026,2458494.736165,,3.721148,,19.514104,,17812.6,,3.2196999999999996,,,,0,,.12298,,,,16.480367275625976,,,,,,,,,,,,,,,,,,,,847.656,17.8545,5796,122,4.34832,,1.13081,,2021-02-08 16:07:01,olmschenk,,94045,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
280627094,280627094.01,,,,,,,,,PC,,8.97491,0.006,50.865819,66.639945,-18.133,0.028,-27.447,0.051,2458790.0963,.0094,2.57034,0.00082,0.377902,,348,,0.222,0.019,68.429,5.937,.82,.048,.02,.004,2.231,.678,4.192,1.164,,,,,,,.032,.063,,,,,,,,,,,172.794,.9055,6251,385.217,3.99469,.112885,1.83569,.0815276,2022-10-20 09:04:15,montalto,,421284,"new CTOI, Montalto (2022)"
280692653,280692653.01,,,,,,,,,PC,,11.4679,0.006,63.844024,67.51411,3.691,0.023,-6.397,0.04,2458822.7547,.003,,,10.246519,8.272171,9393,7590,,,,,,,,,,,11.6203,4.7384,,,,,,,,,,,,,,,,,,,265.671,1.8335,5470,151.636,4.3336,.0816344,1.10329,.0605904,2022-04-28 22:03:58,dragomir,tfopwg,415382,"single transit event from the TSTPC working group"
280803912,280803912.01,,,,,,,,,PC,,12.051,0.006,44.490575,-66.942465,16.868,0.048,10.974,0.045,2458321.6213,.0109,5.12915,0.00107,1.248228,,1149,,0.151,0.017,74.787,1.486,.998,.003,.058,0,3.802,.453,21.16,2.001,,,,,,,.039,.02,,,,,,,,,,,971.237,23.7025,5207,122,,,3.31376,,2022-10-20 09:02:36,montalto,,420734,"new CTOI, Montalto (2022)"
280865159,280865159.01,1894.01,,,,,,,,PC,,10.7519,0.021,100.798591,-78.281094,39.23,2,56.87,2,2458387.08,,0,,2.173647,0.543004,2000,500,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.372,,5611,,,,1.0692,,2020-03-06 01:47:48,eisner,tfopwg,17972,"Planet Hunters TESS candidate. Single transit event."
280980464,280980464.01,,,,,,,,,PC,,9.17351,0.006,68.439904,70.946975,6.552,0.038,-18.46,0.061,2458815.9496,.0059,0.47013,0.00002,0.368127,,339,,0.131,0.002,81.235,2.878,.175,.082,.014,.001,1.145,.004,2.037,.274,,,,,,,.129,.012,,,,,,,,,,,152.013,.8205,6586,126.688,4.35426,.0935601,1.2895,.055294,2022-10-20 09:04:15,montalto,,421329,"new CTOI, Montalto (2022)"
281190674,281190674.01,,,,,,,,,PC,,9.13708,0.006,69.702609,69.613292,7.787,0.036,-0.372,0.071,2458804.9823,.02,12.84772,0.00157,0.443071,,408,,0.255,0.04,76,1.797,1.007,.003,.04,0,4.163,.73,13.637,.843,,,,,,,.008,.006,,,,,,,,,,,316.058,3.2555,6947,127.827,3.6785,.0883755,2.95505,.123467,2022-10-20 09:04:15,montalto,,421320,"new CTOI, Montalto (2022)"
281461138,281461138.01,,,,,,,,,PC,,13.0153,0.007,5.98961,-55.529049,93.841,0.092,-63.511,0.088,2458325.5453061326,.04478641078833335,5.2109213976141024,0.0682113567911555,15.664202,0.447759,14323.688952936132,412.31658769350406,1.0810662616368083,,,,.7433267528073924,.0243838745478898,.12123814939460206,.004133581721442716,27.82424629463389,1.5454377611660715,3.884640288263285,.13244575383348778,,,,,,,,,.03799933211408985,.002110590961794738,,,,,,,,,41.6244,.1217,3036,157,4.93267,.00646434,.293752,.00883677,2021-04-06 14:54:18,feliz,,95994,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
281599144,281599144.01,,,,,,,,,PC,,10.1252,0.006,9.199909,-56.865036,38.807,0.184,-4.915,0.201,2458307.8733,.0027,36.05431,,7.378708,,6773,,0.255,0.016,87.83,.16,.95,.1,.102,.058,25.08,1.75,12.05,7.59,,,,,,,.23,.08,,,,,,,,,,,166.048,3.65,5862.3,132.14,4.3948,.0835968,1.08214,.0611985,2020-08-10 07:20:18,montalto,,29350,"new CTOI, Montalto et al. (2020)"
281837575,281837575.01,5143.01,,,,,,,,PC,,11.2668,0.007,165.36512,5.139481,-49.26,0.096,-0.122,0.076,2459526.76012,.0001745,2.3859415,0.0001105,1.507396,0.035613,1387.4,32.8,1.704,0.099,,,.675,.082,,,,,3.534,.278,,,404.3,,1192,,,,.0341,,,,,,,,,,181.38,2.106,5296.38,107.392,4.53407,.0772605,.85412,.0427136,2022-01-02 14:39:14,spencer,,104042,"Potential multi; Hot Neptune candidate"
281837575,281837575.02,5143.02,,,,,,,,PC,,11.2668,0.007,165.36512,5.139481,-49.26,0.096,-0.122,0.076,2459527.23554,.0012225,5.2130935,0.0004755,10.992844,0.27364,10073.7,252,1.52,0.027,,,.878,.014,,,,,10.685,.557,,,168.8,,918,,,,.05741,,,,,,,,,,181.38,2.106,5296.38,107.392,4.53407,.0772605,.85412,.0427136,2022-01-02 14:42:46,spencer,,104042,"Potential multi; near a 9:4 MMR with the inner planet; high impact PC or a BEB"
281851658,281851658.01,,,,,,,,,PC,,12.6935,0.008,14.82404,-59.203651,290.584,0.077,236.789,0.065,2458359.875145306,.06870357363982296,6.200656428481738,0.09472296256743684,2.958125,0.187582,2720.825387633934,172.7547449949442,1.6448080060755492,,,,.6320315889100913,.1521328327353435,.05133233192957608,.006289421685660031,25.95427492600972,1.5979160916083772,2.244114705697286,.27495699424847175,,,,,,,,,.04836197202766665,.0029774814956390594,,,,,,,,,63.9363,.1799,3413,157,4.82593,.00358652,.400796,.0120549,2021-04-06 14:56:43,feliz,,96004,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
282272435,282272435.01,,,,,,,,,PC,,9.3543,0.006,89.564006,0.284767,16.479,0.072,8.508,0.074,2458467.8045,.0054,5.21027,0.00184,1.364542,,1256,,0.174,0.01,74.561,.725,.974,.002,.047,0,3.658,.193,14.31,1.119,,,,,,,.034,.008,,,,,,,,,,,231.694,2.242,5227,142.057,,,2.76274,.162633,2022-10-20 09:02:36,montalto,,420797,"new CTOI, Montalto (2022)"
282498590,282498590.01,2492.01,,,,,,,,PC,,11.6749,0.006,90.099738,5.11447,-7.783,0.084,-5.481,0.074,2458464.711,.0011,10.1084,,16.926512,,15469,,0.226,0.008,87.19,.65,.64,.04,.121,.011,13.1,.85,19.68,6.17,,,,,,,.42,.11,,,,,,,,,,,421.423,14.039,6519,1072.3,4.21895,.25486,1.48974,.32994,2020-08-10 07:20:18,montalto,,29370,"new CTOI, Montalto et al. (2020)"
282502866,282502866.01,,,,,,,,,PC,,7.4298,0.006,90.086012,1.792205,-25.015,0.189,-26.899,0.185,2458462.4236,.0007,7.40066,,14.70775,,13455,,0.088,0.003,87.17,.2,.9,.12,.132,.034,18.26,1.06,21.98,6.63,,,,,,,2.1,.52,,,,,,,,,,,74.5002,.34725,6200,132.202,4.14731,.0858222,1.52459,.0732161,2020-08-10 07:20:18,montalto,,29305,"new CTOI, Montalto et al. (2020)"
282794970,282794970.01,,,,,,,,,PC,,13.2247,0.007,199.484552,16.418007,-20.67,0.045,-8.615,0.032,2459665.725,.0019,10.54658,0.00134,29.484374,0.888387,26790.7,817.9,3.4173,0.12193,88.48889,.33987,.61,.09,.1581,.004,23.2,1.94,18.85,.47,,,127.86,10.9,858,18,1.508,.378,.0948,0,,,,,,,,,661.309,9.984,5726,122,4.37006,,1.09221,,2022-10-19 18:35:44,knguyen,,420694,"Nguyen et al. (2022)"
282830436,282830436.01,,,,,,,,,PC,,13.7596,0.024,232.6929,-54.233977,-4.201,0.049,-5.077,0.044,2458628.82678369,.00251993,5.63674116,0.00100732,24.108458,0.575593,21960,530,4.961,0.854,88.4,1.3,.267,.225,.1482,.00251,9.72,.63,37.05,11.13,,,,,,,,,,,,,,,,,,,1480.86,54.805,13359,142,,,,,2020-04-13 10:41:06,bouma,tfopwg,18718,"Likely EB, NGC 5925 (180Myr, CG18). Star properties unclear."
282883628,282883628.01,,,,,,,,,PC,,10.7977,0.006,0.751332,65.659459,13.549,0.044,6.871,0.044,2458768.88,,8.42,,0.176251,,162.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.354,1.924,5759,157.874,4.24359,.0771518,1.27019,.0632789,2021-02-16 02:10:28,chiarello,,94422,"All data obtained using the lightkurve framework"
282940781,282940781.01,5655.01,,,,,,,,PC,,10.686,0.006,229.259572,61.008601,-61.448,0.053,105.958,0.061,2458731.64825,,29.126196,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.811,.14,4248,120.613,4.5589,.107162,.706895,.0623115,2020-04-10 02:43:03,holstkristiansen,,18689,"low SNR PC"
283027405,283027405.01,,,,,,,,,PC,,9.88725,0.006,0.976604,61.608322,-30.133,0.049,-14.721,0.04,2458797.66,,7.29,,1.953541,,1797.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.526,1.4535,5904,178.795,4.11512,.0817302,1.50236,.0731558,2021-02-15 08:36:00,chiarello,,94406,"Possible hot jupiter or brown dwarf considering the size"
283224968,283224968.01,,,,,,,,,PC,,12.0003,0.006,328.140333,29.528416,20.072,0.071,-18.389,0.081,2458709.4803,.0046,2.39184,0.00078,2.094232,,1927,,0.066,0.013,86.223,.738,.629,.086,.043,.004,9.551,.823,4.666,.899,,,,,,,2.883,1.146,,,,,,,,,,,289.837,3.746,5386,134.193,4.42955,.0814224,.976487,.0548341,2022-10-20 09:02:36,montalto,,420887,"new CTOI, Montalto (2022)"
283307274,283307274.01,2558.01,,,,,,,,PC,,11.6919,0.006,128.24579,-25.256245,-7.534,1.171,9.135,1.173,2459233.128,.02,17.8,0.2,6.534039,0.543004,6000,500,5,0.5,,,,,,,,,11.7,.5,,,,,,,,,,,,,,,,,,,400.905,,6315,,,,1.38395,,2021-03-12 05:57:09,gsun,,95088,"newCTOI"
283477114,283477114.01,,,,,,,,,PC,,11.9561,0.007,12.939058,40.683394,7.357,0.068,-6.243,0.073,2458762.1392,.027,2.67973,0.0048,1.263446,,1163,,0.142,0.027,65.263,3.867,.97,.006,.044,0,2.319,.565,18.781,2.555,,,,,,,.033,.037,,,,,,,,,,,958.949,52.323,4907.25,79.396,,,3.90203,,2022-10-20 09:03:27,montalto,,421024,"new CTOI, Montalto (2022)"
283786459,283786459.01,,,,,,,,,PC,,11.4189,0.006,134.806235,8.991739,-43.453,0.128,11.88,0.139,2459560.776,.007,,,3.95929,0.184591,3640,170,2.734,1.7,,,,,,,,,7.476,.17,,,,,,,,,,,,,,,,,,,332.677,5.9395,6144,130.062,4.39517,.0851094,1.13399,.0551306,2022-02-04 07:07:16,vogl,,107729,"Found with our in-house single transit finder; Sector 46"
284124227,284124227.01,,,,,,,,,PC,,10.5468,0.006,108.47022,1.346974,-3.828,0.086,-4.595,0.075,2458502.3246,.0045,,,22.069982,10.461362,20122,9589,4.8,,,,,,,,,,27.5222,6.644,,,,,,,,,,,,,,,,,,,470.61,10.049,7491,130.119,4.17312,.0824973,1.78132,.0689849,2022-04-28 22:03:58,dragomir,tfopwg,415343,"single transit event from the TSTPC working group"
284173938,284173938.01,3751.01,,,,,,,,PC,,12.8826,0.01,68.629023,32.476637,-1.022,0.091,-5.825,0.05,2458817.484044,,2.916032,,12.34745,,11308,,3.6507000000000005,,,,.683,,.10605,,,,14.451129956211712,,,,,,,,,,,,,,,,,,,,613.765,11.9225,6400.64,119.937,4.38867,.0892873,1.19757,.059,2021-02-08 16:07:01,olmschenk,,94046,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
284185699,284185699.01,,,,,,,,,PC,,12.4425,0.007,206.263317,65.722486,23.149,0.045,-16.635,0.04,2458682.6797,.0032,2.86133,0.00019,1.372152,,1263,,0.054,0.009,84.744,1.345,.866,.037,.034,.006,9.457,3.321,5.215,1.295,,,,,,,1.955,6.949,,,,,,,,,,,614.366,9.285,5911,124.62,4.19642,.0763543,1.37258,.0660904,2022-10-20 09:04:55,montalto,,421457,"new CTOI, Montalto (2022)"
284188533,284188533.01,,,,,,,,,PC,,8.86864,0.006,275.663647,48.865255,13.534,0.046,11.847,0.047,2459727.798,.005,300.68,0.02,4.569695,0.543004,4200,500,2,0.5,,,,,,,,,11.8,.5,,,,,,,,,,,,,,,,,,,215.101,1.2985,7546,120.822,4.21455,.0804444,1.70964,.0555678,2022-07-24 08:18:41,wzhou,,418050,"Candidate from the XESP working group. Period may be half or 1/4. Details at: http://xjltp.china-vo.org/xesp.html"
284206913,284206913.01,3972.01,,,,,,,,PC,,10.7486,0.006,9.305074,61.205097,147.833,0.038,-20.892,0.038,2458768.011114,,10.511333,,8.37414,,7683.2,,3.2032,,,,.628,,.08531,,,,9.61717844436922,,,,,,,,,,,,,,,,,,,,162.569,.702,5908,284.928,4.5408,.0898954,.920733,.0463417,2021-02-08 16:07:01,olmschenk,,94047,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
284300833,284300833.01,,,,,,,,,PC,,14.4804,0.007,237.806582,29.44792,-3.784,0.042,8.121,0.06,2458955.5113,.0025,3.04871,0.00049,23.775474,,21660,,0.084,0.005,86.317,.703,.685,.03,.144,0,10.656,.913,10.281,.72,,,,,,,2.461,.928,,,,,,,,,,,349.473,3.9085,3937,157,4.60668,.0124596,.653572,.0200799,2022-10-20 09:04:55,montalto,,421516,"new CTOI, Montalto (2022)"
284361752,284361752.01,2294.01,,,,,,,,PC,,9.78288,0.006,288.108567,54.640427,17.354,0.044,-14.284,0.042,2459032.093,.008,,,0.727687,0.086862,670,80,10,0.5,,,,,,,,,3.6,.3,,,,,,,,,,,,,,,,,,,191.396,.7605,6424,132.667,4.33722,.088365,1.27808,.0580779,2020-09-17 08:15:45,eisner,,35866,"PHT candidate. Single transit event."
284564211,284564211.01,,,,,,,,,PC,,12.2921,0.007,291.465507,58.478046,-4.317,0.038,-5.661,0.04,2458684.8247,,2.5561,,2.495717,,2296,,1.7872,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,865.437,15.89,6559,129.086,4.07165,.0886613,1.7782,.0837563,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
