TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
269861070,269861070.01,,,,,,,,,PC,,12.0832,0.006,148.44328,-64.792766,-9.989,0.042,6.341,0.037,2458571.84936058,.0039464,1.96807205,0.00058011,12.360628,6.730669,11320,6180,1.531,0.507,85.2,4.7,.688,.743,.10616,.04043,8.56,3.12,13.18,5.14,,,,,,,,,,,,,,,,,,,235.061,1.1955,4457,122.545,4.17054,.0998539,1.13844,.0914422,2020-01-03 11:21:12,bouma,tfopwg,8521,"Odd-even affected by spot detrending. Cand HJ, PMS K dwarf (Zari+18). Multisector (S9-S11)."
269946653,269946653.01,,,,,,,,,PC,,11.8381,0.011,45.011975,30.39844,-7.077,0.09,-5.397,0.075,2458789.7515,.0042,1.55612,0.00043,1.226489,,1129,,0.06,0.01,69.347,2.967,1.003,.004,.06,0,2.843,.571,12.622,.937,,,,,,,.18,.193,,,,,,,,,,,610.68,16.8035,6499.43,144.783,4.10654,.0957953,1.68923,.0998594,2022-10-20 09:02:36,montalto,,420898,"new CTOI, Montalto (2022)"
270022396,270022396.01,,,,,,,,,PC,,13.1361,0.02,351.274084,61.659573,-1.707,0.028,-0.894,0.025,2458807.42907,.00099,3.77863,0.00003,139.47829,,120555,,3,0.1,81.1,.6,1.123,.069,.347,.056,,,74.7,12,,,,,,,,,.0666,.0002,,,,,,,,,1563.81,39.815,8146,122,3.9096,,2.59216,,2021-09-07 08:21:56,nardiello,,99710,"new CTOI likely member of NGC 7654, PATHOS-58 in Nardiello et al. (2021)"
270204383,270204383.01,,,,,,,,,PC,,14.4469,0.006,332.583719,-71.913411,23.083,0.036,-29.247,0.042,2458323.255,.0014,3.33459,0.00002,19.787621,,18060,,0.097,0.008,86.016,.885,.686,.061,.129,.013,9.867,1.185,10.773,3.339,,,,,,,1.634,.93,,,,,,,,,,,379.959,3.449,4056,122,4.47018,,.764913,,2022-10-20 09:04:55,montalto,,421463,"new CTOI, Montalto (2022)"
270260727,270260727.01,,,,,,,,,PC,,11.118,0.006,356.068501,-77.079549,22.695,1.109,-14.97,1.108,2458328.8087,.0022,,,7.227865,,6635,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.135,,5649,,,,1.08349,,2022-04-27 10:10:27,dragomir,tfopwg,415320,"single transit event from the TSTPC working group"
270450687,270450687.01,,,,,,,,,PC,,9.74467,0.006,264.290417,47.581733,-29.585,0.036,-59.456,0.047,2458965.91,.02,0,,1.629827,0.217169,1500,200,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.938,.2245,5595,130.942,4.49668,.0765155,.929591,.0470452,2020-06-22 02:32:35,eisner,,19754,"Planet Hunters TESS candidate. Single transit event."
270450687,270450687.02,,,,,,,,,PC,,9.74467,0.006,264.290417,47.581733,-29.585,0.036,-59.456,0.047,2459031.795,.005,0,,43.756577,0.543004,39500,500,9.43,0.15,,,,,,,,,20.17,.12,,,,,,,,,,,,,,,,,,,108.938,.2245,5595,130.942,4.49668,.0765155,.929591,.0470452,2020-08-07 16:11:07,deen,,29227,"Possibly EB primary transit to .01"
270456887,270456887.01,,,,,,,,,PC,,11.8895,0.008,135.139704,1.390137,-9.711,0.088,-4.583,0.081,2458519.0476,.002,2.26843,0.00034,7.85214,,7206,,0.1,0.006,76.18,1.33,.96,.07,.104,.046,4,.38,15.18,7.63,,,,,,,.24,.09,,,,,,,,,,,530.397,14.626,6491.25,141.189,4.30943,.0931787,1.33734,.075505,2020-08-10 07:20:18,montalto,,29358,"new CTOI, Montalto et al. (2020)"
270516993,270516993.01,,,,,,,,,PC,,11.1637,0.007,293.470005,47.236917,-5.889,0.042,6.161,0.047,2458679.1567,.034,5.93865,0.00579,0.546263,,503,,0.385,0.063,52.602,6.829,.975,.004,.028,0,1.605,.43,13.202,1.431,,,,,,,.002,.002,,,,,,,,,,,807.136,15.9255,5064.65,21.35,,,4.48547,,2022-10-20 09:04:55,montalto,,421444,"new CTOI, Montalto (2022)"
270618239,270618239.01,,,,,,,,,PC,,14.5915,0.012,293.670121,46.29561,-3.371,0.056,-8.773,0.052,2458683.54873,.00191,2.63768,0.00018,52.388519,,47106,,3,0,89.8,.2,.026,.023,.217,.003,,,23.6,.3,,,,,,,,,.0381,.0001,,,,,,,,,1171.28,37.235,5684.14,269.3,4.3455,,1.118,,2021-09-07 08:21:56,nardiello,,99711,"new CTOI likely member of NGC 6811, PATHOS-59 in Nardiello et al. (2021)"
270651953,270651953.01,,,,,,,,,PC,,10.6772,0.006,137.000738,2.654222,-34.136,0.152,-6.017,0.137,2459246.8092,.0076,,,1.76394,0.040868,1623.33,37.64,5.47,4.18,,,,,,,,,5.55,.06,,,,,,,,,,,,,,,,,,,246.686,4.5685,5861.2,126.466,4.26177,.0789147,1.26126,.0682663,2021-03-26 06:37:06,steuer,,95668,"Found with our in-house single transit finder"
270677759,270677759.01,,,,,,,,,PC,,12.5937,0.006,87.775974,-52.757918,30.255,0.026,15.009,0.024,2458597.202,,9.121476,,9.168012,,8408.5,,3.6,,,,,,.09019462965,,,,7.710247829,,,,,,,,,,,,,,,,,,,,324.857,1.379,5596,129.758,4.66144,.0751695,.769361,.0381408,2019-06-21 23:04:34,galgano,,4210,"centroid offset; vetted with DAVE (https://arxiv.org/abs/1901.07459)"
270789373,270789373.01,,,,,,,,,PC,,13.5393,0.007,293.899067,46.318703,11.129,0.042,-4.048,0.035,2458673.0966,.0123,12.55873,0.00364,8.36298,,7673,,0.243,0.024,86.397,.504,.789,.045,.099,.02,12.553,1.351,6.095,1.415,,,,,,,.237,.152,,,,,,,,,,,171.835,.552,3812,157,4.68172,.00986309,.564194,.0166198,2022-10-20 09:03:27,montalto,,421106,"new CTOI, Montalto (2022)"
270920839,270920839.01,,,,,,,,,PC,,14.3281,0.019,353.584067,62.002862,-2.085,0.036,-0.815,0.034,2458768.09073,.00166,5.22362,0.00007,25.02691,,22787,,5.2,0.1,82.6,.6,.808,.025,.151,.009,,,60.8,4.1,,,,,,,,,.1088,.0012,,,,,,,,,3336.66,280.345,8884,126,3.70693,,3.47289,,2021-09-07 08:21:56,nardiello,,99712,"new CTOI likely member of Czernik 44, PATHOS-60 in Nardiello et al. (2021)"
271013213,271013213.01,,,,,,,,,PC,,8.52798,0.006,116.222166,8.562337,-51.496,0.077,-20.734,0.055,2458493.1632,.0034,0.61953,0.00015,1.903878,,1752,,0.107,0.005,87.54,.77,.08,.2,.036,.003,1.89,.03,5.9,.74,,,,,,,.34,.06,,,,,,,,,,,130.95,.857,6513,127.189,4.21091,.0856763,1.50248,.0671231,2020-08-10 07:20:18,montalto,,29311,"new CTOI, Montalto et al. (2020)"
271018382,271018382.01,,,,,,,,,PC,,11.7261,0.025,353.538741,65.905625,-6.991,0.059,-5.173,0.055,2458764.4485,.0047,0.79317,0.00013,1.168881,,1076,,0.137,0.013,41.8,17.701,.83,.045,.027,.004,1.114,.35,5.662,1.131,,,,,,,.042,.079,,,,,,,,,,,529.487,8.4815,7464,213.951,4.15397,.0856142,1.81362,.0676583,2022-10-20 09:04:15,montalto,,421276,"new CTOI, Montalto (2022)"
271042217,271042217.01,4428.01,,,,,,,,PC,,13.9174,0.008,294.513246,45.981645,3.037,0.041,2.999,0.046,2458684.9937509135,,1.8564127430276096,,3.272446,,3009.4966651401687,,1.9092089167380628,,,,.006716681876268454,,.054858879546889845,,,,,,,,,,,,,,,,,,,,,,,,1093.08,27,5651.75,122.545,4.13988,,1.40959,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-196.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
271239155,271239155.01,,,,,,,,,PC,,12.0954,0.022,353.917074,63.873328,9.966,0.042,0.942,0.044,2458764.2674,.006,0.81161,0.00004,0.743984,,685,,0.159,0.008,46.142,11.502,.767,.051,.026,0,1.107,.204,4.351,.278,,,,,,,.039,.03,,,,,,,,,,,548.161,7.723,6396,184.427,4.21131,.0885646,1.46888,.0688517,2022-10-20 09:04:15,montalto,,421254,"new CTOI, Montalto (2022)"
271354351,271354351.01,4426.01,,,,,,,,PC,,14.5787,0.008,294.865467,46.285813,-2.343,0.039,-1.073,0.041,2458684.084722106,,3.901081906152786,,1.94084,,1785.9828750694944,,3.4153878307538967,,,,.22525262623236905,,.04226089060904295,,,,,,,,,,,,,,,,,,,,,,,,914.699,17.1675,5381,25,4.45342,,.947475,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-217.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
271369421,271369421.01,,,,,,,,,PC,,13.7876,0.007,117.322263,5.066147,-52.742,0.12,-15.004,0.068,2458507.2512,.0076,,,18.139801,11.342489,16568.58,10392.44,3.93,3.55,,,,,,,,,4.33,1.19,,,,,,,,,,,,,,,,,,,72.0388,.3264,3320,157,4.9171,.00446698,.307887,.00935906,2021-04-22 08:16:33,steuer,,96548,"Found with our in-house single transit finder"
271443321,271443321.01,,,,,,,,,PC,,13.9929,0.023,354.49979,60.539296,-3.816,0.033,-1.686,0.033,2458765.41524,.00197,5.97183,0.0001,181.683185,,154085,,8.9,0.2,80.9,.5,.886,.043,.393,.028,,,158.8,12,,,,,,,,,.097,.0019,,,,,,,,,3340.25,241.755,8266,123,,,6.2538,,2021-09-07 08:21:56,nardiello,,99713,"new CTOI likely member of SAI 149, PATHOS-61 in Nardiello et al. (2021)"
271547901,271547901.01,,,,,,,,,PC,,14.5709,0.007,295.20797,46.786192,-2.92,0.047,-4.546,0.042,2458684.239835004,,1.332508816606724,,25.683004,,23377.336208629993,,4.646375880986311,,,,.7139630807964742,,.15289648854251034,,,,,,,,,,,,,,,,,,,,,,,,2457.35,147.78,6256,122,3.93673,,1.9672,,2020-07-14 13:40:48,wilson,,28551,"Kepler candidate planet KOI-7973.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
271755676,271755676.01,,,,,,,,,PC,,14.7658,0.009,295.622238,42.092976,5.972,0.102,22.806,0.091,2458684.566815598,,1.7152422574510704,,8.395273,,7702.514592096886,,1.5305282498536088,,,,.0000008180392740903051,,.0877639709225653,,,,,,,,,,,,,,,,,,,,,,,,505.497,13.79,3979,122,4.28544,,.938662,,2020-07-14 13:40:48,wilson,,28551,"Kepler candidate planet KOI-1225.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
271971130,271971130.02,,,,,,,,,PC,,13.5308,0.007,113.852328,-73.577409,82.634,0.078,9.987,0.098,2459007.987907427,.004498370923101902,25.60712264284604,0.00036166291002714956,2.205164,0.336661,2028.9699341337064,310.02840010718735,1.9947456557815095,0.20530333250764032,89.72345427162114,.13932192392802278,.4444087656155066,.219313760556002,.06182771553850996,.001732883096254044,92.38001978860045,4.306431393213984,1.0659590927035634,.09235647871154784,,,,,214.6947816109273,11.863506698759323,22.74360415815456,3.11478319167297,.09860604380624505,.005363358031820434,,,,,,,,,42.4048,.08555,3187,157,5.01492,.0179206,.229824,.0068728,2022-11-01 02:13:01,dransfield,,421817,"Candidate found using Sherlockpipe - reported in the discovery paper for TOI-715 b"
272270998,272270998.01,,,,,,,,,PC,,13.8628,0.007,296.184887,43.980792,14.447,0.036,6.702,0.036,2458684.103469815,,0.5178053058977536,,0.509516,,469.171655772698,,0.823357199721402,,,,.31520629416996276,,.021660370628701117,,,,,,,,,,,,,,,,,,,,,,,,1335.86,34.84,5322,122,3.77469,,2.05864,,2020-07-14 13:40:48,wilson,,28551,"Kepler candidate planet KOI-7865.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
272357134,272357134.01,,,,,,,,,PC,,8.5363,0.006,119.479631,-73.473119,-0.496,0.044,-9.318,0.05,2458326.8308,,4.1875,,1.471513,,1354.39563956123,,4.86666666666667,,,,,,,,,,9.43582194693185,,,,,,,,,,,,,,,,,,,,181.878,.837,6538.96,114.658,3.8425,.0901821,2.30649,.0991959,2019-06-22 00:19:17,lipponen,,3787,"sector1"
272357134,272357134.02,,,,,,,,,PC,,8.5363,0.006,119.479631,-73.473119,-0.496,0.044,-9.318,0.05,2458328.5488,,4.195833,,18.574206,,16961.974271309,,5.26666666666667,,,,,,,,,,33.3922100645847,,,,,,,,,,,,,,,,,,,,181.878,.837,6538.96,114.658,3.8425,.0901821,2.30649,.0991959,2019-06-22 00:19:17,lipponen,,3787,"sector1"
272636742,272636742.01,,,,,,,,,PC,,8.57711,0.006,231.879652,66.653427,-30.768,0.039,26.184,0.046,2458669.8321,.0192,22.48056,0.00257,0.231286,,213,,0.238,0.013,87.062,.682,.852,.037,.015,.001,16.623,4.13,3.308,.481,,,,,,,.172,.296,,,,,,,,,,,169.314,.596,6412,121.78,3.96765,.0845253,1.95211,.0850653,2022-10-20 09:04:15,montalto,,421285,"new CTOI, Montalto (2022)"
272670038,272670038.01,,,,,,,,,PC,,10.5083,0.007,233.497291,69.350285,-14.91,0.045,11.071,0.051,2458912.439,.008,104.293,0.002,2.228044,0.32577,2050,300,5.3,0.2,,,,,,,,,7.1,.5,,,,,,,,,,,,,,,,,,,306.839,2.6515,6501,127.695,4.25028,.086382,1.43159,.0610779,2022-05-12 09:53:35,eisner,,415712,"PHT candidate."
272758199,272758199.01,1845.01,,,,,,,,PC,,12.889,0.007,237.317086,71.442944,-2.766,0.022,-19.059,0.024,2458684.9863,,3.6611,,21.26142,,19392,,2.4838,,,,,,,,,,14.35,,,,,,,,,,,,,,,,,,,,418.239,2.53,5271,124.209,4.44292,.0801276,.943402,.0535628,2020-04-01 15:11:51,kruse,,18582,"Cycle 2 CVZ planet candidates added to short cadence from GI Program G022227; prelim vetting with DAVE"
272785423,272785423.01,3960.01,,,,,,,,PC,,13.2091,0.007,238.857937,67.042986,-14.363,0.029,19.541,0.037,2458685.872089,,3.239989,,20.131107,,18370.6,,3.0655,,,,.447,,.12305,,,,14.332737335793924,,,,,,,,,,,,,,,,,,,,541.735,5.269,5521,122,4.45273,,.968398,,2021-02-08 16:07:01,olmschenk,,94040,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
273270473,273270473.01,,,,,,,,,PC,,13.6702,0.006,320.826158,-80.766966,20.774,0.051,-28.031,0.061,2458656.566616,,2.708757,,24.670987,,22466.6,,2.2151,,,,0,,.12833,,,,13.931473131899931,,,,,,,,,,,,,,,,,,,,401.464,5.1615,4848,122,4.47567,,.851167,,2021-02-08 16:07:01,olmschenk,,94041,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
273418421,273418421.01,4358.01,,,,,,,,PC,,8.9077,0.006,344.124307,-76.797679,-180.288,0.037,34.75,0.039,2458681.5769,.004,43.38,,0.62991,0.059717,580,55,5.3,0.2,,,,,,,,,2.2,.15,,,,,,,,,,,,,,,,,,,66.1798,.09645,5577,129.148,4.59778,.0829991,.823673,.0432362,2021-03-12 01:02:12,eisner,,95081,"PHT candidate. The period could be a multiple of the given period."
273792220,273792220.01,,,,,,,,,PC,,7.4648,0.006,30.550929,-62.591768,57.652,0.079,63.242,0.054,2458325.7157,,1.9868,,29.012437,,26367.5832069004,,1.93333333333333,,,,,,,,,,26.9838371323436,,,,,,,,,,,,,,,,,,,,66.3472,.16095,5892,121.539,4.13864,.0747987,1.46017,.0674322,2019-06-22 00:19:17,lipponen,,3787,"sector1"
273792220,273792220.02,,,,,,,,,PC,,7.4648,0.006,30.550929,-62.591768,57.652,0.079,63.242,0.054,2458326.7102,,1.986806,,59.173873,,53042.581631956,,1.96666666666667,,,,,,,,,,38.271974713164,,,,,,,,,,,,,,,,,,,,66.3472,.16095,5892,121.539,4.13864,.0747987,1.46017,.0674322,2019-06-22 00:19:17,lipponen,,3787,"sector1"
273861354,273861354.01,,,,,,,,,PC,,14.2665,0.008,31.633015,-67.778884,-27.372,0.049,-16.974,0.037,2458312.7378,.0039,14.0042,0.00143,21.406474,,19523,,0.084,0.005,88.284,.293,1.115,.063,.32,.117,37.232,2.706,23.51,9.329,,,,,,,4.979,1.149,,,,,,,,,,,332.5,2.6445,4002,157,4.59109,.0125854,.672872,.0204756,2022-10-20 09:04:55,montalto,,421466,"new CTOI, Montalto (2022)"
273874849,273874849.01,5794.01,,,,,,,,PC,,13.6414,0.008,298.395244,47.814986,-3.778,0.032,-6.365,0.035,2458684.548568195,,1.484581099522328,,11.143156,,10210.738613736099,,2.638668911883557,,,,.5399855249456939,,.10104819945816006,,,,,,,,,,,,,,,,,,,,,,,,720.753,10.343,5781,85,4.44616,,1.01034,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-203.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
273985865,273985865.03,1208.03,,,,,,,,PC,,10.5924,0.006,30.508742,-83.227962,9.213,0.036,40.384,0.037,2458359.53766,.0033835,17.7261765,0.0000035,1.123015,0.120523,1033.8,111,3.95,0.292,,,.421,.421,,,,,2.778,.369,,,31.09,,601.6,,,,.12836,,,,,,,,,,134.757,.3595,5547,123.614,4.59847,.0813422,.823019,.0405528,2021-12-13 13:00:58,spencer,,103430,"Potential third planet"
273985865,273985865.04,,,,,,,,,PC,,10.5924,0.006,30.508742,-83.227962,9.213,0.036,40.384,0.037,2459380.52774,.0052085,0,,1.598837,0.155814,1471.5,143.5,5.75,0.25,,,,,,,,,3.6,.24,,,,,,,,,,,,,,,,,,,134.757,.3595,5547,123.614,4.59847,.0813422,.823019,.0405528,2021-12-13 13:03:28,spencer,,103430,"Only one transit so far"
274036048,274036048.01,,,,,,,,,PC,,14.2615,0.007,48.500398,3.482475,-23.436,0.091,-24.546,0.084,2458412.4859,.0021,1.14594,0.00017,28.048734,,25503,,0.06,0,83.751,.418,.638,.028,.155,0,5.858,.117,16.481,2.707,,,,,,,2.892,.283,,,,,,,,,,,346.089,6.3495,3750,122,4.2094,,.973702,,2022-10-20 09:04:55,montalto,,421508,"new CTOI, Montalto (2022)"
274149220,274149220.01,,,,,,,,,PC,,11.904,0.006,145.464911,-86.014364,-2.898,0.038,50.209,0.036,2458623.1318,.0067,7.50322,0.00159,2.233484,,2055,,0.086,0.013,89.628,.073,.186,.294,.041,.007,28.592,2.447,3.379,.908,,,,,,,7.856,3.369,,,,,,,,,,,118.94,.2915,4142,132.295,4.49485,.11398,.755204,.0744623,2022-10-20 09:04:55,montalto,,421461,"new CTOI, Montalto (2022)"
274150793,274150793.01,,,,,,,,,PC,,10.8176,0.006,53.83007,5.725132,8.069,0.079,-36.449,0.06,2459165.52,.01,,,3.708687,0.054288,3410,50,1.992,0.96,,,,,,,,,4.873,.028,,,,,,,,,,,,,,,,,,,61.8077,.1585,4006.66,131.722,4.57355,.123939,.679095,.0741758,2021-02-03 03:48:06,steuer,,93799,"Found with our in-house single transit finder; Sector 31"
274211741,274211741.01,,,,,,,,,PC,,11.367,0.008,54.415725,6.018663,26.061,0.069,27.752,0.059,2458435.7727,.0214,3.98449,0.0048,0.86459,,796,,0.16,0.027,70.586,2.831,.967,.005,.034,0,2.909,.63,10.441,.82,,,,,,,.029,.027,,,,,,,,,,,500.441,8.8125,5205.76,30.7206,,,2.69623,,2022-10-20 09:02:36,montalto,,420804,"new CTOI, Montalto (2022)"
274508785,274508785.01,,,,,,,,,PC,,12.1286,0.009,253.864238,52.006153,-13.696,0.036,2.104,0.039,2459673.304,.0027,13.87367,0.00385,8.167148,0.818628,7494,753.7,2.75392,0.29191,87.45799,1.51793,.96,.25,.1152,.1421,21.7,7.44,21.49,26.54,,,257.21,40.25,1021,40,.713,.733,.1181,.0084,,,,,,,,,682.537,9.1495,6085,129.484,4.02947,.0830408,1.70904,.0809623,2022-10-19 18:35:44,knguyen,,420697,"Nguyen et al. (2022)"
274599700,274599700.01,2317.01,,,,,,,,PC,,11.8831,0.007,255.328342,51.529396,-27.478,0.037,19.344,0.037,2459002.12,.003,32.98,0.01,8.72082,1.086279,8000,1000,8.2,0.2,,,,,,,,,13.3,.9,,,,,,,,,,,,,,,,,,,448.143,3.98,5635.75,143.237,4.12397,.0865629,1.43565,.0839045,2020-09-03 09:53:06,eisner,,33728,"PHT candidate."
274804678,274804678.01,,,,,,,,,PC,,11.9554,0.017,7.901765,74.164895,-2.075,0.038,3.541,0.042,2458785.2308,.0297,14.27868,0.00287,1.040634,,958,,0.436,0.073,74.366,2.09,.982,.005,.043,0,3.646,.725,8.482,.638,,,,,,,.004,.003,,,,,,,,,,,554.073,7.531,5915,160.804,3.98787,.0805098,1.74507,.0848743,2022-10-20 09:04:55,montalto,,421354,"new CTOI, Montalto (2022)"
274812877,274812877.01,,,,,,,,,PC,,9.98381,0.006,334.314527,29.990531,10.128,0.079,2.399,0.079,2458710.9557,.011,0.89771,0.00032,0.332286,,306,,0.14,0.009,82.09,.536,.275,.122,.016,.001,1.997,.078,2.552,.318,,,,,,,.187,.043,,,,,,,,,,,239.664,2.2165,6571,133.492,4.26992,.0944377,1.41788,.0629347,2022-10-20 09:02:36,montalto,,420893,"new CTOI, Montalto (2022)"
274948663,274948663.01,,,,,,,,,PC,,11.4521,0.006,8.793268,74.562795,21.537,0.042,-2.772,0.034,2458780.0775,.0008,13.83758,0.00007,13.306562,,12181,,0.157,0.002,86.919,.034,.96,.001,.151,0,17.859,.199,23.77,1.533,,,,,,,.563,.026,,,,,,,,,,,384.702,3.8145,6372,243.272,4.26405,.0942362,1.37747,.0649799,2022-10-20 09:04:55,montalto,,421362,"new CTOI, Montalto (2022)"
275083922,275083922.01,,,,,,,,,PC,,10.9613,0.007,149.437136,-54.164866,-402.506,0.055,18.894,0.049,2458565.69083,.00525,7.403684,0.007176,,,0,0,0.124,0.013,90.11,.87,-.038,.302,.045,.0025,20,2.1,2.44,.15,,,11,.9,506.9,10.2,,,.061,.0002,0,0,,,,,,,43.2191,.0609,3691,157,4.7422,.00810341,.494532,.0148577,2019-06-10 09:00:02,cloutier,,4048,"new CTOI from ORION (https://arxiv.org/abs/1812.08145)"
275103817,275103817.01,,,,,,,,,PC,,11.215,0.009,323.177319,37.083376,5.487,0.035,2.719,0.042,2458710.908,.0014,1.90595,0.00018,1.653749,,1522,,0.098,0.012,71.155,3.509,.933,.01,.043,0,2.887,.735,12.472,.821,,,,,,,.125,.141,,,,,,,,,,,684.472,12.7405,6369,132.094,3.71932,.0873716,2.57794,.122558,2022-10-20 09:03:27,montalto,,420977,"new CTOI, Montalto (2022)"
275179540,275179540.01,,,,,,,,,PC,,12.0507,0.007,143.423825,2.979728,-42.272,0.087,-66.822,0.075,2459274.1397,.0083,,,27.338161,0.45768,24865.02,421.45,2.87,0.42,,,,,,,,,9.55,.08,,,,,,,,,,,,,,,,,,,76.6774,.2917,3566,157,4.69015,.00978495,.554399,.0164923,2021-05-04 04:30:30,steuer,,96871,"Found with our in-house single transit finder"
275180352,275180352.01,,,,,,,,,PC,,12.0544,0.006,143.489225,6.116002,-1.579,0.084,-2.867,0.068,2459260.8496,.0167,,,10.026688,0.812761,9192.41,748.3,5.07,2.72,,,,,,,,,8.77,.35,,,,,,,,,,,,,,,,,,,302.059,4.0805,5825,131.215,4.61393,.0805702,.836479,.0414371,2021-05-04 04:30:30,steuer,,96875,"Found with our in-house single transit finder"
275419866,275419866.01,,,,,,,,,PC,,10.7233,0.006,319.832427,64.311178,24.483,0.055,22.053,0.044,2458581.8036,.002295,197.210842,,5.807909,,5335,,0.279,0.009,89.481,.01,1.012,.002,.127,0,111.656,2.302,22.363,1.317,,,,,,,.677,.074,,,,,,,,,,,356.762,3.4295,6937,227.076,4.23993,.094124,1.54675,.0641206,2022-10-20 09:04:15,montalto,,421257,"new CTOI, Montalto (2022)"
275488151,275488151.01,,,,,,,,,PC,,11.2155,0.008,293.203758,46.909408,-0.162,0.038,-3.21,0.039,2458682.5504,.0122,3.02553,0.00119,0.60601,,558,,0.21,0.012,88.482,0,.123,.31,.023,.003,4.658,.211,8.647,1.788,,,,,,,.209,.082,,,,,,,,,,,864.524,15.815,6016.97,101.841,3.41702,.0733048,3.4134,.148342,2022-10-20 09:03:27,montalto,,421112,"new CTOI, Montalto (2022)"
275570329,275570329.01,,,,,,,,,PC,,13.0733,0.009,293.351268,43.13464,-3.976,0.029,-8.191,0.03,2458685.8017576872,,2.1423065512599644,,11.415053,,10458.577040158918,,4.617545548384731,,,,.6030492374932718,,.10226718457139083,,,,,,,,,,,,,,,,,,,,,,,,1397.04,32.32,6078,125,3.75224,,2.35162,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-1450.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
275573755,275573755.01,,,,,,,,,PC,,14.987,0.008,293.247021,45.056447,0.94,0.061,-8.885,0.057,2458684.338015641,,1.6444284129087816,,2.621283,,2411.378601934914,,6.74072185148309,,,,.010545771953371783,,.04910578990236196,,,,,,,,,,,,,,,,,,,,,,,,947.601,27.173,5323,126,4.55457,,.838774,,2020-07-14 13:40:48,wilson,,28551,"Kepler candidate planet KOI-6188.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
275703185,275703185.01,,,,,,,,,PC,,11.6846,0.006,48.670716,66.922129,16.269,0.027,-25.871,0.041,2458838.1193,.0018,,,8.522735,1.801645,7819,1658,,,,,,,,,,,8.578,1.0353,,,,,,,,,,,,,,,,,,,217.459,1.1835,5153,122.413,4.47668,.0816275,.892691,.0513568,2022-04-28 22:03:58,dragomir,tfopwg,415380,"single transit event from the TSTPC working group"
276376289,276376289.01,5906.01,,,,,,,,PC,,11.2922,0.006,313.489596,42.743527,13.597,0.045,1.373,0.044,2458716.9381,.0026,,,19.12882,12.296936,17464,11262,3.7,,,,,,,,,,16.1331,5.2624,,,,,,,,,,,,,,,,,,,283.463,2.103,5809,127.024,4.35461,.0760068,1.1248,.0552211,2022-04-28 22:03:58,dragomir,tfopwg,415352,"single transit event from the TSTPC working group"
276915898,276915898.01,,,,,,,,,PC,,8.9318,0.006,309.511826,54.948254,-9.85,2,-40.95,2,2458759.457,.0037,,,5.875588,2.482658,5397,2284,6.5,,,,,,,,,,12.972,,,,,,,,,,,,,,,,,,,,171.102,,6809,,,,1.6185,,2022-04-28 22:03:58,dragomir,tfopwg,415367,"single transit event from the TSTPC working group"
